SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
14:75002624-75002724	1.888e-07	9.194e-06	1.313e-10	2.234e-11	1.785e-06	3.341e-05	6.222e-08	5.901e-11	4.294e-08	4.705e-22	1.181e-10	1.203e-16	7.803e-10	2.22e-10	2.087e-12	1.841e-15	1.271e-14	5.43e-11	3.549e-12
16:2682431-2682531	2.828e-08	0.0001474	1.398e-11	4.847e-14	1.149e-11	0.0003404	2.825e-14	5.371e-17	4.507e-13	2.013e-18	1.917e-08	7.654e-17	1.664e-16	5.722e-09	7.291e-14	4.092e-16	1.117e-11	7.213e-13	1.886e-12
5:53560817-53560917	2.83e-08	6.583e-06	4.597e-09	1.872e-13	3.716e-08	4.416e-06	1.831e-12	3.879e-05	2.212e-05	6.039e-17	6.815e-10	1.147e-17	8.005e-08	8.872e-11	4.302e-12	1.043e-14	5.542e-16	2.643e-12	1.826e-07
14:68951169-68951269	2.204e-06	1.635e-05	1.653e-10	9.452e-11	3.864e-11	5.43e-07	0.004589	1.161e-14	8.81e-10	7.756e-16	7.006e-08	0.0003635	6.542e-11	9.149e-10	2.62e-06	4.25e-15	3.75e-14	2.974e-13	4.204e-11
19:10106282-10106382	1.774e-07	0.00619	2.038e-09	1.622e-12	7.292e-11	0.0009585	1.505e-14	1.198e-17	2.39e-12	3.811e-23	8.726e-12	4.246e-18	2.356e-14	1.115e-06	4.581e-12	4.177e-18	5.129e-11	1.17e-13	1.365e-09
19:52570355-52570455	5.013e-09	6.318e-05	8.403e-09	4.41e-09	5.836e-13	1.716e-06	7.136e-13	1.596e-10	1.298e-08	3.611e-20	3.981e-09	7.022e-22	3.49e-12	6.543e-07	1.423e-13	3.017e-15	7.278e-12	2.146e-07	1.955e-10
20:3159768-3159868	3.618e-09	1.032e-08	1.581e-10	7.97e-12	4.734e-11	3.174e-10	5.127e-12	6.831e-16	1.717e-12	3.876e-18	3.37e-11	2.738e-16	2.542e-16	4.252e-10	1.048e-12	3.755e-18	2.355e-13	4.312e-12	8.763e-08
1:26169878-26169978	2.041e-08	0.003757	5.451e-06	5.953e-12	1.73e-12	0.0001063	1.158e-13	5.263e-12	1.341e-10	6.369e-18	1.93e-07	3.879e-18	7.43e-10	0.0005902	9.52e-10	1.974e-15	4.045e-09	1.206e-13	9.099e-09
6:143427277-143427377	6.637e-11	7.088e-08	2.309e-11	1.746e-08	3.379e-10	1.247e-11	5.135e-12	1.474e-06	1.905e-06	6.048e-21	4.064e-09	2.804e-17	6.236e-10	4.211e-09	4.909e-11	1.029e-15	2.54e-14	5.598e-13	2.627e-12
6:160031506-160031606	6.637e-11	7.088e-08	2.309e-11	1.746e-08	3.379e-10	1.247e-11	5.135e-12	1.474e-06	1.905e-06	6.048e-21	4.064e-09	2.804e-17	6.236e-10	4.211e-09	4.909e-11	1.029e-15	2.54e-14	5.598e-13	2.627e-12
11:61792538-61792638	2.839e-10	2.589e-05	1.274e-09	8.094e-09	2.642e-10	2.23e-05	4.98e-12	2.211e-16	3.051e-13	1.866e-18	5.48e-10	1.246e-17	9.895e-11	3.559e-07	2.879e-13	6.928e-18	5.404e-12	3.575e-06	2.255e-08
2:218270438-218270538	3.283e-09	3.181e-07	6.201e-12	7.003e-06	7.12e-10	2.933e-08	3.275e-11	3.964e-13	3.625e-11	8.838e-19	1.484e-08	3.697e-19	1.827e-14	3.205e-11	3.106e-12	2.986e-18	3.583e-17	1.634e-11	7.243e-09
6:26285565-26285665	0.002489	3.696e-07	1.27e-12	2.878e-10	2.664e-12	8.564e-05	1.234e-15	3.493e-17	5.039e-12	4.269e-11	0.0006434	8.627e-20	5.369e-11	1.029e-11	3.873e-13	7.861e-16	4.964e-18	6.284e-13	1.839e-13
20:31544220-31544320	1.381e-12	5.096e-07	1.202e-11	2.549e-09	1.9e-10	8.497e-10	1.991e-10	5.211e-10	1.35e-07	4.784e-16	2.378e-07	7.292e-16	7.127e-12	6.427e-10	4.759e-10	9.338e-17	5.012e-14	1.633e-11	2.904e-12
19:9584480-9584580	1.82e-05	0.0007336	2.39e-10	2.427e-08	6.364e-12	4.412e-05	1.709e-12	2.01e-13	8.038e-12	7.769e-20	1.275e-07	8.263e-18	2.712e-11	8.572e-08	2.874e-11	2.245e-17	5.049e-15	4.58e-05	1.939e-09
11:83193556-83193656	4.279e-09	3.86e-10	1.508e-09	1.145e-07	2.905e-11	4.377e-11	7.244e-14	1.815e-07	2.763e-07	1.901e-17	2.966e-09	1.441e-16	1.384e-06	2.895e-08	6.618e-13	1.269e-20	1.131e-10	4.899e-12	8.142e-10
3:47380970-47381070	6.819e-07	0.0006583	1.144e-05	1.231e-11	2.49e-09	0.000901	3.59e-07	3.784e-11	1.003e-08	1.498e-21	2.084e-09	2.941e-11	3.02e-08	2.209e-06	5.045e-08	1.37e-13	2.65e-09	3.966e-15	2.213e-08
20:4172663-4172763	3.023e-09	2.774e-06	1.926e-08	1.148e-11	0.0003033	1.372e-06	3.102e-11	2.155e-17	1.376e-12	5.234e-15	2.568e-10	2.421e-17	6.268e-15	2.098e-09	4.415e-12	2.365e-18	6.703e-11	1.177e-09	4.2e-10
2:177552902-177553002	1.847e-09	2.411e-10	3.677e-11	5.09e-10	5.678e-10	1.126e-11	4.895e-12	2.787e-15	3.236e-11	6.828e-15	3.138e-07	1.157e-17	7.508e-13	3.354e-10	1.099e-11	1.647e-13	4.89e-15	4.344e-12	8.217e-13
16:25107073-25107173	3.034e-06	0.003783	2.338e-09	9.123e-11	1.155e-11	0.000901	1.533e-14	1.294e-16	4.519e-11	8.122e-15	1.157e-06	7.81e-22	3.123e-15	3.362e-09	4.56e-12	1.318e-15	3.9e-10	3.339e-12	0.000322
17:50707772-50707872	6.452e-11	9.258e-05	4.387e-08	8.124e-15	4.853e-10	4.405e-05	5.2e-17	6.621e-18	3.042e-14	3.622e-18	5.98e-10	1.362e-22	2.224e-16	2.51e-09	1.038e-13	7.82e-17	8.615e-15	6.245e-13	3.301e-06
1:16440679-16440779	9.659e-10	0.0004375	2.419e-12	6.045e-14	1.321e-08	0.0009013	3.172e-14	5.096e-17	6.037e-14	4.012e-19	2.347e-11	3.736e-17	3.51e-17	5.337e-10	2.157e-13	4.7e-13	6.486e-16	5.386e-09	1.191e-06
15:28968839-28968939	6.613e-06	1.123e-13	6.018e-13	1.436e-08	1.287e-14	1.259e-11	1.076e-10	7.97e-07	4.248e-05	1.425e-23	7.943e-13	2.138e-15	2.45e-12	3.323e-10	4.215e-12	5.578e-21	1.75e-19	2.348e-08	5.357e-14
5:95962283-95962383	2.904e-08	3.036e-05	4.401e-10	3.804e-08	7.889e-13	1.333e-07	6.746e-13	3.018e-11	4.42e-09	1.565e-08	0.001811	1.421e-16	1.31e-09	4.005e-08	3.405e-09	3.597e-18	1.153e-14	7.936e-09	1.333e-11
20:35954505-35954605	2.641e-09	0.002769	3.092e-08	5.028e-14	1.203e-05	1.264e-05	2.845e-13	5.42e-19	1.586e-13	6.774e-21	7.622e-10	1.748e-16	3.399e-14	3.737e-08	3.321e-09	3.726e-14	2.465e-09	2.109e-12	1.796e-07
4:82374078-82374178	1.252e-11	0.0005081	1.686e-08	1.509e-08	1.213e-10	0.003852	3.848e-16	1.047e-13	1.56e-11	3.213e-16	1.511e-06	1.99e-19	1.979e-17	2.907e-09	1.232e-12	1.559e-16	9.407e-17	1.904e-11	1.846e-07
12:57905434-57905534	1.014e-08	7.333e-10	0.001248	1.94e-09	4.898e-05	4.862e-12	5.251e-12	3.266e-14	1.793e-09	1.767e-19	2.342e-08	8.392e-19	4.125e-13	4.654e-08	1.269e-13	2.639e-16	1.389e-10	3.699e-10	7.451e-14
5:69369520-69369620	1.635e-11	0.000192	0.00401	1.803e-12	5.998e-11	4.919e-06	1.571e-17	7.137e-13	4.476e-11	2.218e-13	0.0002711	5.752e-23	6.598e-14	0.0003641	6.974e-14	3.581e-17	9.307e-05	4.654e-14	8.506e-09
11:123062705-123062805	5.246e-11	6.824e-10	1.134e-09	3.371e-10	1.877e-12	1.474e-10	1.643e-10	8.124e-16	4.5e-12	1.949e-21	2.04e-10	6.083e-16	5.403e-15	2.055e-07	2.508e-13	5.165e-18	1.013e-12	1.867e-12	2.085e-09
19:16197601-16197701	2.896e-11	7.263e-08	8.827e-08	2.798e-16	7.881e-11	8.149e-11	1.379e-18	2.891e-21	2.615e-13	8.897e-24	3.801e-12	1.166e-23	5.704e-12	4.756e-07	3.797e-14	7.971e-20	2.965e-11	1.849e-10	6.765e-09
10:103678376-103678476	1.336e-10	4.305e-09	2.213e-11	5.258e-14	2.054e-12	5.15e-11	3.515e-14	1.248e-13	1.604e-11	1.992e-20	8.825e-09	1.338e-20	1.156e-07	5.079e-10	3.463e-12	9.15e-14	6.773e-14	2.245e-12	4.215e-10
19:39412485-39412585	1.041e-09	1.244e-05	2.153e-11	7.78e-12	4.327e-09	4.919e-06	4.315e-14	6.079e-16	6.536e-11	1.815e-17	2.596e-09	2.373e-17	8.427e-10	2.767e-09	8.011e-11	1.545e-16	4.814e-14	7.246e-15	1.136e-10
10:79151810-79151910	3.117e-05	1.026e-08	9.171e-06	3.717e-09	3.743e-10	1.183e-09	0.0005073	4.451e-10	2.85e-10	2.963e-21	1.7e-09	3.832e-05	2.939e-07	8.026e-08	4.11e-06	5.65e-17	7.766e-10	1.729e-12	1.897e-10
5:40835145-40835245	1.187e-08	0.0008986	6.69e-09	8.439e-11	5.483e-13	6.634e-05	4.783e-11	7.467e-13	3.749e-10	2.027e-22	6.391e-10	4.716e-14	1.101e-11	2.665e-09	1.656e-10	1.162e-15	3.56e-15	2.875e-08	1.216e-10
5:138465458-138465558	2.412e-11	1.123e-08	5.168e-08	3.124e-13	6.203e-14	2.805e-09	1.407e-13	2.326e-21	4.088e-15	1.431e-21	3.053e-11	1.104e-16	6.854e-18	1.894e-09	2.191e-14	4.09e-18	3.88e-15	1.616e-16	0.0003246
1:173714785-173714885	4.925e-10	0.001379	5.012e-10	8.017e-11	2.262e-08	0.0003021	3.266e-11	4.997e-06	1.56e-06	2.345e-20	1.766e-08	5.285e-17	2.554e-10	1.02e-06	9.939e-09	3.303e-19	6.927e-11	1.378e-15	1.284e-06
10:73997827-73997927	7.519e-12	1.224e-08	2.233e-08	5.834e-13	3.113e-13	3.809e-09	3.509e-10	2.123e-16	1.095e-12	3.652e-18	7.855e-11	4.66e-17	5.976e-10	1.326e-10	6.209e-13	1.056e-16	8.179e-17	5.425e-11	1.123e-10
17:73232252-73232352	2.706e-09	0.001377	1.661e-10	1.079e-12	0.0001316	0.000901	2.024e-16	4.967e-16	6.566e-12	4.443e-19	3.508e-10	4.172e-23	4.448e-15	7.568e-09	2.18e-12	1.191e-16	2.234e-10	1.286e-09	6.003e-06
18:50281477-50281577	2.148e-11	0.0007201	4.027e-09	6.546e-12	4.657e-12	0.004073	3.408e-10	5.949e-16	8.07e-11	1.765e-17	3.145e-10	1.827e-13	5.038e-08	4.562e-11	1.525e-10	1.925e-17	4.748e-16	3.309e-16	1.571e-08
16:28211970-28212070	5.548e-11	7.601e-09	1.067e-11	1.117e-12	1.249e-09	2.241e-08	1.915e-15	1.325e-15	3.686e-13	3.597e-21	1.89e-11	6.54e-20	7.438e-16	8.089e-11	8.418e-15	1.233e-17	8.08e-16	7.712e-14	8.673e-11
16:84187064-84187164	6.466e-11	1.798e-05	7.948e-09	3.04e-14	4.16e-07	9.676e-07	3.049e-14	5.704e-21	2.074e-14	1.891e-17	3.71e-09	2.191e-18	4.855e-14	8.679e-10	3.95e-12	1.068e-17	4.042e-14	5.875e-15	4.033e-09
22:39532763-39532863	2.479e-10	0.00072	2.61e-09	1.737e-13	4.73e-12	7.823e-06	3.564e-16	2.651e-12	1.279e-11	1.725e-17	4.586e-10	4.429e-23	8.133e-15	1.597e-10	4.793e-14	9.753e-18	9.521e-13	1.937e-07	1.739e-11
8:22669072-22669172	1.797e-05	0.004269	5.469e-11	7.326e-07	1.519e-10	0.0002975	3.285e-11	1.485e-15	1.668e-11	8.304e-23	6.264e-11	2.576e-17	1.763e-10	1.894e-09	1.641e-11	3.166e-18	4.866e-15	3.151e-13	6.77e-12
21:38831755-38831855	0.0001811	2.693e-11	2.853e-11	2.278e-09	4.394e-13	8.829e-13	2.625e-06	1.538e-12	7.855e-10	2.247e-15	0.0001079	1.21e-06	1.023e-07	3.027e-10	1.441e-11	2.572e-14	2.273e-12	1.675e-09	1.234e-12
14:74881787-74881887	8.09e-13	3.639e-11	5.613e-11	1.731e-15	5.978e-10	4.386e-11	1.723e-12	9.151e-18	7.633e-14	4.173e-22	4.225e-12	6.554e-19	1.48e-18	4.617e-10	4.278e-14	1.614e-17	2.435e-13	1.066e-14	5.626e-11
8:142669963-142670063	2.496e-09	0.001377	9.957e-12	7.465e-13	3.014e-12	0.0001063	5.038e-08	1.695e-16	1.442e-12	3.627e-15	1.344e-09	5.083e-10	9.972e-07	4.899e-09	1.214e-06	6.986e-18	4.426e-15	1.267e-11	1.629e-11
12:3117430-3117530	1.737e-11	2.038e-06	3.074e-08	6.865e-09	3.757e-10	1.255e-07	1.075e-13	2.249e-13	4.339e-10	8.53e-18	2.321e-08	2.144e-17	1.219e-07	3.502e-07	2.184e-13	2.608e-13	3.316e-12	1.382e-13	6.948e-11
17:7239761-7239861	1.142e-11	1.747e-07	5.303e-11	2.889e-13	4.192e-12	1.644e-10	1.7e-13	5.251e-13	1.4e-10	4.263e-19	2.286e-08	5.104e-17	2.854e-11	2.448e-09	1.105e-11	1.706e-18	4.027e-16	5.112e-07	1.469e-11
2:99181000-99181100	1.697e-07	0.001404	4.432e-06	6.186e-14	5.104e-13	6.326e-06	1.785e-15	6.01e-13	7.218e-11	1.641e-15	6.703e-10	7.1e-19	1.032e-12	9.304e-06	5.61e-13	1.122e-17	0.0007531	2.204e-11	5.368e-11
6:33271871-33271971	3.607e-10	0.000751	1.583e-10	2.377e-09	1.18e-13	0.003852	1.11e-12	3.217e-10	1.071e-07	1.266e-17	1.128e-08	6.716e-18	1.632e-13	8.925e-11	1.169e-12	7.925e-18	3.829e-14	1.064e-09	4.332e-11
12:13101172-13101272	3.706e-08	2.898e-06	1.514e-10	3.871e-10	3.496e-08	7.538e-08	3.832e-05	7.706e-18	8.78e-13	1.03e-18	5.051e-10	7.658e-22	8.393e-09	8.164e-09	7.133e-12	1.031e-13	1.2e-14	6.093e-08	3.274e-08
12:108731625-108731725	2.862e-10	0.005495	1.002e-07	4.15e-14	5.605e-10	0.000297	1.467e-15	9.419e-19	6.372e-14	1.189e-18	4.693e-11	6.607e-19	1.139e-16	1.086e-06	8.657e-15	1.037e-18	7.283e-12	6.212e-14	9.739e-10
3:51942169-51942269	1.157e-09	8.523e-10	6.299e-06	4.226e-11	0.0003883	9.305e-13	2.452e-15	1.387e-15	6.039e-11	3.041e-17	5.334e-08	6.479e-21	5.416e-18	4.4e-07	3.608e-13	5.22e-16	1.571e-09	4.014e-11	1.793e-09
14:35122079-35122179	1.622e-08	8.81e-06	6.091e-13	1.154e-10	7.629e-13	7.279e-06	5.032e-14	4.047e-12	1.089e-09	1.223e-15	9.819e-10	6.181e-18	6.913e-13	5.855e-09	3.521e-10	9.517e-13	1.863e-18	2.348e-12	3.199e-09
2:197434988-197435088	1.717e-09	5.724e-05	5.423e-12	1.89e-11	2.48e-12	4.413e-05	2.111e-12	1.46e-10	5.945e-10	1.236e-19	3.788e-10	6.734e-20	4.54e-10	4.161e-10	2.307e-14	5.216e-15	6.453e-16	0.0004024	2.09e-11
1:53196742-53196842	1.94e-11	0.005522	1.485e-09	4.242e-12	4.023e-09	0.0009015	4.99e-06	2.13e-17	1.634e-13	1.56e-17	4.99e-09	9.113e-11	2.154e-13	1.184e-10	5.559e-10	1.684e-16	2.187e-13	3.463e-13	4.095e-12
17:46923025-46923125	1.898e-11	0.0003776	2.552e-06	2.782e-08	5.692e-08	0.0003416	8.622e-16	9.155e-18	3.519e-13	2.838e-19	6.2e-09	1.294e-19	7.712e-17	1.466e-06	6.903e-15	2.118e-17	5.029e-13	4.548e-14	2.778e-08
3:57556122-57556222	2.085e-09	3.764e-08	1.865e-07	6.666e-11	2.354e-11	1.31e-10	2.149e-10	4.321e-10	7.298e-08	1.722e-19	3.343e-09	2.809e-13	3.69e-10	1.084e-05	4.198e-11	9.522e-18	5.073e-12	9.448e-14	1.295e-09
12:112418800-112418900	6.347e-09	6.873e-07	1.936e-10	7.314e-17	1.632e-10	2.082e-06	1.121e-15	2.764e-17	1.351e-12	8.314e-22	2.069e-12	1.2e-20	2.044e-14	1.573e-12	1.669e-12	4.59e-19	5.022e-17	4.783e-08	2.278e-10
19:47256443-47256543	3.034e-06	0.004061	2.862e-05	1.266e-10	1.751e-10	0.003853	7.714e-11	9.189e-11	1.446e-08	3.543e-21	1.228e-10	9.166e-15	3.411e-16	0.001577	2.282e-11	5.946e-18	2.698e-06	3.927e-11	3.943e-09
8:41578197-41578297	4.311e-11	3.746e-09	5.758e-10	2.826e-13	4.478e-10	4.443e-12	1.662e-10	2.206e-18	6.78e-14	5.811e-20	6.434e-10	1.87e-13	1.946e-14	2.005e-08	4.792e-12	9.404e-17	2.202e-15	5.438e-14	1.144e-06
12:48716788-48716888	1.027e-08	0.001378	1.294e-11	5.16e-12	2.309e-11	0.000297	4.84e-14	4.455e-12	4.78e-08	2.124e-16	2.383e-06	1.654e-19	2.705e-13	8.105e-11	5.402e-13	1.391e-17	2.127e-14	3.022e-13	1.79e-09
20:44475832-44475932	1.135e-06	0.003783	1.945e-08	5.76e-15	3.462e-11	0.000901	5.062e-15	2.556e-17	9.27e-13	2.777e-20	2.107e-09	1.672e-18	8.998e-13	4.746e-09	1.942e-11	2.74e-16	6.038e-17	8.997e-16	1.888e-07
18:3261892-3261992	1.449e-11	6.402e-08	6.701e-11	2.867e-11	7.596e-13	5.169e-08	2.105e-12	8.516e-16	1.097e-12	1.418e-19	7.22e-11	1.43e-17	4.399e-17	4.894e-08	3.45e-14	2.66e-16	5.342e-12	2.097e-11	1.41e-08
17:39199977-39200077	2.201e-08	0.0006583	5.787e-05	3.625e-07	1.456e-12	0.003852	5.364e-14	1.133e-14	6.267e-11	1.381e-23	2.188e-09	3.355e-17	9.977e-09	0.004333	4.057e-10	1.68e-19	0.0004167	6.527e-14	3.999e-10
10:100229589-100229689	3.035e-06	0.003783	1.344e-08	2.976e-09	1.03e-12	0.003852	1.859e-06	3.467e-12	4.226e-10	3.355e-19	3.75e-08	1.226e-09	6.115e-17	6.229e-09	3.348e-13	2.127e-14	3.192e-16	1.043e-10	0.002175
5:72326385-72326485	3.669e-08	7.254e-10	3.999e-09	1.22e-11	3.883e-08	2.971e-11	8.494e-14	1.637e-13	4.937e-11	6.353e-21	8.624e-08	1.173e-15	6.414e-06	2.301e-08	4.783e-12	1.413e-14	1.42e-09	7.745e-09	1.204e-11
3:195701496-195701596	3.583e-12	2.895e-08	4.816e-11	2.642e-13	7.438e-12	1.227e-11	4.561e-13	2.381e-11	5.095e-09	3.971e-18	7.706e-08	8.065e-18	2.729e-09	1.417e-06	4.777e-11	5.515e-18	1.662e-06	1.834e-12	5.84e-13
10:7818335-7818435	2.222e-11	0.002407	8.256e-07	6.433e-15	3.62e-09	5.756e-05	8.265e-12	2.171e-21	3.361e-14	5.761e-22	2.333e-09	9.869e-17	4.504e-18	1.312e-07	6.118e-12	3.567e-18	5e-13	2.496e-13	1.348e-09
10:31947757-31947857	1.237e-09	2.663e-08	2.749e-11	3.315e-06	0.00185	2.263e-07	2.414e-10	5.293e-05	7.629e-06	1.876e-20	7.79e-09	4.403e-16	9.834e-07	4.791e-08	6.794e-08	1.593e-20	6.878e-11	3.193e-06	2.66e-13
19:55216484-55216584	2.671e-10	1.312e-06	1.795e-07	2.631e-12	5.083e-13	5.348e-08	1.763e-09	1.371e-11	1.906e-08	3.705e-20	1.651e-09	1.398e-12	1.246e-12	3.492e-08	9.609e-11	1.641e-16	2.209e-11	2.422e-09	5.719e-09
5:173888235-173888335	1.089e-10	0.00053	7.464e-12	1.155e-12	1.336e-11	0.003855	1.956e-12	4.37e-13	5.174e-12	4.166e-19	1.015e-10	4.782e-16	2.076e-07	6.59e-09	5.784e-12	4.754e-16	1.584e-11	1.813e-11	2.62e-11
2:152175837-152175937	2.829e-08	3.889e-09	1.698e-10	2.548e-11	6.614e-11	3.381e-11	1.82e-11	2.242e-20	1.316e-14	2.783e-16	1.193e-05	1.188e-17	1.261e-15	4.849e-09	2.463e-13	1.545e-14	2.901e-10	6.225e-11	3.171e-09
10:96587059-96587159	0.002489	0.003757	1.922e-05	7.817e-15	2.529e-11	0.000901	1.498e-11	8.537e-21	7.326e-15	2.436e-22	7.367e-12	8.022e-17	3.489e-12	4.194e-06	1.423e-13	1.67e-16	1.715e-09	2.232e-13	4.652e-07
11:65477789-65477889	8.757e-07	7.425e-10	4.266e-13	1.9e-12	1.247e-11	6.127e-13	2.7e-15	2.455e-17	2.937e-12	4.216e-16	6.228e-09	5.996e-18	1.055e-15	3.158e-13	1.652e-13	3.922e-20	5.385e-16	1.176e-10	6.807e-14
22:38681861-38681961	2.197e-12	8.328e-06	2.108e-08	1.809e-14	4.737e-10	1.427e-08	3.174e-17	1.677e-17	2.373e-13	4.688e-17	1.223e-07	4.701e-24	2.298e-13	3.14e-09	2.994e-13	1.107e-11	4.427e-12	1.854e-12	8.1e-08
19:12610585-12610685	5.236e-11	4.81e-09	1.724e-09	3.093e-11	2.034e-07	8.064e-10	2.073e-15	7.143e-14	5.856e-11	1.834e-13	2.228e-07	1.891e-18	1.68e-14	1.446e-06	2.207e-10	8.659e-15	1.485e-10	2.088e-11	1.637e-08
18:35497897-35497997	1.004e-08	9.902e-06	1.21e-08	2.889e-12	3.531e-11	5.554e-06	8.735e-17	1.473e-17	1.222e-11	2.471e-14	9.996e-07	2.684e-21	5.418e-12	1.854e-09	2.901e-14	8.221e-14	9.194e-15	5.191e-09	2.728e-09
14:101947952-101948052	1.479e-11	4.562e-09	6.8e-12	5.02e-10	1.129e-12	7.72e-10	5.189e-13	1.672e-13	5.907e-11	4.075e-16	2.444e-08	5.638e-18	4.551e-14	3.361e-10	7.979e-12	2.057e-13	2.576e-14	4.805e-13	5.444e-10
16:1706043-1706143	3.203e-05	0.001398	7.06e-09	2.253e-08	0.0001436	5.756e-05	2.024e-13	1.228e-19	2.429e-13	8.816e-17	3.404e-07	1.489e-17	2.394e-17	1.905e-08	3.516e-12	2.725e-18	6.01e-12	3.103e-13	2.187e-07
2:150466356-150466456	4.04e-11	9.812e-13	2.021e-09	7.186e-10	2.361e-15	2.323e-11	3.877e-15	5.782e-11	3.925e-09	2.995e-23	2.08e-11	9.522e-20	8.514e-14	3.491e-07	3.592e-12	2.662e-19	2.102e-11	2.301e-12	3.344e-14
6:17600087-17600187	1.823e-07	3.042e-10	2.929e-08	8.291e-12	1.249e-11	2.834e-12	2.729e-13	1.21e-12	2.985e-10	2.217e-17	1.086e-08	1.748e-17	4.308e-13	1.634e-07	1.489e-11	3.935e-18	3.489e-14	5.384e-11	2.067e-09
12:56118115-56118215	1.867e-07	2.007e-07	1.527e-07	1.651e-10	1.276e-13	9.148e-08	1.199e-11	8.356e-15	5.173e-11	5.461e-17	3.982e-11	5.233e-17	1.216e-08	1.442e-06	9.071e-11	2.259e-18	1.346e-10	2.213e-09	7.156e-10
5:143064431-143064531	8.45e-11	8.067e-05	1.516e-13	7.742e-11	1.058e-11	9.85e-09	1.074e-08	7.714e-12	3.093e-10	2.244e-18	4.606e-10	7.364e-10	1.134e-11	2.449e-11	4.543e-11	4.075e-17	2.461e-16	2.799e-11	1.218e-12
3:113175232-113175332	5.95e-10	1.389e-06	3.256e-11	6.968e-05	8.19e-15	8.502e-08	5.215e-12	0.0001528	0.0001058	5.019e-18	1.498e-07	5.307e-16	1.259e-09	1.524e-10	2.473e-09	4.201e-18	3.005e-13	4.244e-11	1.087e-13
19:37172718-37172818	1.592e-09	3.358e-08	4.623e-09	2.331e-09	1.571e-10	1.565e-12	5.184e-11	2.486e-05	2.8e-05	5.879e-16	6.576e-09	7.568e-16	5.415e-13	9.209e-08	1.149e-11	6.509e-18	1.039e-11	6.346e-09	7.535e-13
12:132828880-132828980	1.678e-07	2.058e-05	5.693e-06	1.285e-11	9.371e-10	1.685e-07	5.62e-16	8.944e-17	2.412e-11	4.587e-18	2.62e-08	5.571e-19	1.439e-15	2.962e-06	3.128e-14	2.923e-14	2.531e-10	3.441e-12	6.191e-08
6:31542018-31542118	2.691e-12	2.038e-05	9.629e-10	3.486e-10	8.306e-12	7.212e-06	3.156e-15	3.537e-16	6.23e-11	7.733e-19	7.282e-08	5.778e-19	7.991e-14	2.662e-10	1.911e-12	5.124e-15	2.513e-15	3.488e-09	1.662e-09
16:89657717-89657817	5.791e-05	5.937e-10	2.559e-06	8.347e-11	7.562e-11	3.492e-10	3.793e-07	2.574e-16	1.923e-11	6.224e-19	3.268e-12	3.321e-10	2.696e-15	2.703e-07	2.979e-10	2.106e-13	2.534e-12	3.394e-06	0.002766
3:149658569-149658669	1.221e-09	7.225e-10	2.567e-09	3.214e-12	6.923e-11	1.097e-10	7.543e-11	1.68e-10	2.746e-08	2.158e-22	2.938e-10	1.764e-15	3.064e-09	2.191e-09	1.395e-12	1.371e-16	4.222e-09	3.285e-07	1.823e-08
11:116772968-116773068	7.822e-08	0.005495	1.904e-10	3.546e-10	5.276e-13	0.000901	2.609e-10	1.02e-13	5.598e-11	6.29e-15	5.049e-07	1.92e-15	8.878e-15	4.781e-09	1.201e-10	3.753e-15	1.678e-10	7.132e-10	1.193e-10
4:121690881-121690981	9.35e-11	4.624e-09	1.314e-09	7.283e-09	1.168e-12	7.514e-08	2.067e-05	1.97e-08	6.951e-08	1.935e-18	1.552e-08	1.653e-06	6.509e-12	1.694e-08	1.844e-08	1.403e-14	4.132e-11	1.327e-11	4.553e-12
2:55519532-55519632	9.199e-10	0.003783	1.255e-10	2.659e-09	5.752e-12	0.0001063	4.188e-17	1.448e-11	5.943e-10	1.021e-17	3.935e-09	5.385e-23	2.194e-13	6.361e-09	1.866e-13	1.462e-15	4.286e-11	7.055e-15	9.172e-12
5:143404194-143404294	1.776e-07	1.457e-06	3.16e-08	6.781e-09	2.954e-10	7.326e-10	1.532e-08	3.303e-15	1.01e-12	7.16e-19	7.97e-11	1.355e-10	7.038e-18	4.214e-10	9.108e-11	3.213e-18	1.434e-15	6.33e-12	1.351e-08
6:31651899-31651999	1.063e-08	2.896e-08	1.102e-09	3.993e-10	3.741e-10	4.689e-09	2.906e-13	2.055e-16	1.077e-11	5.319e-19	3.011e-05	3.227e-13	2.564e-11	1.481e-09	4.866e-13	1.043e-14	9.524e-11	1.393e-11	5.859e-11
8:140464694-140464794	3.033e-06	0.003784	1.628e-06	6.711e-10	1.17e-11	0.003852	3.661e-07	2.543e-15	2.151e-11	2.139e-18	1.646e-07	2.873e-10	2.604e-09	4.62e-07	6.821e-11	9.881e-17	3.381e-12	2.703e-12	6.181e-07
19:8580876-8580976	3.028e-09	0.000208	6.269e-10	1.439e-09	0.01213	7.279e-06	3.093e-16	6.319e-14	1.956e-11	1.455e-14	3.029e-06	7.271e-23	8.178e-13	2.758e-08	7.03e-14	2.92e-16	2.015e-11	3.668e-10	4.49e-08
16:30355333-30355433	1.799e-05	1.06e-05	3.313e-11	2.023e-10	3.583e-12	7.279e-06	4.014e-15	1.29e-16	1.214e-11	1.273e-17	5.527e-10	3.092e-19	2.663e-16	2.367e-10	2.644e-13	6.556e-18	1.468e-16	6.868e-12	1.67e-08
