SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
6:139309305-139309405	3.376e-10	2.673e-10	4.229e-11	2.158e-07	8.8e-13	3.83e-13	4.57e-15	1.453e-05	5.226e-06	1.734e-22	8.441e-10	8.106e-18	3.047e-13	7.421e-11	2.577e-12	5.609e-21	5.575e-17	3.51e-12	1.382e-11
4:184899561-184899661	4.447e-13	3.196e-08	1.397e-08	1.639e-09	1.942e-11	1.439e-09	1.364e-11	7.526e-07	1.299e-06	4.541e-14	1.407e-05	2.752e-15	1.615e-11	1.25e-06	8.391e-11	9.633e-15	2.46e-06	1.989e-12	4.001e-10
12:68332696-68332796	1.043e-09	1.584e-10	9.863e-10	1.258e-09	2.68e-13	8.26e-13	7.258e-13	5.053e-11	6.836e-10	5.241e-08	5.519e-05	3.406e-17	1.304e-10	5.458e-07	4.551e-11	6.083e-18	5.308e-07	7.32e-13	7.02e-13
6:31862949-31863049	5.89e-09	3.136e-06	1.804e-05	1.092e-13	3.614e-12	7.187e-08	1.08e-13	1.886e-14	2.974e-13	2.022e-13	3.66e-09	1.225e-22	7.866e-14	8.509e-06	8.701e-14	3.254e-17	2.089e-09	2.941e-13	5.872e-10
9:94996207-94996307	1.444e-10	2.464e-08	2.989e-12	9.843e-11	5.221e-13	8.718e-12	3.504e-14	4.341e-05	2.627e-05	1.839e-22	7.427e-12	2.547e-18	1.035e-12	8.825e-10	3.776e-12	6.87e-18	1.947e-14	8.959e-10	2.104e-14
3:187288775-187288875	1.191e-09	5.326e-08	2.155e-09	8.949e-11	2.909e-11	4.523e-11	5.715e-15	4.512e-16	1.253e-11	1.306e-16	3.573e-08	7.174e-19	1.095e-12	1.6e-05	2.596e-13	2.049e-17	3.885e-09	6.204e-11	1.501e-08
1:159594664-159594764	3.327e-10	1.754e-10	9.197e-11	1.101e-06	3.435e-13	1.309e-12	4.309e-10	1.91e-09	2.966e-07	1.015e-19	2.139e-09	2.587e-11	2.564e-11	2.69e-08	1.354e-12	3.276e-19	4.767e-12	1.196e-09	1.823e-10
2:22930363-22930463	1.318e-08	6.873e-08	3.629e-09	2.463e-10	5.476e-11	1.567e-10	2.626e-11	2.504e-09	2.652e-07	2.097e-19	2.611e-10	9.326e-15	7.187e-06	9.887e-10	1.355e-08	6.146e-17	9.086e-13	6.651e-10	2.506e-09
14:68936054-68936154	1.825e-10	4.164e-10	3.355e-11	1.614e-09	1.739e-15	1.329e-11	6.717e-16	4.255e-09	3.611e-07	3.061e-24	8.472e-12	1.216e-21	8.59e-18	9.442e-11	1.768e-13	8.595e-24	3.47e-16	1e-13	3.15e-12
8:30605222-30605322	2.353e-06	6.054e-12	2.62e-13	3.843e-11	4.491e-14	2.155e-12	1.223e-13	7.497e-07	1.057e-06	3.92e-17	6.674e-09	2.945e-17	1.509e-13	8.934e-11	1.387e-10	4.886e-20	8.094e-17	3.081e-10	1.767e-12
10:99430740-99430840	1.284e-08	1.196e-07	7.078e-11	1.11e-05	2.477e-12	1.508e-10	2.539e-09	1.753e-11	2.103e-07	4.756e-17	2.771e-08	4.684e-17	5.804e-14	6.145e-10	1.856e-10	1.512e-16	3.839e-11	2.374e-12	7.163e-11
2:197515277-197515377	3.267e-10	6.983e-08	1.019e-09	3.205e-09	3.704e-11	8.284e-10	5.108e-15	3.119e-14	6.402e-10	7.563e-18	3.473e-08	1.668e-17	6.338e-14	3.257e-06	8.633e-14	3.672e-19	1.409e-07	1.828e-12	4.269e-12
17:42773802-42773902	4.208e-06	4.131e-09	1.733e-10	2.246e-10	1.752e-12	7.377e-12	3.18e-14	3.921e-11	2.1e-08	4.623e-18	4.882e-11	1.04e-19	4.908e-11	5.33e-10	7.831e-11	1.329e-16	8.803e-12	1.297e-09	8.301e-09
4:154590869-154590969	1.77e-10	4.707e-08	2.786e-09	1.641e-05	1.949e-13	1.904e-07	8.139e-13	1.535e-08	6.049e-07	7.123e-19	1.538e-07	7.365e-18	2.196e-08	7.052e-09	6.485e-12	3.306e-15	2.655e-10	3.685e-15	3.183e-13
9:128098869-128098969	1.865e-05	2.995e-08	0.0005885	5.177e-11	4.365e-14	5.998e-10	1.683e-11	2.666e-10	8.284e-11	1.051e-16	1.163e-08	1.911e-11	1.557e-13	0.0005124	2.827e-11	2.718e-19	0.0003698	4.018e-09	3.049e-09
18:21600197-21600297	3.27e-09	2.903e-08	3.247e-10	4.306e-15	1.466e-07	1.601e-09	6.399e-15	1.881e-17	1.216e-12	2.971e-21	1.912e-11	6.553e-23	9.663e-12	1.05e-09	3.52e-13	1.257e-16	6.662e-12	2.587e-08	2.33e-10
3:32186382-32186482	1.058e-09	5.661e-11	3.448e-10	3.187e-14	2.705e-14	1.928e-12	4.236e-15	4.002e-19	1.788e-13	1.577e-20	1.576e-07	2.85e-17	5.4e-12	6.016e-09	2.177e-12	2.796e-19	4.609e-13	5.318e-15	1.093e-13
1:24643036-24643136	1.305e-09	9.002e-10	5.561e-10	1.201e-12	6.712e-10	2.661e-11	1.844e-16	6.162e-18	1.472e-12	3.199e-18	4.286e-09	2.296e-21	1.581e-12	2.972e-10	4.081e-14	4.685e-17	1.182e-12	2.847e-11	2.153e-12
10:99304953-99305053	7.144e-11	6.648e-20	3.866e-18	8.513e-16	6.712e-10	3.741e-19	2.755e-15	1.826e-10	1.234e-08	5.686e-26	1.879e-13	3.387e-17	2.638e-17	8.317e-17	1.981e-15	4.685e-17	1.84e-29	1.532e-18	4.786e-18
16:10827673-10827773	1.668e-10	1.84e-08	1.265e-13	2.143e-12	7.263e-13	5.608e-09	1.061e-13	3.998e-12	2.876e-09	2.357e-12	2.485e-06	7.816e-19	3.794e-14	5.166e-12	5.004e-12	4.989e-12	2.701e-16	5.673e-11	4.638e-12
7:37414730-37414830	2.041e-09	1.221e-10	5.338e-11	2.181e-07	2.578e-15	1.25e-12	8.074e-12	3.782e-15	4.859e-12	4.889e-13	3.178e-09	1.372e-17	1.933e-17	1.046e-08	3.974e-13	3.362e-20	5.631e-15	3.104e-13	3.512e-13
2:99337176-99337276	1.749e-09	5.778e-07	3.772e-07	3.322e-11	3.027e-08	8.75e-09	2.337e-15	1.122e-11	3.354e-10	2.769e-16	5.812e-07	1.247e-18	2.704e-16	3.087e-06	8.676e-13	2.456e-17	1.352e-11	8.167e-13	1.709e-07
3:126356248-126356348	1.239e-06	3.216e-09	5.754e-11	5.34e-07	1.022e-11	2.742e-11	1.111e-14	3.031e-05	0.0001153	4.885e-19	6.681e-08	5.527e-18	5.933e-11	1.333e-06	5.938e-13	1.673e-17	6.879e-05	1.57e-13	9.516e-12
1:208253125-208253225	9.124e-10	2.522e-09	4.252e-12	2.557e-12	4.331e-15	1.136e-10	1.938e-13	7.637e-15	1.391e-09	8.794e-22	1.026e-09	2.701e-17	3.356e-09	6.204e-11	8.104e-10	4.854e-19	7.528e-16	1.449e-11	2.211e-11
5:96936075-96936175	3.667e-10	7.494e-10	5.546e-09	1.436e-11	1.326e-12	2.115e-09	2.727e-10	9.431e-15	6.7e-12	1.353e-18	2.793e-10	3.059e-11	1.926e-08	1.836e-10	3.783e-11	8.207e-19	1.507e-10	1.215e-05	4.977e-10
11:126283565-126283665	2.957e-07	6.214e-12	3.327e-07	5.486e-06	6.479e-12	6.601e-12	5.418e-13	5.809e-15	1.283e-11	3.123e-14	4.012e-07	1.618e-13	8.841e-14	4.8e-07	5.435e-10	1.335e-14	5.897e-14	1.434e-14	1.309e-09
1:66270751-66270851	4.353e-10	2.101e-10	5.063e-14	4.198e-10	6.228e-14	7.221e-12	4.668e-14	2.285e-14	4.502e-09	1.528e-19	7.723e-09	5.365e-17	2.024e-09	1.214e-13	1.059e-12	5.024e-20	1.557e-21	6.782e-09	6.401e-14
3:129440117-129440217	1.125e-11	5.821e-09	2.924e-10	1.568e-13	1.427e-10	2.071e-11	4.84e-16	1.295e-16	2.079e-11	3.203e-18	1.034e-08	5.282e-18	3.086e-07	3.791e-08	1.268e-13	8.726e-20	2.272e-12	2.249e-09	9.361e-11
2:109691159-109691259	1.796e-08	9.562e-10	2.94e-09	1.438e-07	1.937e-11	1.615e-12	1.169e-13	2.249e-07	3.34e-07	9.884e-16	6.94e-10	3.785e-19	7.249e-10	2.853e-07	2.437e-13	3.5e-17	5.447e-13	6.753e-07	5.459e-11
10:99782806-99782906	1.401e-07	9.403e-11	5.289e-13	3.94e-08	7.123e-14	5.042e-12	2.79e-10	1.918e-12	5.42e-10	2.976e-19	3.107e-09	8.653e-12	7.127e-10	7.295e-11	6.254e-12	5.156e-18	2.591e-17	1.082e-10	1.493e-12
2:100214687-100214787	1.122e-12	5.094e-06	9.688e-10	1.108e-09	5.952e-10	5.699e-08	7.263e-14	1.179e-12	1.491e-10	4.264e-17	1.806e-10	1.592e-17	9.964e-09	1.051e-06	1.962e-11	1.935e-17	3.911e-11	2.358e-14	1.166e-08
7:135148741-135148841	4.043e-07	1.418e-12	8.997e-11	1.438e-09	9.067e-15	9.465e-15	2.979e-05	7.12e-13	3.835e-09	7.471e-20	2.565e-08	2.717e-06	3.502e-13	8.928e-08	2.128e-12	1.17e-17	1.915e-13	4.954e-10	1.235e-12
12:111434390-111434490	2.215e-10	9.206e-11	3.457e-09	5.001e-11	3.325e-15	8.363e-13	2.981e-10	0.002759	0.003231	8.55e-21	1.613e-09	2.052e-10	0.0001514	3.353e-08	8.37e-09	4.056e-19	1.477e-10	1.874e-12	1.361e-10
15:64071684-64071784	1.082e-09	2.832e-08	7.071e-11	6.38e-13	2.685e-10	2.178e-10	2.223e-08	6.44e-11	4.023e-08	7.419e-19	2.619e-06	7.062e-10	2.118e-12	6.33e-10	4.525e-11	2.915e-18	1.1e-16	1.337e-14	2.702e-13
18:62577217-62577317	0.0001662	1.786e-07	1.234e-11	3.62e-09	7.88e-14	1.666e-10	2.805e-12	1.499e-09	4.006e-07	1.496e-16	1.752e-09	6.397e-17	2.061e-13	1.995e-07	1.49e-10	1.071e-20	1.222e-11	7.074e-08	3.092e-13
3:154123381-154123481	2.447e-11	1.622e-10	5.599e-10	2.383e-13	1.208e-08	3.157e-13	7.609e-15	5.474e-07	1.29e-07	5.755e-16	1.484e-07	6.643e-19	2.385e-06	6.664e-09	1.696e-13	1.662e-14	4.586e-15	3.306e-10	6.618e-13
5:18179799-18179899	2.134e-09	8.516e-08	4.736e-07	1.23e-10	3.032e-14	1.206e-07	7.078e-11	0.0003733	0.0002123	1.522e-14	4.107e-07	5.978e-14	5.514e-06	4.753e-06	8.397e-10	1.021e-19	8.131e-11	2.375e-07	5.025e-13
8:11474507-11474607	2.035e-10	1.502e-10	2.737e-12	1.468e-11	2.956e-12	2.785e-12	5.423e-11	3.068e-06	5.048e-06	7.712e-20	4.689e-09	3.408e-13	4.092e-14	4.503e-10	3.628e-11	1.122e-13	2.97e-15	7.731e-11	2.349e-11
19:2169163-2169263	2.051e-07	9.879e-11	1.554e-10	3.294e-10	1.266e-08	6.186e-11	0.0008325	6.625e-16	1.158e-10	4.037e-14	0.000241	7.162e-05	1.133e-07	1.679e-11	2.617e-05	9.417e-13	1.725e-15	5.292e-14	6.169e-12
7:55075838-55075938	2.285e-11	3.721e-11	1.518e-12	1.853e-09	2.092e-12	1.191e-11	2.287e-13	5.977e-09	6.222e-07	3.705e-15	2.386e-06	5.391e-23	0.001235	7.714e-12	2.263e-12	6.789e-17	3.982e-16	5.128e-13	1.032e-12
6:158799671-158799771	4.648e-10	1.742e-09	3.264e-13	8.266e-10	7.758e-12	1.572e-13	1.291e-10	1.315e-09	1.712e-07	4.568e-18	6.539e-10	1.371e-16	1.432e-09	1.561e-11	3.436e-07	4.104e-18	1.82e-17	3.515e-11	2.577e-15
1:226002674-226002774	6.08e-07	1.274e-08	7.322e-09	3.155e-08	1.7e-09	4.586e-12	9.95e-09	7.631e-10	6.217e-08	1.994e-21	3.13e-09	2.41e-10	4.317e-09	6.885e-07	1.387e-08	1.618e-16	3.74e-12	8.153e-11	2.157e-13
14:93431263-93431363	2.634e-09	1.247e-09	4.758e-09	4.919e-07	1.296e-10	5.071e-12	5.753e-09	1.056e-15	1.412e-10	5.371e-21	2.157e-08	2.586e-10	8.852e-15	1.296e-10	3.868e-12	2.991e-20	3.81e-16	9.552e-08	6.137e-09
15:45635312-45635412	1.267e-10	6.703e-08	7.953e-10	1.228e-11	6.168e-12	9.383e-10	2.385e-11	1.194e-15	5.846e-12	1.176e-18	5.77e-09	1.033e-15	3.06e-10	3.312e-09	1.009e-10	3.841e-11	1.599e-15	1.38e-12	6.883e-07
3:26439128-26439228	1.711e-05	1.765e-08	5.104e-07	7.842e-05	1.391e-13	8.371e-10	5.59e-12	8.057e-11	5.527e-08	5.278e-18	2.572e-09	1.857e-14	9.282e-13	1.178e-05	7.755e-13	5.302e-17	1.094e-05	5.147e-11	2.474e-12
12:106193609-106193709	3.702e-09	1.984e-09	2.808e-10	9.816e-08	2.799e-14	1.664e-10	2.633e-07	3.378e-10	1.337e-07	5.855e-20	1.206e-09	1.221e-12	4.721e-14	1.331e-09	3.834e-11	5.78e-17	4.203e-09	5.213e-13	1.087e-09
5:140261350-140261450	1.064e-08	2.481e-12	2.599e-12	3.709e-10	1.273e-15	3.093e-12	1.27e-10	2.414e-06	6.326e-07	1.117e-15	1.48e-08	1.185e-15	5.718e-06	1.243e-10	2.418e-11	2.179e-19	1.047e-10	1.367e-13	1.827e-13
5:14016668-14016768	9.592e-06	2.511e-07	3.567e-11	2.129e-09	4.062e-11	7.278e-09	1.016e-10	5.099e-06	5.293e-06	4.42e-19	5.648e-10	2.385e-20	1.959e-11	2.41e-09	2.477e-09	3.579e-15	4.289e-10	1.419e-10	1.921e-13
2:130756543-130756643	4.07e-09	3.536e-08	1.745e-10	2.166e-12	2.444e-10	5.497e-09	5.8e-11	2.45e-06	4.725e-07	4.451e-21	1.14e-10	4.26e-16	2.081e-08	3.393e-10	1.532e-13	3.842e-13	1.856e-15	1.155e-11	8.266e-13
10:103856454-103856554	1.08e-10	2.558e-10	4.96e-10	7.808e-13	1.885e-11	7.568e-11	1.952e-11	2.672e-12	7.815e-13	1.343e-17	3.992e-06	7.617e-17	4.297e-12	3.139e-07	5.537e-10	1.543e-12	6.421e-10	2.328e-12	8.468e-10
19:50369068-50369168	4.097e-09	0.0002203	1.226e-12	7.275e-08	1.19e-13	4.462e-07	4.439e-12	3.695e-13	1.549e-10	1.113e-20	2.344e-11	1.193e-14	2.33e-08	1.682e-10	1.118e-10	6.903e-21	1.115e-15	1.766e-11	1.133e-11
2:207166122-207166222	1.593e-08	2.579e-09	1.985e-08	3.701e-10	1.165e-11	2.086e-11	3.647e-10	0.001034	0.0002506	1.015e-18	5.231e-09	1.214e-15	4.785e-12	5.385e-06	9.37e-12	6.378e-18	9.123e-10	2.081e-10	3.041e-08
21:34522011-34522111	2.161e-09	7.684e-10	1.426e-12	3.919e-12	2.639e-13	2.834e-11	4.427e-13	2.722e-11	4.938e-09	5.029e-13	1.248e-05	1.55e-16	7.031e-13	4.805e-12	2.691e-10	8.596e-14	6.419e-16	7.952e-14	1.793e-12
1:95384712-95384812	5.922e-10	3.691e-10	9.745e-07	5.82e-12	7.863e-12	4.654e-11	7.217e-09	3.619e-15	2.773e-11	1.267e-11	1.786e-06	4.58e-11	4.59e-06	1.752e-07	2.786e-12	0.0101	1.278e-10	1.713e-10	1.868e-12
11:34313366-34313466	6.807e-10	8.051e-12	1.77e-10	1.265e-10	6.217e-09	1.667e-12	6.414e-12	9.57e-15	2.559e-11	4.25e-20	1.934e-09	2.546e-18	4.068e-09	9.79e-07	6.399e-09	2.65e-15	9.21e-05	2.141e-12	1.837e-13
6:37819224-37819324	4.203e-10	2.336e-11	2.824e-10	7.858e-10	1.845e-11	5.375e-12	1.624e-10	2.007e-18	1.097e-12	4.941e-18	1.628e-07	5.263e-17	1.941e-11	1.187e-09	3.526e-13	6.779e-18	6.44e-16	7.315e-13	9.925e-10
7:12211676-12211776	3.406e-10	1.01e-07	2.546e-12	1.583e-09	1.182e-10	1.774e-10	5.738e-14	5.186e-13	1.802e-09	2.968e-15	1.712e-07	3.133e-17	4.081e-08	1.967e-10	1.435e-11	1.018e-10	3.355e-15	4.531e-10	8.9e-10
7:5425682-5425782	6.725e-11	1.701e-09	7.418e-12	8.296e-14	9.03e-14	1.612e-10	1.112e-13	8.752e-17	2.289e-11	6.091e-21	1.414e-10	1.916e-16	1.098e-15	1.551e-09	7.921e-11	6.854e-16	7.895e-16	5.451e-09	3.173e-11
1:234979058-234979158	2.064e-05	6.25e-09	2.147e-09	1.532e-08	7.059e-10	5.262e-11	6.238e-08	1.485e-05	1.085e-06	2.325e-16	2.367e-08	2.836e-09	5.122e-08	1.459e-08	1.886e-11	1.688e-18	1.437e-10	1.422e-11	2.865e-11
3:61637688-61637788	1.08e-08	9.873e-10	4.87e-10	2.346e-10	2.981e-12	1.619e-12	4.856e-09	2.044e-06	1.193e-06	7.135e-18	4.674e-07	1.307e-09	8.1e-14	1.235e-09	4.431e-12	6.61e-14	1.44e-12	9.158e-12	2.379e-10
16:72008872-72008972	9.328e-10	9.808e-06	2.503e-05	6.536e-14	1.315e-12	1.547e-07	4.491e-15	9.52e-12	3.39e-10	6.283e-19	2.219e-10	1.273e-20	3.685e-16	0.0002947	2.826e-12	1.848e-16	3.744e-11	6.22e-14	1.217e-08
1:18899783-18899883	4.101e-10	4.303e-08	2.151e-06	1.064e-12	2.167e-11	4.438e-12	1.933e-10	6.865e-12	5.149e-09	4.719e-21	4.151e-11	9.894e-15	1.211e-08	6.881e-06	9.845e-12	2.01e-17	0.000306	7.068e-12	2.104e-10
6:101907898-101907998	1.107e-09	1.391e-07	2.432e-13	3.242e-10	2.376e-12	5.553e-11	7.704e-11	5.885e-12	3.741e-10	2.681e-18	1.501e-06	3.118e-16	1.403e-12	5.707e-13	1.402e-10	5.058e-17	1.094e-18	3.98e-10	3.436e-12
12:93677555-93677655	2.359e-11	1.757e-07	7.696e-11	2.256e-12	1.74e-13	7.454e-08	2.361e-13	1.555e-16	3.016e-12	1.1e-18	4.311e-09	5.485e-18	1.362e-10	5.695e-11	5.95e-13	1.636e-14	3.086e-16	1.209e-13	2.775e-12
5:131635771-131635871	7.283e-09	5.793e-10	4.934e-10	1.18e-10	5.482e-10	2.392e-09	1.488e-10	2.161e-10	2.028e-07	4.45e-16	6.574e-08	1.931e-15	2.481e-12	3.218e-10	1.154e-10	2.327e-11	9.364e-14	1.995e-11	4.015e-09
3:184155623-184155723	5.791e-05	1.092e-10	2.767e-09	8.717e-11	1.783e-11	3.335e-11	6.044e-11	9.188e-16	1.56e-12	1.89e-19	2.054e-08	8.295e-17	1.014e-09	4.617e-07	2.019e-11	1.287e-14	1.792e-11	1.119e-12	3.091e-11
7:156380390-156380490	1.162e-11	1.144e-05	3.361e-10	6.13e-10	3.807e-13	6.226e-09	6.33e-10	3.018e-12	4.247e-09	3.732e-19	1.267e-08	1.97e-18	6.28e-07	2.104e-09	1.136e-12	1.335e-14	6.562e-11	5.729e-07	1.309e-12
14:73463905-73464005	2.233e-17	1.144e-05	3.161e-15	6.13e-10	3.807e-13	8.373e-18	6.33e-10	3.018e-12	4.247e-09	3.732e-19	1.267e-08	1.97e-18	6.28e-07	2.104e-09	1.136e-12	1.335e-14	6.562e-11	5.729e-07	1.309e-12
5:173789513-173789613	2.514e-07	5.456e-11	2.275e-09	2.589e-10	6.673e-13	6.357e-12	2.668e-13	1.226e-05	1.578e-05	4.724e-20	2.69e-10	9.818e-16	8.827e-10	3.134e-08	6.216e-12	5.649e-18	3.114e-11	7.216e-10	3.32e-09
20:44248298-44248398	3.036e-09	3.636e-10	2.73e-10	3.745e-12	1.17e-10	3.519e-11	4.213e-11	1.77e-13	4.581e-11	1.187e-18	1.279e-07	4.441e-13	3.533e-06	3.158e-11	1.186e-10	0.007978	2.281e-13	2.748e-08	2.92e-12
5:155460871-155460971	9.77e-08	2.046e-10	1.181e-10	6.347e-08	5.422e-14	1.514e-10	1.667e-13	3.621e-09	4.395e-09	7.338e-16	1.208e-06	3.9e-16	8.628e-13	6.43e-11	8.057e-13	1.282e-16	3.694e-16	1.635e-08	2.619e-11
5:132495797-132495897	2.746e-07	7.878e-09	4.849e-13	3.423e-12	1.502e-10	1.392e-09	1.23e-12	1.963e-09	9.511e-08	5.438e-17	1.117e-09	1.626e-16	5e-14	9.116e-11	9.737e-12	1.649e-17	3.99e-16	7.74e-12	1.224e-12
14:26444869-26444969	1.124e-08	3.065e-08	4.119e-12	2.909e-10	1e-12	3.382e-12	9.809e-16	8.492e-14	2.332e-11	1.869e-18	3.493e-08	1.48e-18	1.965e-07	3.799e-10	4.97e-12	8.474e-15	5.655e-13	6.858e-12	7.839e-14
5:43602035-43602135	1.63e-06	6.355e-06	5.18e-12	1.448e-07	1.35e-09	1.206e-07	2.226e-08	1.86e-13	9.239e-11	1.692e-17	8.578e-10	1.864e-10	2.096e-12	2.256e-08	1.407e-06	1.271e-16	1.177e-10	7.759e-09	1.127e-11
22:28793278-28793378	2.77e-11	1.962e-11	5.367e-12	3.831e-10	1.091e-14	9.663e-13	1.167e-10	1.55e-12	1.125e-09	2.917e-10	3.675e-05	3.982e-13	5.288e-11	9.533e-11	3.235e-09	8.904e-18	7.819e-17	1.105e-10	2.168e-12
1:204150445-204150545	1.79e-10	3.525e-11	1.182e-10	1.03e-12	8.202e-14	1.416e-12	3.996e-15	2.081e-16	4.767e-11	1.558e-13	1.233e-06	3.425e-19	3.569e-15	4.128e-10	4.153e-13	3.159e-18	1.622e-10	1.367e-13	3.867e-11
11:84714331-84714431	7.08e-12	5.507e-08	3.268e-13	8.077e-09	8.996e-14	7.446e-11	2.38e-14	0.0002187	0.0001447	3.029e-22	1.764e-09	1.796e-18	3.569e-13	4.009e-09	1.283e-10	1.111e-16	1.749e-13	2.754e-12	1.681e-13
6:132813345-132813445	5.412e-10	6.284e-08	2.462e-10	1.19e-09	8.843e-09	9.119e-10	2.097e-10	1.064e-08	3.045e-07	6.927e-21	2.105e-08	7.583e-12	1.557e-09	2.618e-10	5.932e-12	2.388e-12	1.298e-13	8.266e-12	2.277e-09
6:81898155-81898255	2.176e-10	7.712e-13	5.125e-11	5.727e-08	1.309e-14	7.519e-14	4.074e-10	1.864e-05	1.268e-05	1.278e-18	1.716e-08	2.441e-11	2.834e-06	1.012e-09	1.781e-10	1.112e-18	6.227e-16	9.851e-10	3.364e-13
9:72149709-72149809	5.364e-11	1.454e-09	9.626e-11	1.508e-11	1.696e-14	4.196e-11	6.009e-13	1.075e-16	6.999e-13	1.487e-18	2.244e-08	2.385e-18	2.089e-15	3.063e-10	2.069e-13	6.142e-16	1.931e-11	7.236e-12	6.959e-09
6:99615096-99615196	8.91e-09	1.196e-07	2.591e-10	4.941e-07	2.599e-12	1.473e-10	2.348e-15	3.376e-07	4.444e-08	1.003e-16	1.464e-07	1.684e-18	4.062e-16	1.561e-08	7.641e-14	8.318e-20	2.241e-11	2.4e-13	8.393e-12
12:128861639-128861739	1.649e-10	1.058e-09	3.215e-11	5.807e-08	9.957e-12	2.366e-11	3.553e-13	7.324e-11	5.188e-10	4.187e-16	4.586e-06	5.554e-19	3.599e-12	1.453e-09	4.605e-14	2.444e-18	5.82e-16	2.365e-09	2.87e-14
3:133547398-133547498	3.482e-11	1.323e-13	6.923e-13	1.588e-13	9.957e-12	1.338e-16	1.318e-18	1.045e-12	1.868e-09	2.76e-27	7.446e-19	5.655e-24	7.002e-22	2.728e-11	8.011e-15	2.444e-18	3.545e-19	1.819e-21	3.137e-16
9:101255362-101255462	8.384e-14	1.517e-10	1.295e-18	4.127e-11	9.957e-12	6.229e-13	2.4e-19	4.373e-20	7.475e-15	2.76e-27	7.446e-19	3.541e-28	7.002e-22	3.93e-20	8.011e-15	2.444e-18	4.891e-33	6.15e-25	3.137e-16
10:105993515-105993615	5.388e-07	8.36e-10	8.922e-11	1.077e-10	7.728e-11	2.369e-12	1.432e-16	1.922e-13	1.412e-09	5.326e-25	6.907e-11	6.341e-21	4.779e-09	8.029e-09	2.459e-14	3.255e-20	9.697e-11	9.663e-11	2.289e-12
4:121696854-121696954	3.285e-09	2.608e-08	2.022e-08	3.264e-13	1.573e-11	4.64e-11	1.519e-13	6.457e-19	1.291e-13	1.654e-16	1.019e-07	1.813e-18	3.253e-12	4.607e-08	7.359e-14	1.947e-14	1.589e-10	3.82e-12	5.22e-07
5:75336898-75336998	2.323e-11	1.145e-08	1.525e-10	4.599e-13	7.659e-12	3.353e-11	8.57e-12	1.965e-08	7.486e-09	3.818e-19	2.333e-09	4.152e-17	4.904e-14	4.502e-08	2.475e-12	9.138e-17	9.084e-12	6.676e-12	1.038e-11
16:31713448-31713548	1.171e-10	6.581e-07	2.972e-12	1.322e-15	2.231e-07	3.159e-08	3.748e-08	1.77e-13	4.63e-11	9.716e-19	8.149e-09	1.049e-10	4.202e-16	1.13e-10	6.02e-11	1.141e-16	1.012e-16	4.187e-11	2.921e-09
12:24078607-24078707	2.098e-07	1.609e-11	1.129e-11	1.499e-11	1.535e-14	1.271e-11	0.001857	1.419e-15	9.663e-11	8.657e-17	6.35e-09	0.01116	1.308e-12	1.166e-07	9.177e-09	1.13e-18	1.505e-12	4.006e-15	4.931e-12
6:131951547-131951647	1.552e-12	8.803e-09	1.339e-11	2.528e-10	9.857e-14	5.714e-10	1.777e-12	2.832e-14	6.159e-10	4.474e-21	1.96e-11	3.393e-17	1.275e-08	4.007e-11	7.515e-12	6.374e-14	7.287e-17	7.926e-11	2.787e-14
17:50863140-50863240	7.861e-11	7.163e-11	2.235e-12	6.535e-09	3.511e-11	5.147e-13	6.942e-16	1.414e-08	7.631e-09	1.543e-13	4.157e-06	3.505e-20	1.167e-12	1.63e-11	1.358e-08	1.614e-16	1.596e-16	5.764e-13	1.789e-12
1:226665120-226665220	6.021e-08	1.823e-08	1.797e-09	5.522e-14	3.563e-10	4.88e-11	2.524e-15	2.81e-18	9.724e-14	1.326e-17	6.544e-08	2.884e-20	5.108e-11	2.056e-11	9.32e-13	9.737e-15	2.594e-13	4.02e-08	1.936e-13
1:220734873-220734973	1.12e-11	1.137e-11	6.259e-10	3.167e-07	1.278e-11	7.082e-13	1.37e-10	5.336e-12	8.805e-09	4.758e-16	0.0001149	9.181e-15	3.118e-11	2.759e-08	3.092e-11	1.284e-11	8.232e-12	4.116e-09	1.464e-10
16:2155491-2155591	2.51e-07	6.24e-09	1.182e-10	2.809e-12	4.992e-13	6.655e-09	1.36e-08	6.398e-15	6.425e-11	1.128e-16	1.228e-07	1.813e-10	5.032e-11	5.383e-11	1.593e-10	2.553e-17	4.425e-18	4.769e-12	1.05e-11
7:87339729-87339829	1.252e-10	1.213e-08	6.126e-11	3.833e-07	2.307e-11	1.81e-12	1.358e-13	3.194e-10	5.462e-07	3.385e-18	1.787e-08	1.954e-17	1.738e-11	3.436e-10	7.129e-13	1.512e-20	2.776e-16	4.328e-11	3.89e-10
11:57566285-57566385	1.549e-09	1.257e-08	2.557e-06	1.068e-10	3.997e-11	7.299e-12	1.133e-05	2.553e-12	1.328e-09	7.194e-14	0.0003267	4.402e-05	2.994e-08	7.672e-07	1.775e-09	5.991e-19	0.0003841	6.428e-10	1.269e-12
17:3636626-3636726	2.749e-07	6.875e-07	1.412e-06	7.893e-13	6.627e-12	1.833e-07	2.528e-09	8.569e-17	1.052e-13	4.83e-18	5.542e-08	1.073e-11	3.51e-12	3.532e-06	1.823e-11	7.939e-15	0.0003535	8.113e-13	3.322e-08
