SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
19:7197118-7197218	0.0005197	1.307e-07	1.95e-06	5.689e-11	1.021e-11	3.897e-12	1.473e-11	9.719e-16	1.773e-11	1.118e-19	1.984e-08	7.919e-16	3.531e-14	1.424e-05	2.018e-13	7.596e-18	1.024e-11	8.839e-12	3.909e-09
6:31614948-31615048	3.081e-09	4.879e-06	2.66e-12	1.779e-11	2.518e-12	1.751e-08	1.292e-12	1.097e-05	5.377e-06	4.723e-10	0.001785	3.745e-20	1.644e-09	4.232e-10	4.958e-14	1.739e-14	1.061e-13	4.189e-14	9.051e-13
19:55654767-55654867	4.541e-11	1.266e-07	1.149e-10	1.222e-10	1.015e-12	1.502e-08	4.997e-15	4.855e-16	1.509e-10	2.458e-19	8.409e-10	4.391e-20	1.414e-14	6.017e-09	8.224e-14	1.259e-17	2.496e-11	5.072e-13	1.901e-11
12:56301907-56302007	1.306e-05	6.313e-10	4.697e-12	3.716e-09	3.272e-13	1.296e-12	3.862e-13	1.688e-10	1.115e-08	2.851e-18	6.888e-09	5.071e-14	3.574e-11	3.929e-11	8.874e-13	1.227e-14	1.438e-10	1.055e-11	2.743e-13
13:32753088-32753188	4.341e-08	1.289e-13	5.221e-13	5.227e-08	3.678e-15	1.167e-12	1.515e-10	7.656e-06	1.082e-06	1.034e-13	2.604e-05	5.181e-11	3.978e-12	6.108e-09	1.288e-10	2.218e-18	2.583e-12	7.837e-10	3.44e-15
X:7129914-7130014	1.729e-07	1.582e-12	2.498e-11	1.954e-12	8.505e-13	3.47e-13	8.341e-14	1.066e-10	2.639e-08	3.188e-13	0.001092	4.458e-17	3.719e-14	1.355e-08	2.792e-11	1.581e-18	3.065e-10	2.131e-07	4.257e-13
19:35459006-35459106	2.81e-10	4.869e-07	1.934e-11	1.85e-11	7.674e-12	6.6e-10	3.511e-10	4.547e-13	3.033e-09	5.756e-17	6.791e-09	3.095e-11	3.177e-12	2.227e-10	1.34e-11	6.966e-17	7.075e-12	4.978e-13	2.951e-12
1:161194106-161194206	6.83e-07	5.403e-10	3.535e-09	4.19e-10	1.283e-10	2.481e-10	1.88e-09	1.523e-14	2.211e-12	2.609e-15	1.683e-06	1.61e-12	1.309e-06	1.655e-09	1.273e-09	3.496e-15	1.592e-09	1.237e-10	1.883e-12
6:140052873-140052973	1.639e-14	2.366e-18	1.512e-16	1.454e-17	1.283e-10	7.044e-18	3.346e-22	1.986e-19	6.171e-14	2.609e-15	3.071e-16	8.449e-30	1.309e-06	5.774e-15	1.273e-09	3.496e-15	3.011e-22	4.969e-12	1.883e-12
17:77490016-77490116	4.644e-11	8.745e-11	1.524e-09	1.19e-11	1.293e-13	6.348e-12	1.189e-10	1.269e-14	4.56e-10	4.041e-17	6.803e-08	5.417e-17	2.414e-12	2.015e-08	5.996e-12	9.738e-16	2.393e-09	2.221e-07	1.662e-09
X:140914240-140914340	9.139e-11	6.003e-12	1.367e-13	9.975e-07	5.243e-14	7.866e-15	1.269e-13	2.535e-07	4.734e-07	1.566e-11	1.309e-05	6.302e-17	8.189e-14	3.55e-12	1.125e-11	2.26e-17	6.532e-16	3.096e-10	2.672e-15
15:59968514-59968614	2.388e-07	4.311e-07	3.408e-13	1.573e-05	6.425e-14	3.237e-06	1.347e-14	8.061e-07	2.747e-07	2.014e-19	1.804e-09	5.16e-17	3.097e-13	8.925e-11	5.783e-10	4.817e-18	1.034e-16	9.525e-13	4.527e-12
16:12425154-12425254	1.069e-09	6.865e-11	1.272e-09	2.424e-10	4.458e-09	4.246e-12	1.973e-06	1.785e-14	9.41e-11	2.121e-14	3.982e-08	1.524e-10	3.889e-10	3.046e-09	4.026e-11	8.979e-16	2.028e-11	4.032e-12	1.845e-09
10:77554168-77554268	2.568e-10	2.503e-10	3.483e-10	1.64e-08	1.313e-10	4.833e-12	5.051e-13	4.101e-10	1.034e-06	1.546e-13	1.749e-05	5.423e-17	5.082e-11	3.169e-09	7.791e-12	1.746e-10	6.85e-12	9.499e-14	9.41e-13
21:15487006-15487106	2.633e-08	7.902e-11	2.415e-10	2.863e-07	2.646e-15	3.638e-12	4.299e-10	1.155e-09	1.234e-07	1.365e-11	3.124e-06	8.442e-12	9.454e-11	4.235e-11	1.064e-06	5.566e-17	1.375e-14	9.539e-12	1.922e-11
4:141006543-141006643	1.128e-09	3.81e-11	1.382e-11	3.223e-05	7.427e-15	8.209e-11	6.898e-09	7.209e-12	8.379e-09	2.206e-20	1.107e-08	1.947e-08	1.39e-06	5.012e-10	4.263e-07	1.558e-20	5.174e-17	1.816e-12	1.624e-14
1:4530152-4530252	6.982e-10	6.053e-10	2.263e-09	1.198e-09	8.252e-11	9.059e-13	8.923e-16	1.232e-10	3.403e-08	6.27e-19	6.306e-08	1.164e-18	2.296e-07	2.263e-07	8.224e-12	4.107e-19	1.203e-06	1.11e-07	8.335e-14
2:190299537-190299637	8.245e-10	2.758e-09	2.258e-09	8.891e-10	5.696e-14	1.945e-10	1.574e-12	0.004674	0.002656	1.876e-20	2.609e-10	3.41e-13	4.315e-12	8.093e-06	3.474e-11	6.305e-16	1.303e-11	1.377e-11	3.669e-14
11:119645102-119645202	1.095e-11	3.552e-07	6.613e-10	1.487e-12	8.625e-13	4.262e-11	2.025e-13	2.504e-10	1.637e-08	2.33e-12	2.839e-06	1.487e-17	1.06e-07	6.569e-07	1.323e-12	1.448e-16	2.6e-09	1.337e-09	6.134e-13
20:50984321-50984421	4.536e-11	1.296e-06	1.837e-09	1.583e-07	4.089e-10	2.2e-08	8.212e-16	1.261e-09	8.12e-07	2.256e-15	9.912e-08	1.315e-18	1.029e-15	1.889e-07	1.643e-12	1.33e-15	1.779e-14	2.106e-11	7.683e-13
2:30068126-30068226	6.068e-07	5.913e-07	1.918e-11	3.489e-10	2.432e-13	1.206e-07	2.477e-10	1.165e-14	2.453e-09	1.477e-17	7.889e-11	6.077e-12	2.091e-12	6.261e-09	3.48e-10	1.479e-18	4.572e-13	5.575e-10	1.695e-11
11:73218189-73218289	3.36e-09	9.08e-10	2.64e-10	3.884e-13	5.642e-09	8.249e-12	1.67e-11	9.034e-12	1.625e-08	1.957e-13	1.912e-07	5.76e-16	1.788e-13	5.001e-09	4.202e-12	1.816e-15	1.79e-12	8.881e-14	2.529e-09
1:33347035-33347135	1.698e-09	6.411e-06	1.046e-10	3.961e-10	6.779e-15	1.215e-07	1.302e-05	7.468e-11	9.742e-10	1.425e-17	8.945e-08	1.361e-06	1.873e-12	3.401e-08	7.466e-10	4.557e-16	5.578e-11	2.253e-11	1.102e-11
13:33129174-33129274	0.0001813	3.509e-10	4.228e-09	5.795e-11	1.47e-10	1.103e-11	1.687e-13	5.011e-14	7.253e-10	6.036e-14	7.531e-08	3.695e-21	5.41e-08	2.387e-08	4.151e-13	2.77e-18	1.108e-11	2.32e-09	6.004e-12
7:103149029-103149129	1.722e-11	4.9e-09	5.589e-11	7.453e-11	3.295e-10	5.494e-10	1.979e-13	5.458e-14	6.485e-11	9.508e-20	4.084e-10	3.405e-18	1.156e-05	1.804e-10	1.226e-12	1.057e-11	5.801e-17	1.334e-13	1.097e-10
19:8250947-8251047	7.873e-10	4.941e-11	1.191e-09	1.011e-07	5.977e-14	5.314e-13	5.393e-11	7.445e-12	2.641e-10	3.012e-19	4.878e-11	1.689e-17	1.582e-09	4.059e-07	3.979e-12	9.639e-17	5.035e-11	3.548e-09	1.765e-12
7:66126171-66126271	1.33e-05	1.421e-07	3.368e-13	4.111e-09	9.999e-14	5.817e-08	3.623e-07	7.959e-07	7.751e-06	9.966e-13	5.443e-08	2.499e-12	5.378e-05	2.767e-12	8.303e-11	1.872e-16	8.229e-16	8.386e-13	3.362e-13
16:78461548-78461648	1.428e-08	1.438e-10	4.984e-11	2.006e-06	2.136e-11	5.001e-13	3.109e-11	2.585e-09	7.375e-07	1.417e-17	1.232e-08	2.788e-12	9.963e-13	1.21e-09	3.603e-11	1.68e-15	3.035e-13	1.514e-13	3.693e-12
1:225890721-225890821	2.277e-07	3.793e-08	3.286e-09	2.03e-09	6.446e-11	1.357e-09	4.748e-11	4.485e-10	9.918e-08	6.952e-10	0.001741	5.083e-16	4.9e-14	7.116e-08	3.107e-11	6.635e-18	2.574e-09	8.705e-08	9.001e-11
20:45725232-45725332	9.933e-11	1.035e-11	1.669e-09	6.299e-06	4.66e-14	4.582e-11	7.261e-08	8.198e-11	1.286e-07	4.403e-19	4.374e-09	1.176e-12	6.88e-10	5.095e-09	2.015e-10	4.732e-18	2.081e-13	9.915e-11	2.84e-14
13:111429272-111429372	1.41e-08	1.428e-12	2.093e-12	4.322e-11	1.627e-10	3.802e-12	3.348e-10	1.718e-09	4.182e-10	1.031e-05	0.001847	5.504e-12	4.606e-10	5.287e-10	1.757e-11	1.827e-17	9.845e-12	4.057e-12	1.367e-14
10:442408-442508	3.321e-06	8.461e-10	1.887e-10	4.215e-10	6.924e-13	4.468e-11	4.446e-08	3.068e-06	5.054e-06	9.726e-14	2.671e-06	1.985e-10	1.094e-08	1.907e-08	4.025e-10	4.536e-17	1.692e-09	3.193e-14	7.634e-13
7:142063860-142063960	4.235e-05	2.289e-08	3.584e-09	9.581e-07	2.055e-12	6.274e-09	2.254e-11	1.719e-10	5.345e-08	5.741e-18	4.567e-09	1.96e-15	4.786e-07	3.513e-08	1.398e-09	1.689e-21	4.84e-12	1.917e-12	1.011e-10
6:18387333-18387433	1.269e-10	3.574e-09	9.201e-09	6.863e-13	6.399e-11	4.032e-10	1.419e-11	5.375e-21	4.209e-14	3.315e-16	1.068e-09	1.227e-16	5.023e-13	4.784e-09	5.844e-13	3.702e-16	3.908e-13	2.501e-14	3.805e-09
1:168800088-168800188	2.51e-10	1.454e-07	1.293e-14	3.938e-11	7.869e-17	4.937e-08	1.333e-09	2.85e-11	6.635e-09	1.832e-20	1.637e-08	7.501e-11	5.185e-14	1.659e-13	1.793e-13	7.113e-21	1.005e-17	2.168e-13	5.035e-15
12:47212432-47212532	2.202e-09	4.586e-10	4.331e-12	1.113e-13	4.728e-18	3.081e-10	3.023e-12	3.585e-16	1.478e-10	7.937e-16	1.205e-09	7.865e-17	2.334e-15	3.473e-13	9.114e-13	3.979e-20	3.646e-18	7.758e-13	5.904e-14
17:77421567-77421667	6.416e-09	6.813e-12	1.851e-07	6.557e-09	1.572e-11	1.144e-11	2.104e-13	4.515e-07	5.052e-07	1.613e-18	8.198e-07	7.543e-17	4.189e-11	9.601e-06	2.513e-12	7.155e-14	7.798e-10	1.112e-09	4.743e-11
1:234643436-234643536	1.207e-10	2.469e-10	2.717e-10	7.576e-09	4.84e-12	1.716e-11	6.032e-13	6.251e-07	8.004e-08	5.405e-17	7.868e-09	3.085e-19	2.169e-13	2.374e-08	3.836e-14	1.981e-08	7.115e-12	4.751e-10	4.782e-09
1:35448537-35448637	2.375e-06	4.01e-08	6.066e-08	6.411e-06	6.943e-14	4.619e-10	6.032e-10	2.538e-13	5.267e-11	1.559e-18	1.714e-10	2.361e-11	1.301e-07	2.408e-05	8.535e-11	6.194e-18	4.772e-08	2.534e-13	6.539e-11
5:55636803-55636903	3.707e-09	1.219e-06	1.576e-11	1.031e-09	5.469e-15	2.569e-11	1.055e-10	2.925e-10	3.21e-08	2.009e-18	7.745e-08	1.206e-13	8.739e-06	1.526e-09	7.34e-11	5.409e-14	1.406e-12	6.468e-11	7.832e-13
17:76351801-76351901	4.483e-10	1.029e-10	1.056e-10	4.103e-08	2.413e-10	2.131e-12	4.639e-14	1.838e-05	3.89e-06	7.281e-17	3.414e-07	7.049e-17	1.469e-14	1.934e-08	6.993e-13	3.499e-18	3.463e-11	2.472e-13	2.146e-11
1:32716733-32716833	3.054e-11	6.197e-11	1.782e-07	5.174e-08	7.519e-12	9.645e-12	4.23e-13	1.748e-10	1.78e-07	1.19e-17	7.308e-08	3.108e-20	6.4e-11	5.6e-08	2.09e-10	5.311e-15	2.714e-07	1.14e-13	5.591e-09
11:58578043-58578143	1.356e-07	4.972e-12	3.457e-10	2.718e-09	3.315e-12	2.731e-10	4.445e-11	4.558e-15	2.792e-10	5.121e-20	6.838e-13	2.192e-13	3.712e-17	7.179e-11	1.003e-13	8.606e-20	1.719e-18	5.887e-15	5.918e-07
X:50067459-50067559	1.25e-06	3.728e-10	0.007703	7.109e-11	3.727e-14	1.242e-10	6.802e-12	1.924e-15	4.493e-11	2.152e-14	0.000258	1.16e-16	1.964e-14	0.0003077	3.246e-13	6.081e-16	0.00946	7.208e-11	1.462e-09
6:43150453-43150553	5.498e-10	4.117e-11	1.411e-10	1.038e-06	1.229e-08	7.632e-13	2.14e-08	0.002348	0.001426	1.964e-17	4.133e-09	2.758e-11	8.321e-12	9.284e-09	3.188e-11	5.289e-17	3.597e-11	4.06e-10	4.231e-12
17:16521471-16521571	2.514e-06	1.192e-10	6.014e-13	4.901e-08	5.755e-09	8.157e-12	1.557e-12	3.28e-12	7.167e-10	7.391e-20	1.198e-10	5.431e-20	1.41e-11	2.763e-11	1.794e-08	1.043e-14	7.406e-17	5.754e-10	1.17e-10
10:80290183-80290283	4.373e-09	1.033e-11	2.647e-11	4.636e-10	1.083e-12	4.924e-13	1.348e-16	4.067e-12	7.277e-10	1.074e-20	8.353e-09	7.594e-20	3.665e-10	1.043e-10	4.141e-12	8.262e-15	3.289e-11	2.822e-09	7.334e-12
14:100246951-100247051	8.421e-11	1.116e-10	2.466e-11	3.39e-10	3.052e-05	1.719e-11	1.64e-08	1.148e-06	5.525e-06	1.965e-13	4.459e-07	7.037e-11	9.112e-13	3.096e-10	7.254e-12	2.107e-17	5.306e-12	2.98e-12	4.444e-12
11:101881124-101881224	8.134e-10	1.311e-08	7.618e-13	1.587e-08	1.753e-12	5.628e-11	2.59e-11	2.42e-11	3.609e-08	1.705e-18	5.784e-09	1.067e-15	7.976e-16	1.024e-11	3.026e-11	2.909e-19	2.832e-17	1.635e-13	2.817e-11
16:30571967-30572067	2.878e-08	2.184e-08	5.945e-10	3.081e-10	6.956e-11	5.242e-11	1.524e-13	3.996e-15	5.335e-11	1.37e-21	2.49e-09	2.027e-16	2.061e-14	4.05e-07	1.819e-12	3.986e-17	4.227e-11	1.035e-13	2.274e-11
12:617777-617877	6.815e-07	2.612e-10	1.082e-07	2.892e-10	3.712e-13	1.302e-11	1.665e-10	3.659e-17	1.466e-11	2.747e-14	3.852e-07	5.574e-13	1.202e-13	5.549e-08	1.145e-11	1.636e-11	2.061e-09	5.538e-13	1.867e-12
11:73174092-73174192	4.34e-06	7.183e-11	1.56e-09	3.314e-13	9.907e-10	2.688e-13	2.07e-14	5.782e-15	8.026e-12	1.57e-19	0.0001376	4.969e-19	2.442e-10	1.514e-08	5.755e-11	3.296e-17	1.341e-10	6.901e-11	2.461e-12
10:87754743-87754843	1.898e-05	3.733e-10	4.033e-12	2.076e-09	4.673e-12	2.629e-11	6.087e-11	0.0007307	7.584e-05	4.761e-14	6.679e-08	4.546e-15	6.85e-08	1.248e-11	6.416e-11	2.954e-15	1.419e-15	5.67e-10	1.711e-13
7:66078237-66078337	9.999e-12	3.692e-11	3e-07	8.474e-08	2.339e-12	1.133e-13	1.532e-10	3.545e-14	2.677e-11	4.594e-16	2.65e-07	3.623e-17	4.112e-10	0.002882	1.412e-12	4.307e-15	9.307e-07	8.98e-09	1.603e-09
11:94132984-94133084	1.458e-12	2.02e-07	2.818e-12	8.848e-12	1.104e-11	1.974e-06	4.58e-12	1.147e-11	5.761e-10	2.143e-10	0.0008589	4.206e-17	1.01e-09	1.097e-10	4.203e-10	1.178e-15	3.483e-16	1.642e-12	2.755e-12
18:58097285-58097385	1.84e-11	1.636e-10	5.8e-10	4.517e-10	8.761e-10	2.62e-09	3.936e-13	1.313e-10	2.676e-08	3.662e-12	7.979e-06	2.168e-18	3.166e-15	1.527e-07	2.419e-13	3.786e-15	1.063e-11	7.486e-10	7.618e-13
12:75784816-75784916	3.035e-06	5.198e-08	5.271e-09	5.178e-06	1.278e-12	3.227e-09	2.628e-09	5.035e-07	1.949e-06	1.332e-20	2.168e-09	2.155e-15	1.046e-11	4.929e-07	1.647e-10	2.462e-18	4.13e-09	1.726e-12	3.998e-09
10:12707614-12707714	1.929e-11	2.294e-10	2.853e-11	3.367e-08	2.602e-12	5.216e-12	2.517e-12	5.008e-09	1.269e-08	1.248e-09	0.002601	1.047e-13	9.262e-09	6.74e-09	4.987e-11	1.248e-17	7.63e-16	1.156e-09	3.108e-11
5:35230481-35230581	1.111e-09	1.587e-10	1.523e-08	1.853e-06	5.278e-12	1.91e-13	2.202e-08	3.066e-09	3.744e-07	4.439e-21	6.336e-10	7.223e-10	3.595e-12	7.169e-08	4.962e-11	2.693e-17	4.271e-13	2.905e-13	2.864e-11
9:90000900-90001000	2.482e-07	4.008e-08	1.014e-09	4.139e-11	3.449e-12	1.154e-08	5.914e-15	0.0005852	0.0001782	1.992e-21	4.697e-10	2.089e-17	4.129e-07	1.332e-08	1.044e-13	1.206e-16	1.746e-11	2.9e-13	1.079e-12
19:530812-530912	5.239e-11	6.608e-12	2.68e-08	1.089e-13	2.444e-14	1.01e-12	2.452e-13	4.268e-17	1.107e-13	9.146e-11	0.004314	8.696e-18	2.49e-11	1.911e-10	1.418e-12	4.341e-15	8.054e-17	2.289e-12	1.006e-12
10:29998626-29998726	3.805e-07	8.655e-09	7.931e-10	1.708e-11	1.389e-12	7.375e-10	1.594e-18	4.072e-20	3.009e-13	2.958e-20	8.302e-12	4.273e-24	1.278e-12	1.127e-08	2.118e-13	1.672e-21	1.125e-15	1.618e-05	8.84e-07
8:9450672-9450772	1.917e-07	2.03e-10	0.0002498	2.499e-11	8.147e-14	7.61e-12	2.736e-12	3.213e-08	6.784e-08	4.302e-18	1.139e-10	9.653e-18	6.005e-14	0.001249	3.451e-14	3.182e-19	0.002963	6.221e-13	9.803e-08
9:134055942-134056042	1.104e-09	2.79e-09	3.423e-08	3.241e-11	1.973e-10	5.646e-10	8.885e-12	1.098e-17	3.061e-12	1.834e-19	7.591e-09	4.868e-16	6.829e-13	3.205e-06	9.6e-12	9.373e-15	2.685e-05	4.756e-11	1.008e-12
22:31451871-31451971	1.081e-06	2.262e-09	5.357e-11	1.817e-10	0.0004811	7.118e-12	6.074e-11	3.47e-08	5.715e-08	1.556e-09	8.688e-06	1.861e-13	8.73e-13	3.406e-10	8.414e-10	7.746e-15	7.659e-18	3.483e-09	1.716e-10
5:123505757-123505857	7.06e-07	6.064e-10	8.696e-12	3.04e-08	1.523e-12	2.797e-11	3.361e-11	1.676e-11	1.011e-08	6.154e-15	5.431e-06	4.919e-16	1.234e-07	2.387e-11	1.099e-11	3.16e-15	9.29e-10	3.154e-10	1.371e-13
5:109598003-109598103	4.321e-10	2.028e-09	8.488e-10	4.571e-11	2.348e-13	2.59e-10	2.137e-13	1.676e-11	6.444e-09	1.001e-15	2.778e-07	8.199e-16	8.948e-09	9.122e-10	3.061e-11	4.803e-14	1.963e-12	5.467e-13	4.54e-10
6:16635613-16635713	1.228e-08	1.156e-09	2.205e-11	5.187e-12	2.035e-14	3.636e-10	3.914e-12	4.311e-05	3.921e-05	1.96e-14	9.696e-08	9.682e-12	9.882e-13	3.987e-08	9.979e-09	1.251e-12	1.18e-14	4.238e-11	2.267e-14
13:30395733-30395833	1.062e-08	6.787e-09	1.892e-11	0.0001205	3.582e-11	2.443e-11	2.057e-15	1.837e-05	3.795e-06	7.695e-11	1.715e-05	7.555e-23	1.597e-12	4.689e-09	2.248e-11	6.493e-20	2.961e-15	4.498e-07	1.404e-12
13:51599536-51599636	3.888e-10	8.079e-09	1.343e-12	1.334e-08	2.654e-11	2.782e-10	9.058e-14	1.744e-09	1.391e-07	1.101e-11	6.507e-08	5.409e-17	2.719e-07	8.374e-11	6.816e-12	2.557e-16	4.572e-13	1.589e-11	2.645e-11
20:62376469-62376569	3.928e-12	3.362e-10	5.612e-10	1.176e-10	6.989e-11	5.145e-12	1.564e-10	2.666e-15	3.471e-12	2.537e-16	2.03e-07	1.407e-17	8.54e-12	1.671e-07	1.969e-12	1.378e-16	7.477e-12	4.316e-11	3.271e-12
19:46761447-46761547	8.844e-14	9.905e-15	2.716e-15	1.374e-13	7.114e-16	6.514e-17	4.918e-17	3.954e-15	5.202e-11	8.401e-15	2.181e-07	7.437e-24	2.136e-14	8.28e-16	3.614e-15	2.251e-25	1.327e-17	2.957e-16	6.385e-17
2:169013400-169013500	7.021e-10	6.611e-12	2.086e-10	8.77e-07	5.012e-13	4.284e-11	6.229e-11	1.485e-05	1.004e-06	1.396e-20	5.584e-09	3.799e-13	1.447e-07	4.027e-09	8.74e-13	1.774e-15	2.797e-10	1.579e-12	4.484e-13
10:96561193-96561293	1.761e-12	6.592e-14	4.197e-16	6.842e-13	6.358e-17	8.316e-13	3.538e-15	5.682e-09	3.248e-07	6.524e-23	3.957e-09	1.589e-18	1.346e-15	1.042e-11	3.979e-11	1.825e-24	4.882e-21	8.495e-14	8.084e-17
2:226733539-226733639	3.096e-05	3.241e-10	3.591e-12	4.749e-10	8.878e-09	3.033e-13	3.592e-12	7.217e-12	1.339e-08	9.443e-22	9.987e-07	1.412e-14	3.246e-08	1.79e-10	5.362e-14	3.547e-19	4.461e-16	3.668e-13	3.823e-10
18:31573156-31573256	9.591e-06	5.46e-10	1.239e-10	5.251e-05	1.417e-12	4.569e-10	1.448e-11	2.375e-13	1.406e-10	7.983e-23	3.645e-08	6.473e-18	2.073e-12	7.699e-08	5.527e-11	1.234e-13	1.952e-10	2.782e-11	7.119e-11
1:234918343-234918443	3.936e-11	8.191e-07	7.623e-14	2.187e-10	6.248e-12	4.267e-09	2.62e-14	7.734e-11	5.621e-08	6.06e-20	2.746e-10	9.568e-18	1.312e-10	1.242e-12	4.288e-12	9.278e-18	1.071e-16	4.087e-09	4.171e-13
14:81212048-81212148	3.585e-14	8.912e-11	1.901e-12	5.822e-19	6.248e-12	9.49e-13	2.637e-13	1.212e-15	5.911e-11	1.423e-22	1.843e-08	4.472e-17	2.863e-19	5.804e-12	4.835e-15	9.278e-18	3.79e-17	3.72e-19	1.605e-15
13:51998791-51998891	4.177e-10	1.259e-10	2.968e-11	7.895e-11	4.668e-11	1.851e-11	6.477e-12	3.92e-13	7.196e-11	1.046e-13	0.0001339	5.629e-16	6.72e-06	8.763e-09	1.479e-10	2.776e-17	5.389e-11	3.191e-14	8.316e-12
6:39439486-39439586	4.658e-07	4.2e-11	3.697e-11	3.247e-10	2.391e-12	2.231e-11	5.762e-16	1.886e-06	1.726e-07	4.252e-13	1.697e-05	5.434e-18	1.983e-10	5.712e-11	1.221e-12	1.015e-19	5.322e-16	9.595e-12	1.495e-13
10:57885244-57885344	1.069e-09	4.55e-12	3.531e-11	1.977e-07	2.459e-14	8.643e-13	1.431e-13	5.232e-06	3.387e-06	1.742e-21	5.432e-11	3.579e-18	2.333e-14	1.633e-08	1.64e-12	4.992e-20	7.085e-12	1.471e-13	1.941e-13
4:145619747-145619847	1.08e-06	5.2e-10	1.062e-10	9.51e-11	1.094e-13	6.015e-12	1.157e-08	3.322e-12	3.525e-10	1.217e-15	2.805e-09	1.334e-09	5.309e-12	3.321e-10	2.355e-10	5.689e-19	1.384e-15	1.819e-10	4.287e-09
7:25117345-25117445	2.562e-06	6.925e-10	7.713e-10	1.777e-10	5.803e-11	1.174e-11	1.444e-13	7.232e-10	1.329e-07	2.061e-13	0.0008346	4.952e-16	5.179e-10	1.033e-08	2.167e-12	6.022e-18	1.146e-11	4.106e-12	7.757e-12
1:244272963-244273063	9.781e-09	3.853e-11	6.199e-14	1.681e-08	9.214e-15	3.049e-13	2.626e-10	2.507e-08	7.759e-06	1.2e-16	8.259e-09	1.875e-12	7.715e-07	5.229e-12	2.441e-10	1.766e-17	3.828e-19	3.557e-08	2.137e-11
11:122365754-122365854	1.348e-06	1.022e-10	1.372e-06	2.705e-12	5.721e-14	1.023e-11	1.203e-13	2.53e-11	3.012e-08	2.694e-15	4.071e-07	8.866e-17	4.363e-16	3.143e-08	1.672e-13	2.982e-20	4.772e-10	1.244e-12	6.222e-13
1:220751814-220751914	1.249e-08	5.501e-12	2.622e-11	5.898e-07	2.715e-13	8.27e-14	5.876e-10	1.828e-11	4.944e-09	7.839e-19	3.915e-08	3.251e-11	8.803e-08	4.365e-11	1.5e-11	2.782e-18	2.091e-14	3.944e-12	1.041e-13
18:45652519-45652619	1.205e-11	1.328e-10	6.866e-12	8.959e-12	1.069e-08	1.848e-12	6.635e-14	1.976e-13	1.833e-10	6.278e-10	2.523e-05	3.361e-19	1.925e-14	3.3e-09	1.609e-13	1.003e-17	1.801e-12	2.836e-13	5.876e-13
1:235057450-235057550	1.094e-13	3.565e-15	9.21e-12	7.192e-19	1.069e-08	1.087e-13	7.052e-22	4.303e-26	7.859e-17	6.278e-10	4.527e-23	6.687e-30	1.925e-14	2.082e-16	1.609e-13	1.003e-17	1.357e-25	2.175e-20	5.876e-13
10:112376042-112376142	1.592e-10	2.568e-11	1.363e-11	3.777e-10	7.348e-11	2.382e-12	3.931e-13	2.534e-08	2.497e-08	3.98e-14	1.659e-06	1.861e-18	1.623e-09	2.495e-11	7.117e-11	1.112e-15	5.129e-11	4.636e-10	5.654e-13
1:230701080-230701180	9.708e-09	8.213e-08	5.064e-12	2.524e-09	7.464e-14	6.08e-10	6.466e-10	9.743e-12	5.337e-09	2.07e-17	1.948e-06	9.115e-13	4.869e-14	2.95e-09	7.088e-10	2.71e-17	1.115e-12	7.341e-12	2.312e-13
1:37879963-37880063	6.814e-07	6.489e-07	3.105e-09	1.072e-06	2.517e-14	3.866e-07	1.637e-13	2.307e-10	1.098e-08	2.368e-17	1.283e-09	3.632e-16	2.539e-11	2.343e-10	8.302e-14	4.068e-17	4.652e-10	4.474e-11	1.431e-11
7:26046265-26046365	6.13e-11	1.9e-13	1.075e-13	5.832e-13	4.177e-14	1.387e-16	2.695e-07	3.487e-12	1.771e-09	4.125e-10	3.783e-05	7.08e-13	1.045e-12	8.42e-11	2.421e-11	2.873e-19	8.098e-17	1.39e-08	2.027e-13
6:77837129-77837229	4.173e-11	1.886e-12	5.8e-10	8.002e-12	2.301e-10	2.301e-14	2.19e-12	3.71e-09	1.242e-09	1.076e-15	1.938e-07	1.305e-16	1.039e-10	2.453e-09	3.471e-12	1.61e-18	1.285e-09	8.105e-12	3.545e-13
12:57844807-57844907	2.237e-10	9.293e-10	4.844e-10	2.632e-07	1.634e-13	8.15e-10	1.715e-13	2.523e-11	5.529e-09	8.818e-16	2.09e-08	1.095e-13	1.352e-11	8.676e-11	1.898e-08	9.088e-19	1.883e-16	1.192e-09	6.06e-12
17:31481922-31482022	1.892e-07	2.782e-10	2.808e-09	2.329e-07	1.608e-11	5.65e-12	1.724e-13	6.015e-06	1.088e-05	9.47e-20	3.229e-08	1.876e-16	3.357e-12	1.811e-09	6.194e-10	3.476e-14	4.006e-14	2.647e-12	8.687e-11
4:186260808-186260908	3.228e-06	4.809e-13	1.918e-09	5.684e-11	5.275e-12	1.28e-12	0.004298	7.41e-06	7.59e-07	4.867e-21	2.667e-09	0.0009696	2.31e-12	2.683e-06	1.074e-05	4.512e-18	7.087e-10	1.391e-11	2.345e-06
17:30264170-30264270	4.307e-08	1.766e-08	2.342e-09	5.891e-11	6.032e-12	8.189e-10	3.09e-12	5.26e-08	2.161e-08	5.535e-21	1.498e-09	2.144e-16	1.953e-12	2.533e-10	2.809e-09	1.235e-18	9.23e-11	2.19e-13	6.118e-13
