SEQID	YY1	CTCF	ZBTB33	REST
12:124740871-124740971	1.221e-14	9.338e-11	9.669e-10	6.265e-13
6:33908178-33908278	1.697e-18	7.02e-22	3.044e-16	6.265e-13
4:26412909-26413009	8.54e-11	2.929e-14	1.009e-12	1.173e-17
5:142521844-142521944	6.156e-13	3.728e-13	1.407e-09	8.445e-18
14:51989315-51989415	2.69e-10	2.679e-12	7.644e-12	6.344e-17
16:13920054-13920154	7.194e-10	2.614e-06	6.274e-11	2.389e-17
6:1832880-1832980	3.165e-10	5.27e-09	9.445e-07	1.652e-18
1:46303525-46303625	3.294e-13	1.021e-09	1.88e-12	4.602e-17
4:6893665-6893765	1.128e-11	1.393e-11	9.953e-11	1.628e-20
2:54532547-54532647	6.005e-13	1.494e-13	7.991e-13	5.442e-16
X:149938470-149938570	1.728e-12	6.038e-13	4.466e-12	6.236e-20
19:33403488-33403588	6.065e-15	8.498e-09	9.6e-07	1.096e-14
6:28383368-28383468	9.209e-13	2.209e-10	1.245e-09	1.609e-14
2:1997786-1997886	4.289e-14	9.125e-12	1.077e-09	2.261e-17
6:28137448-28137548	8.544e-11	1.488e-12	6.025e-14	3.635e-21
14:24161129-24161229	3.962e-11	0.01098	2.117e-09	1.033e-19
20:50818479-50818579	0.006966	0.00153	6.089e-08	1.322e-15
6:128281176-128281276	2.937e-12	3.242e-13	2.201e-11	2.663e-18
1:21252039-21252139	4.363e-12	2.303e-12	2.667e-11	3.708e-17
17:12990114-12990214	4.787e-09	4.084e-11	7.121e-08	2.084e-18
19:37172711-37172811	6.346e-09	1.571e-10	8.186e-13	6.455e-18
10:79071270-79071370	3.757e-12	1.283e-09	1.972e-12	3.794e-17
11:69675388-69675488	1.78e-09	1.289e-09	6.209e-12	1.657e-16
3:88149928-88150028	7.232e-12	2.269e-11	4.38e-11	4.066e-17
2:64024601-64024701	5.202e-09	4.675e-11	3.26e-13	1.168e-17
18:711849-711949	5.002e-16	4.675e-11	3.233e-16	1.168e-17
10:113679700-113679800	8.484e-09	3.012e-08	6.773e-09	2.064e-14
19:37907115-37907215	5.811e-08	2.96e-12	7.671e-08	3.806e-19
1:39929035-39929135	5.203e-12	1.724e-09	3.409e-12	5.686e-17
14:90383278-90383378	6.221e-13	3.4e-11	5.793e-10	3.995e-19
12:57176289-57176389	2.616e-10	5.182e-14	5.908e-12	6.285e-19
19:49923221-49923321	2.972e-13	1.17e-11	1.992e-11	2.104e-16
2:42191322-42191422	1.119e-14	3.616e-11	1.361e-11	4.652e-19
16:10514632-10514732	1.282e-13	3.285e-12	8.385e-13	1.024e-15
19:14443921-14444021	3.274e-17	3.278e-12	6.776e-13	7.717e-20
16:46882386-46882486	1.778e-13	1.145e-15	2.154e-09	2.618e-22
2:64752281-64752381	7.01e-13	2.606e-14	1.757e-13	7.34e-19
1:2238772-2238872	1.133e-13	1.766e-10	6.213e-11	3.491e-14
4:51842537-51842637	5.557e-11	9.189e-11	4.808e-06	4.21e-18
3:38137315-38137415	1.023e-12	9.439e-09	4.257e-13	4.613e-19
1:1678962-1679062	7.116e-12	2.479e-13	5.566e-08	3.111e-17
9:104817507-104817607	1.01e-12	3.336e-12	3.847e-10	8.474e-16
19:7083144-7083244	2.559e-13	2.635e-13	3.024e-10	8.046e-17
1:155135322-155135422	2.599e-12	1.452e-09	2.97e-09	5.524e-18
3:194261735-194261835	1.83e-07	5.297e-09	4.769e-10	3.759e-15
3:183552972-183553072	8.54e-13	2.194e-11	6.324e-11	3.92e-20
6:41921384-41921484	1.76e-13	5.493e-08	4.3e-10	5.003e-15
9:93133713-93133813	1.547e-13	1.1e-10	0.0001395	2.275e-18
3:196489980-196490080	8.777e-10	7.211e-12	5.767e-14	1.785e-12
18:28147827-28147927	1.94e-08	1.734e-13	8.255e-14	2.419e-20
19:47113283-47113383	1.006e-11	4.678e-09	6.55e-10	6.668e-17
1:62436638-62436738	4.428e-11	3.784e-09	6.1e-08	6.465e-14
17:10737398-10737498	2.766e-12	1.409e-08	3.422e-14	5.673e-17
1:145281194-145281294	1.373e-13	1.409e-08	3.422e-14	5.673e-17
16:15489553-15489653	3.993e-14	1.104e-11	3.53e-11	2.92e-16
7:5427901-5428001	8.593e-12	6.082e-09	1.876e-09	1.388e-15
5:134524983-134525083	1.568e-11	1.272e-08	7.204e-09	2.653e-17
17:82298325-82298425	3.717e-11	1.491e-12	8.377e-10	4.842e-14
1:33342356-33342456	4.809e-11	2.93e-15	5.2e-11	2.348e-15
X:118839423-118839523	3.959e-11	0.008186	9.069e-06	2.883e-17
16:86509582-86509682	2.936e-15	6.191e-11	9.992e-05	3.528e-16
5:73215828-73215928	3.88e-11	3.67e-12	1.371e-11	2.789e-17
17:75289353-75289453	4.111e-15	2.495e-12	1.686e-07	4.818e-16
10:110225747-110225847	3.45e-15	1.367e-10	1.538e-08	6.065e-18
11:78575156-78575256	1.93e-15	8.722e-15	3.934e-11	7.162e-13
3:121695493-121695593	6.985e-10	2.162e-10	1.383e-13	1.16e-17
20:47318878-47318978	6.006e-11	1.171e-07	1.879e-09	6.495e-15
19:2576975-2577075	3.623e-12	2.8e-13	3.206e-10	5.151e-12
1:67054110-67054210	4.398e-15	3.288e-11	7.962e-11	1.23e-14
3:51941900-51942000	2.94e-15	3.268e-11	3.796e-08	5.765e-16
5:138467125-138467225	4.401e-11	3.357e-11	2.453e-08	4.391e-17
9:12776370-12776470	3.254e-10	7.869e-10	2.052e-14	5.261e-13
6:41787546-41787646	9.056e-12	4.548e-09	1.877e-13	6.65e-16
1:29136720-29136820	2.555e-11	1.097e-10	1.07e-06	1.083e-18
19:15540531-15540631	2.172e-09	1.83e-12	1.79e-12	4.14e-18
9:134265266-134265366	2.984e-11	2.379e-13	1.854e-09	3.007e-16
5:150616118-150616218	2.417e-14	2.366e-11	1.625e-11	4.162e-18
3:129245700-129245800	2.262e-12	2.491e-12	1.476e-11	3.212e-20
4:76312199-76312299	1.128e-12	4.342e-14	5.817e-15	1.529e-22
X:56783626-56783726	1.635e-09	9.674e-12	7.055e-10	6.919e-17
12:9088910-9089010	8.185e-14	1.709e-11	1.082e-13	4.081e-13
22:37570443-37570543	3.285e-10	4.051e-11	1.351e-13	6.146e-14
17:5486451-5486551	1.562e-12	2.207e-11	1.02e-05	6.201e-20
9:70412853-70412953	6.102e-11	2.345e-11	3.642e-12	6.853e-19
1:56821096-56821196	1.24e-11	6.131e-10	3.821e-06	4.948e-13
9:108894418-108894518	1.484e-13	4.591e-14	1.31e-11	1.399e-17
10:100373532-100373632	5.567e-10	9.055e-13	6.452e-11	4.58e-17
1:156456590-156456690	1.919e-13	1.431e-10	1.581e-11	7.388e-16
12:56079999-56080099	4.06e-13	2.561e-08	5.937e-06	4.075e-17
4:83035133-83035233	0.003473	1.045e-07	3.093e-12	3.353e-16
7:25951554-25951654	4.996e-10	4.667e-12	2.752e-10	4.262e-16
3:150739883-150739983	1.618e-11	3.088e-12	7.437e-14	3.27e-19
1:24415521-24415621	4.651e-09	2.647e-06	3.644e-11	7.188e-17
11:76772618-76772718	1.331e-12	2.576e-13	2.096e-10	3.519e-19
19:52269509-52269609	2.763e-11	1.857e-09	6.225e-09	9.996e-18
18:78985170-78985270	2.236e-10	1.313e-10	0.0001375	5.129e-13
2:21022751-21022851	1.297e-10	2.572e-10	1.058e-13	8.735e-18
19:47515532-47515632	6.275e-11	1.13e-05	9.485e-12	3.024e-19
16:67857850-67857950	2.248e-14	2.582e-08	5.565e-12	7.129e-19
20:35284843-35284943	1.211e-11	1.249e-08	6.069e-07	1.417e-14
6:43060353-43060453	2.647e-14	2.902e-11	4.319e-12	2.873e-14
2:19363055-19363155	2.531e-13	6.103e-11	3.696e-10	2.761e-16
2:137964326-137964426	2.603e-11	5.363e-12	6.187e-12	1.75e-15
17:1649886-1649986	2.107e-11	5.2e-14	2.888e-12	1.409e-20
5:9409000-9409100	2.107e-11	5.2e-14	2.888e-12	1.409e-20
12:103929369-103929469	1.904e-12	1.962e-11	1.333e-11	1.377e-18
7:150388927-150389027	3.075e-13	1.171e-13	1.441e-13	1.834e-17
2:21027745-21027845	1.28e-07	3.529e-13	2.848e-11	5.35e-14
17:39687506-39687606	7.815e-13	1.116e-13	1.645e-11	4.9e-21
19:23250454-23250554	2.836e-14	8.049e-10	1.197e-11	5.479e-18
2:26033583-26033683	1.639e-10	3.13e-10	9.442e-07	4.088e-17
3:184185957-184186057	1.294e-13	3.537e-13	1.061e-09	1.523e-15
5:63165009-63165109	2.8e-14	4.025e-10	5.477e-12	1.549e-18
17:1736590-1736690	2.236e-11	2.287e-12	3.893e-12	4.427e-13
15:58771245-58771345	2.622e-10	1.402e-11	1.155e-08	6.049e-13
2:233764330-233764430	1.327e-11	2.96e-12	2.209e-11	1.588e-14
6:150600928-150601028	2.723e-09	1.421e-07	8.354e-07	2.101e-18
2:63588780-63588880	4.838e-12	7.323e-10	5.285e-11	4.48e-18
19:18008023-18008123	1.687e-11	2.563e-12	2.485e-06	7.739e-16
10:122063334-122063434	2.141e-13	2.631e-12	1.582e-11	8.617e-17
14:68979398-68979498	1.018e-12	1.2e-11	3.866e-13	6.836e-18
15:40809288-40809388	7.374e-10	4.287e-10	2.194e-05	9.427e-17
20:62969161-62969261	2.449e-11	4.739e-14	2.712e-12	7.949e-17
14:80941722-80941822	7.881e-08	4.156e-10	1.068e-11	1.089e-18
17:4967888-4967988	1.129e-09	1.865e-08	2.517e-08	7.155e-13
12:113223329-113223429	1.871e-13	5.597e-12	2.99e-12	3.947e-17
3:15099189-15099289	1.126e-09	1.138e-10	7.034e-09	4.188e-18
20:17680371-17680471	5.684e-09	6.766e-10	1.61e-13	6.942e-14
18:50653724-50653824	5.684e-09	6.766e-10	1.61e-13	6.942e-14
20:41248733-41248833	5.922e-10	7.026e-12	2.006e-12	1.193e-14
2:88179290-88179390	2.361e-10	1.895e-11	1.017e-12	3.661e-13
17:43483831-43483931	2.111e-07	2.273e-12	1.125e-12	9.248e-19
11:92141193-92141293	4.234e-13	3.787e-14	8.745e-13	1.004e-14
9:94941506-94941606	4.2e-08	2.385e-10	1.524e-12	3.403e-17
17:76671673-76671773	2.566e-08	6.577e-14	7.422e-12	4.16e-18
16:56683560-56683660	7.357e-15	2.038e-06	5.643e-13	3.151e-15
3:124837901-124838001	6.96e-14	1.366e-11	2.545e-12	7.67e-18
7:107779737-107779837	3.224e-12	2.449e-11	2.377e-13	2.131e-18
17:66229434-66229534	9.655e-07	1.502e-12	2.406e-11	6.587e-19
17:75035150-75035250	6.633e-13	1.852e-12	3.685e-13	1.263e-16
1:180502897-180502997	6.526e-13	8.734e-13	4.342e-11	1.633e-15
13:26983139-26983239	1.837e-11	6.283e-14	2.052e-11	1.723e-18
17:47831474-47831574	9.607e-06	1.477e-11	1.507e-09	6.297e-15
6:73567099-73567199	1.13e-08	1.066e-12	6.171e-11	2.647e-17
8:86478805-86478905	1.405e-07	1.444e-12	9.498e-12	1.23e-17
3:197590571-197590671	3.6e-14	1.453e-11	1.454e-14	9.39e-16
3:49021305-49021405	6.398e-10	4.495e-12	4.512e-05	1.069e-14
6:36423307-36423407	1.626e-12	3.064e-11	2.174e-08	7.742e-16
X:41084158-41084258	9.204e-11	1.83e-14	2.355e-12	1.109e-15
X:154378959-154379059	2.302e-11	1.584e-12	5.383e-06	6.699e-19
2:85307174-85307274	2.203e-13	7.298e-20	2.043e-16	9.801e-20
15:90930159-90930259	1.784e-14	3.894e-12	0.0001849	3.084e-19
12:97568880-97568980	4.487e-12	3.577e-13	6.921e-08	1.702e-14
6:131586527-131586627	4.648e-12	3.404e-15	7.659e-14	2.708e-22
14:90382049-90382149	2.206e-09	8.17e-14	7.083e-12	7.914e-18
22_KI270733v1_random:168834-168934	3.186e-10	1.967e-11	3.314e-11	1.768e-17
17:16352409-16352509	6.866e-15	5.94e-10	1.062e-06	1.905e-16
9:35604217-35604317	4.255e-12	3.904e-10	5.231e-10	1.547e-15
X:49269352-49269452	2.056e-12	1.52e-11	1.015e-06	2.199e-18
9:120571939-120572039	2.738e-08	1.099e-14	6.524e-11	2.847e-18
12:92546895-92546995	1.886e-09	8.452e-13	6.556e-12	1.83e-18
20:10672909-10673009	2.03e-12	1.817e-14	2.923e-10	1.189e-16
10:29130280-29130380	1.594e-13	9.727e-14	4.209e-12	1.791e-19
12:116658779-116658879	3.581e-11	2.992e-12	4.422e-13	1.997e-19
2:97645934-97646034	9.162e-13	1.873e-10	1.142e-09	1.314e-16
12:115136079-115136179	1.146e-12	4.16e-11	4.424e-11	9.669e-19
13:75538015-75538115	5.7e-11	4.611e-12	1.514e-10	3.733e-21
13:27367806-27367906	4.134e-11	9.193e-13	2.147e-09	2.184e-16
3:52842418-52842518	1.967e-12	5.599e-12	2.99e-11	2.988e-17
12:27710763-27710863	7.495e-08	9.564e-12	3.191e-11	2.211e-17
5:158461489-158461589	1.603e-09	1.3e-11	1.663e-14	2.672e-15
11:95068612-95068712	7.829e-12	1.029e-14	1.652e-13	1.221e-14
2:216109287-216109387	1.982e-13	1.989e-08	2.041e-11	7.654e-20
1:60274968-60275068	1.849e-13	7.148e-14	6.12e-12	7.308e-17
9:130873126-130873226	6.136e-11	1.86e-13	8.717e-13	7.875e-11
17:47649729-47649829	1.067e-10	6.981e-11	9.433e-06	6.07e-18
13:97275954-97276054	1.415e-06	2.711e-12	3.889e-10	2.193e-18
16:2036011-2036111	2.043e-11	2.584e-12	5.342e-10	3.652e-17
11:114171331-114171431	4.962e-12	3.207e-13	3.572e-12	7.782e-15
X:276154-276254	5.991e-15	8.655e-13	7.349e-07	2.009e-14
2:100819108-100819208	2.721e-11	4.093e-11	6.214e-09	1.359e-16
3:15572286-15572386	1.814e-07	3.604e-11	3.814e-12	3.419e-17
18:61960089-61960189	1.145e-10	5.053e-15	5.172e-13	1.62e-15
9:101428286-101428386	2.936e-16	5.053e-15	5.172e-13	1.62e-15
6:53651271-53651371	3.088e-10	9.793e-05	1.279e-11	5.502e-17
22:42070936-42071036	6.947e-11	7.255e-12	6.229e-05	2.592e-13
4:6733653-6733753	2.062e-18	4.172e-15	3.03e-07	5.098e-19
17:61863605-61863705	2.245e-14	6.546e-11	1.378e-09	1.156e-19
17:78314346-78314446	8.826e-10	8.206e-07	8.182e-06	8.841e-18
2:45469853-45469953	4.9e-06	6.756e-15	7.09e-12	1.386e-16
7:98488338-98488438	3.346e-12	2.238e-11	3.988e-12	3.444e-17
22:38181886-38181986	0.0005592	1.183e-09	2.073e-09	2.559e-17
12:113392915-113393015	1.266e-11	5.841e-09	3.484e-12	3.107e-16
13:37000577-37000677	3.633e-12	2.322e-14	2.604e-11	4.075e-18
1:150021328-150021428	2.944e-12	1.848e-10	9.191e-13	3.106e-14
19:8832637-8832737	7.844e-14	5.842e-11	2.691e-10	5.641e-14
16:54266500-54266600	1.175e-10	1.979e-14	1.265e-12	1.633e-15
4:99323834-99323934	1.903e-10	5.921e-11	4.242e-11	2.52e-18
17:75413060-75413160	1.284e-11	9.69e-09	6.877e-11	3.284e-12
7:99662448-99662548	2.5e-14	3.905e-10	7.515e-12	4.204e-18
9:133506812-133506912	2.217e-14	1.2e-15	1.938e-15	1.769e-22
10:45594218-45594318	1.186e-08	2.231e-12	4.08e-05	1.512e-19
1:16896177-16896277	1.449e-10	2.632e-10	4.683e-12	7.716e-19
2:105038248-105038348	1.097e-13	5.813e-10	0.000328	3.976e-16
X:131741918-131742018	1.185e-07	9.319e-09	2.366e-10	7.798e-20
15:59738816-59738916	2.922e-10	1.242e-11	1.259e-11	1.577e-13
8:144853337-144853437	3.624e-16	2.54e-12	5.304e-05	6.359e-17
2:21005192-21005292	1.106e-11	8.191e-12	7.208e-14	1.242e-19
1:64537004-64537104	1.535e-10	2.761e-12	6.677e-13	1.835e-18
12:56477082-56477182	3.949e-12	4.653e-10	5.143e-12	7.069e-15
13:47136236-47136336	4.725e-10	4.529e-10	3.694e-12	1.939e-15
1:43650452-43650552	4.155e-12	1.226e-09	1.224e-10	8.892e-15
9:124862354-124862454	1.887e-07	2.835e-12	2.763e-08	1.041e-18
11:65381944-65382044	1.767e-12	8.807e-09	1.713e-08	1.279e-13
14:32203240-32203340	2.077e-13	9.953e-12	3.792e-10	5.066e-20
6:45445933-45446033	3.116e-09	2.376e-12	8.987e-09	3.909e-15
17:41777681-41777781	2.137e-14	2.76e-09	1.269e-14	2.853e-16
14:81219420-81219520	9.652e-10	3.03e-09	5.739e-12	4.359e-17
8:11862734-11862834	8.836e-13	1.605e-13	1.089e-08	5.271e-15
6:13562593-13562693	2.195e-10	3.341e-13	2.849e-15	5.852e-20
7:140049376-140049476	1.671e-12	3.017e-13	8.189e-14	3.157e-15
7:100538859-100538959	1.191e-13	1.758e-13	2.33e-06	1.101e-14
10:46032206-46032306	5.693e-17	1.758e-13	1.938e-16	1.101e-14
16:12771340-12771440	1.642e-12	4.795e-10	3.222e-06	2.121e-18
18:36129960-36130060	2.38e-12	3.41e-12	5.798e-12	7.039e-18
12:55817618-55817718	0.002706	2.558e-09	6.965e-11	1.921e-18
2:202186065-202186165	2.682e-13	1.693e-11	3.621e-11	7.084e-17
2:20593566-20593666	4.254e-10	2.853e-10	7.766e-10	2.364e-18
15:78065584-78065684	9.648e-13	1.524e-11	1.788e-11	2.079e-16
14:92794159-92794259	1.392e-12	2.675e-06	1.104e-09	8.334e-15
3:150252646-150252746	1.509e-13	1.854e-11	3.314e-13	8.365e-20
16:67562143-67562243	1.659e-13	8.017e-10	1.846e-12	1.624e-15
19:58511909-58512009	7.146e-11	7.328e-13	3.932e-11	1.307e-15
3:51975710-51975810	1.002e-11	2.679e-10	5.14e-11	7.612e-17
1:203536989-203537089	4.791e-15	1.487e-13	6.077e-16	5.829e-21
4:48780502-48780602	3.275e-11	3.726e-11	3.672e-11	2.924e-17
1:215567119-215567219	1.211e-07	2.839e-14	2.416e-06	1.829e-19
3:14651852-14651952	1.109e-11	5.714e-12	3.439e-11	3.464e-18
12:55729490-55729590	1.841e-13	5.189e-10	1.192e-11	5.548e-16
2:8659214-8659314	1.274e-11	3.204e-12	6.512e-11	6.249e-15
6:4021219-4021319	2.976e-15	1.325e-14	2.393e-10	1.825e-16
5:132501453-132501553	8.006e-08	3.109e-08	4.373e-13	1.426e-17
11:34318615-34318715	7.58e-11	8.503e-12	1.471e-12	9.003e-18
5:168288491-168288591	5.883e-11	5.383e-11	2.544e-07	1.232e-16
17:42964485-42964585	4.955e-12	1.156e-12	3.182e-09	1.936e-18
15:40092502-40092602	2.084e-09	5.009e-13	2.628e-11	9.481e-15
17:50636511-50636611	2.289e-12	7e-08	2.707e-09	1.542e-16
2:164810920-164811020	2.289e-12	7e-08	2.707e-09	1.542e-16
3:52828047-52828147	1.732e-10	1.228e-09	3.955e-11	1.24e-16
7:99374577-99374677	3.023e-14	1.541e-12	0.0001242	2.753e-11
10:70885933-70886033	4.569e-12	2.441e-11	4.17e-12	6.229e-17
11:66958457-66958557	8.968e-14	1.841e-10	1.731e-09	1.129e-15
2:233761718-233761818	6.799e-13	5.16e-10	1.524e-10	6.233e-19
2:96357278-96357378	3.497e-07	3.206e-10	7.144e-12	3.401e-18
11:9613227-9613327	4.447e-09	5.552e-15	9.558e-13	7.798e-16
17:31724191-31724291	6.72e-12	1.169e-17	5.155e-12	2.439e-22
1:223886791-223886891	1.138e-09	4.179e-11	2.127e-11	1.774e-16
2:176553897-176553997	8.25e-12	1.543e-09	2.586e-11	6.448e-13
9:128103339-128103439	6.602e-10	1.195e-13	2.251e-11	2.958e-17
8:22383938-22384038	4.904e-10	1.014e-12	2.267e-12	1.104e-13
19:17419665-17419765	6.599e-12	4.873e-15	1.775e-12	1.611e-18
2:111176478-111176578	2.121e-09	9.724e-12	1.193e-10	4.656e-13
1:201955395-201955495	9.312e-09	2.395e-10	1.236e-07	1.567e-17
4:73409526-73409626	1.29e-05	1.112e-10	1.063e-12	1.984e-17
8:100559754-100559854	1.195e-15	9.867e-11	1.305e-06	1.369e-17
6:20534371-20534471	3.572e-12	1.501e-11	2.882e-12	5.636e-18
4:184649747-184649847	3.907e-13	2.286e-13	4.962e-08	1.149e-16
2:148020790-148020890	7.153e-11	2.709e-11	2.469e-12	1.633e-17
8:73358563-73358663	2.614e-23	2.709e-11	2.469e-12	1.633e-17
13:26988249-26988349	1.411e-09	2.675e-13	3.489e-12	1.577e-17
15:88467639-88467739	1.016e-13	1.925e-13	6.687e-10	1.715e-16
8:96378038-96378138	7.562e-16	7.998e-14	9.382e-13	6.311e-18
14:54839811-54839911	1.516e-10	5.586e-13	6.061e-12	1.709e-13
2:210579448-210579548	3.385e-11	1.018e-13	2.778e-13	1.263e-19
10:13586840-13586940	6.919e-13	9.571e-07	2.977e-11	4.188e-18
2:226760878-226760978	9.423e-10	5.353e-11	1.556e-10	1.346e-14
7:155312083-155312183	6.052e-10	3.783e-14	4.401e-13	6.564e-19
17:67289442-67289542	7.574e-11	5.986e-14	7.18e-12	2.889e-21
17:78351497-78351597	1.053e-14	4.912e-09	2.992e-11	3.86e-16
13:100524064-100524164	1.095e-12	4.457e-09	8.617e-12	1.942e-14
16:57299589-57299689	1.023e-14	1.294e-13	2.937e-13	3.213e-19
19:58387204-58387304	4.614e-12	1.845e-11	4.003e-09	5.17e-17
2:233566839-233566939	1.126e-14	9.858e-12	2.292e-09	4.709e-18
10:119892411-119892511	1.857e-06	8.434e-13	1.566e-10	4.178e-19
12:9077245-9077345	5.027e-13	5.75e-11	1.201e-13	2.895e-16
9:89662127-89662227	3.776e-09	8.879e-11	3.753e-09	5.147e-18
4:154573504-154573604	7.112e-08	1.743e-12	3.826e-12	7.045e-17
12:14774361-14774461	2.006e-11	1.845e-13	1.07e-09	1.436e-15
1:184627039-184627139	7.828e-14	9.753e-14	6.631e-12	9.12e-17
17:7042655-7042755	3.409e-12	8.533e-10	0.001572	2.281e-14
2:38148641-38148741	2.905e-05	2.286e-13	4.637e-12	3.804e-19
9:128657034-128657134	8.629e-11	8.944e-10	2.38e-05	1.315e-13
19:9791753-9791853	2.883e-08	3.031e-11	2.233e-10	1.736e-17
12:121876546-121876646	8.843e-10	2.065e-13	5.636e-14	8.675e-19
17:5111917-5112017	1.186e-12	1.262e-10	8.718e-09	4.44e-16
4:17559327-17559427	1.333e-22	1.262e-10	8.718e-09	4.44e-16
1:82515834-82515934	2.168e-14	3.645e-13	1.089e-12	1.604e-17
5:95844098-95844198	1.101e-14	2.67e-11	1.549e-13	3.914e-15
8:98297370-98297470	1.042e-09	3.404e-12	1.001e-12	2.261e-17
19:46991217-46991317	1.894e-12	1.683e-12	2.547e-11	9.831e-17
13:30398833-30398933	5.565e-12	3.581e-13	2.776e-11	9.341e-19
2:41848196-41848296	6.553e-10	1.859e-15	5.353e-12	5.639e-18
19:43951153-43951253	1.643e-13	2.049e-12	3.731e-06	1.625e-17
19:1383771-1383871	3.046e-11	3.684e-11	2.215e-11	3.873e-15
14:94625216-94625316	2.87e-11	5.191e-14	1.461e-09	2.636e-14
1:43707198-43707298	2.469e-11	4.796e-12	2.806e-08	3.038e-17
16:85291653-85291753	9.565e-13	3.502e-10	3.964e-12	1.866e-15
22:29031039-29031139	1.85e-13	1.002e-10	5.422e-12	7.693e-19
16:31459385-31459485	1.243e-13	2.098e-11	2.725e-11	4.162e-19
20:20493067-20493167	2.706e-11	2.093e-13	4.051e-13	2.908e-11
20:57561013-57561113	1.606e-11	4.261e-13	5.505e-12	4.735e-16
15:100602173-100602273	2.035e-09	3.25e-10	2.824e-10	1.268e-18
12:112938308-112938408	2.552e-14	2.082e-12	1.826e-10	8.183e-19
10:91552886-91552986	2.483e-11	2.488e-05	8.168e-11	8.386e-17
2:42788018-42788118	1.687e-11	2.49e-11	2.227e-11	5.657e-17
19:1259339-1259439	6.108e-13	8.104e-11	1.513e-11	1.529e-16
1:58785214-58785314	4.406e-13	2.482e-06	2.308e-09	6.889e-19
7:55571733-55571833	8.276e-17	2.327e-08	0.0005497	1.22e-17
7:95550284-95550384	2.136e-11	4.667e-09	3.014e-12	6.062e-13
3:149298401-149298501	3.541e-12	9.993e-16	1.167e-12	4.522e-21
2:17754049-17754149	1.631e-14	9.849e-11	3.976e-07	4.583e-18
6:37799420-37799520	1.445e-11	1.866e-12	1.185e-10	4.886e-14
12:88142139-88142239	7.208e-12	7.3e-14	4.642e-11	1e-16
14:76961772-76961872	1.084e-13	3.332e-11	1.237e-10	1.007e-14
17:4807028-4807128	5.074e-14	1.469e-13	3.86e-08	3.781e-16
17:39980655-39980755	2.27e-13	5.67e-14	1.852e-09	3.078e-17
19:54203351-54203451	6.157e-13	9.25e-14	1.377e-09	9.28e-19
5:90409521-90409621	3.296e-15	2.267e-13	1.215e-09	7.609e-13
11:69427546-69427646	3.673e-12	1.376e-10	4.719e-13	8.824e-16
5:56358980-56359080	2.763e-11	3.61e-12	8.257e-12	2.139e-16
17:81683705-81683805	3.525e-14	5.777e-08	2.006e-10	2.482e-17
11:121932086-121932186	7.389e-12	1.194e-15	8.611e-13	1.205e-17
19:54189803-54189903	5.569e-16	7.32e-16	3.975e-14	1.367e-20
20:4961862-4961962	7.815e-13	2.494e-12	1.237e-13	2.069e-17
17:81285616-81285716	2.089e-13	4.099e-11	1.748e-07	8.033e-18
1:2250919-2251019	8.883e-09	7.793e-12	1.617e-09	9.497e-18
9:133768936-133769036	1.58e-07	8.5e-12	5.059e-11	2.901e-17
11:63671555-63671655	5.152e-15	5.586e-10	4.447e-08	2.473e-18
3:186717220-186717320	3.333e-14	2.334e-12	9.523e-09	1.884e-14
17:19271920-19272020	1.946e-05	1.905e-08	9.299e-05	1.205e-15
13:45335820-45335920	2.248e-10	3.792e-10	1.909e-13	9.613e-13
13:113647666-113647766	1.629e-10	5.168e-11	1.215e-10	1.037e-18
9:128763056-128763156	2.095e-12	4.482e-15	1.677e-14	4.621e-18
7:79454187-79454287	7.611e-14	9.856e-11	6.086e-08	8.56e-19
17:31901400-31901500	6.547e-11	2.663e-13	3.42e-12	5.065e-19
15:84884184-84884284	1.66e-14	3.261e-09	4.879e-12	5.568e-17
1:113759809-113759909	1.66e-14	3.261e-09	4.879e-12	5.568e-17
11:79050020-79050120	2.909e-13	1.849e-14	1.192e-11	4.974e-16
4:139555236-139555336	3.653e-11	5.065e-12	5.968e-10	7.584e-19
17:18183277-18183377	2.605e-10	3.527e-11	5.639e-12	1.104e-13
14:69879312-69879412	6.677e-14	2.804e-11	1.944e-10	1.388e-21
1:220046652-220046752	9.709e-07	1.114e-10	5.212e-12	5.947e-17
19:17075506-17075606	5.025e-13	6.725e-12	1.631e-10	9.237e-18
11:61815392-61815492	9.803e-12	1.811e-11	7.73e-10	1.836e-18
14:68786495-68786595	2.187e-15	2.125e-10	1.031e-12	5.354e-16
21:37221278-37221378	3.834e-10	2.115e-09	9.232e-09	1.22e-15
11:76770801-76770901	2.881e-10	3.299e-14	4.4e-11	7.77e-21
14:75258276-75258376	4.116e-10	2.934e-10	1.378e-11	7.489e-19
2:39504582-39504682	3.705e-11	3.341e-12	6.52e-12	4.739e-16
6:27810003-27810103	1.638e-10	5.396e-13	1.686e-10	1.442e-18
14:37596248-37596348	2.392e-12	1.867e-12	1.791e-08	8.748e-17
17:39199976-39200076	6.527e-14	1.746e-12	3.999e-10	1.68e-19
5:177592029-177592129	1.023e-12	1.212e-11	9.752e-07	2.506e-17
20:8144900-8145000	4.132e-12	7.73e-14	9.022e-10	5.702e-11
19:37334494-37334594	2.117e-14	3.437e-11	2.324e-11	9.58e-15
21:34202037-34202137	6.109e-10	2.638e-11	4.912e-10	2.899e-09
1:93963803-93963903	1.781e-12	1.216e-14	1.346e-11	7.746e-19
6:131548523-131548623	5.894e-10	1.376e-13	7.66e-15	2.037e-18
