SEQID	USF2	MAX	BHLHE40
3:37998531-37998631	0.0005119	0.001649	0.0001484
21:34544920-34545020	2.521e-15	8.224e-12	3.389e-13
19:38852718-38852818	2.462e-16	3.016e-08	1.261e-07
14:35535539-35535639	7.889e-07	1.153e-06	4.72e-06
13:99282227-99282327	4.967e-17	8.8e-11	1.439e-09
9:94726838-94726938	7.82e-14	2.798e-10	8.665e-12
3:46970937-46971037	1.405e-16	5.865e-10	1.753e-09
17:1577601-1577701	2.853e-12	2.11e-08	6.198e-08
16:67674398-67674498	2e-17	2.111e-09	1.951e-12
3:20773670-20773770	2.254e-11	3.554e-09	3.552e-11
8:96444296-96444396	3.224e-11	7.731e-08	6.335e-11
22:38057552-38057652	4.822e-11	1.925e-09	1.989e-11
16:48410365-48410465	1.936e-11	8.891e-09	3.51e-11
3:188001385-188001485	2.072e-08	2.186e-07	1.386e-10
4:140150567-140150667	2.174e-12	3.175e-06	9.546e-06
3:16331695-16331795	9.298e-23	1.103e-14	9.1e-14
6:31681036-31681136	4.7e-05	0.0001503	8.26e-09
6:131575357-131575457	3.353e-09	8.15e-07	1.669e-07
6:108579242-108579342	8.613e-15	2.434e-11	3.885e-10
19:35043759-35043859	6.542e-11	4.462e-09	4.817e-11
22:50531049-50531149	1.245e-13	4.732e-10	2.155e-09
3:112991064-112991164	7.845e-12	7.959e-07	2.394e-07
22:25383256-25383356	2.064e-19	2.484e-14	1.051e-11
15:50778443-50778543	1.449e-18	8.444e-11	1.556e-12
22:42887050-42887150	3.122e-06	4.635e-07	4.406e-07
9:89180367-89180467	2.891e-11	1.515e-10	3.223e-10
9:19431875-19431975	2.681e-11	2.113e-10	5.224e-11
11:111778713-111778813	1.101e-15	6.3e-12	1.205e-13
3:43298624-43298724	6.662e-11	1.998e-08	1.166e-09
X:10083500-10083600	5.507e-10	1.148e-06	8.868e-08
12:107658014-107658114	1.726e-12	1.227e-09	1.618e-10
19:3375751-3375851	1.719e-11	2.182e-07	8.411e-09
6:132714222-132714322	1.719e-11	1.329e-21	1.134e-16
8:85535741-85535841	3.196e-17	1.499e-11	2.203e-12
11:95790133-95790233	1.662e-12	1.675e-06	1.073e-08
6:313611-313711	4.997e-05	8.267e-06	1.468e-08
20:31704993-31705093	9.497e-23	3.948e-14	4.898e-13
22:28799522-28799622	1.8e-16	3.328e-11	1.253e-10
1:234719818-234719918	5.51e-16	9.98e-11	2.552e-13
3:187292574-187292674	5.57e-17	9.443e-11	3.564e-13
19:42296405-42296505	2.114e-13	3.511e-08	1.806e-10
8:127759878-127759978	2.415e-10	7.846e-09	1.251e-10
10:101354053-101354153	5.613e-17	1.221e-10	1.359e-10
5:56909340-56909440	9.709e-13	9.925e-09	1.184e-09
16:2037028-2037128	1.24e-13	5.211e-09	7.772e-10
2:102121078-102121178	1.025e-15	1.149e-08	1.069e-09
1:243254607-243254707	2.102e-18	2.639e-12	8.094e-13
1:228140218-228140318	3.504e-10	1.815e-08	3.32e-08
17:80147381-80147481	3.468e-15	3.991e-08	6.146e-10
13:99201694-99201794	3.445e-10	2.12e-06	8.912e-09
1:44632078-44632178	7.445e-10	4.2e-07	5.71e-09
16:11551190-11551290	1.673e-16	3.07e-09	1.863e-09
14:68821014-68821114	2.137e-09	1.515e-10	7.226e-11
1:89820928-89821028	1.365e-11	6.494e-08	4.643e-06
14:75273589-75273689	1.698e-11	6.059e-07	2.972e-08
1:175072791-175072891	3.666e-12	5.233e-08	3.252e-11
7:47475570-47475670	3.356e-11	5.257e-08	1.34e-07
12:47949997-47950097	5.448e-11	5.272e-10	3.928e-11
8:43093302-43093402	2.345e-13	2.469e-11	1.721e-11
21:42893277-42893377	2.256e-11	7.436e-07	1.024e-08
4:76420722-76420822	1.071e-12	3.257e-09	1.492e-11
14:94394734-94394834	6.831e-16	3.11e-11	1.43e-09
15:72474312-72474412	4.099e-14	4.741e-10	2.421e-12
16:84922771-84922871	6.282e-12	3.654e-09	5.779e-12
17:81734036-81734136	1.58e-11	4.206e-10	1.537e-10
1:159581793-159581893	1.162e-06	3.278e-07	1.928e-10
19:33438617-33438717	4.325e-14	1.646e-10	1.815e-12
14:68923274-68923374	6.973e-14	2.44e-11	1.262e-11
17:74427528-74427628	1.228e-10	8.618e-09	1.611e-09
15:96327052-96327152	4.237e-20	3.296e-11	6.206e-13
10:72317323-72317423	6.181e-13	2.174e-09	7.819e-11
17:51560180-51560280	1.649e-15	9.802e-10	1.362e-10
4:127633218-127633318	1.573e-07	0.0006996	1.096e-06
9:127715848-127715948	3.032e-15	5.814e-08	1.413e-09
6:44172853-44172953	3.062e-15	1e-09	3.448e-09
11:118635186-118635286	1.365e-13	3.533e-10	7.717e-11
16:67674061-67674161	2.94e-11	3.89e-09	1.168e-11
6:154440369-154440469	2.693e-12	4.143e-08	3.256e-07
12:104303776-104303876	1.718e-11	1.43e-07	5.932e-09
1:197146840-197146940	7.699e-15	1.841e-11	7.96e-12
9:113615257-113615357	5.919e-12	4.745e-09	7.782e-11
12:46384128-46384228	1.715e-12	1.499e-08	3.048e-10
10:97633658-97633758	2.461e-16	1.408e-10	1.175e-11
17:2392341-2392441	9.661e-12	7.333e-07	5.417e-07
5:78986123-78986223	2.68e-14	3.269e-07	1.562e-09
1:205319858-205319958	1.115e-15	8.318e-11	3.549e-12
4:77698537-77698637	3.982e-13	2.472e-07	8.638e-09
16:70428713-70428813	0.0007348	0.002212	1.317e-06
19:49085699-49085799	1.081e-11	6.096e-09	1.43e-09
15:84924623-84924723	6.389e-12	1.681e-10	1.179e-10
5:90529882-90529982	1.91e-12	4.914e-09	4.213e-09
21:15468766-15468866	1.141e-09	7.333e-08	3.591e-12
12:56645647-56645747	7.212e-16	1.275e-09	5.318e-12
3:132722199-132722299	7.666e-13	5.728e-09	5.824e-10
10:72260372-72260472	1.155e-10	4.056e-07	3.561e-11
3:169769408-169769508	5.724e-15	1.087e-09	2.231e-08
9:93095880-93095980	1.577e-13	5.821e-08	1.554e-07
19:3108531-3108631	5.685e-12	2.138e-10	1.239e-10
1:18464684-18464784	3.305e-12	6.666e-09	3.435e-09
19:13731798-13731898	1.679e-05	0.002882	3e-07
2:196068934-196069034	4.809e-15	3.071e-10	3.083e-11
1:17994450-17994550	9.165e-20	1.97e-12	2.349e-12
1:10686556-10686656	4.134e-05	1.513e-07	2.028e-09
9:35072899-35072999	1.981e-10	2.633e-06	4.251e-08
22:30882211-30882311	2.273e-16	3.819e-10	2.93e-12
10:98419931-98420031	4.332e-16	2.944e-10	1.494e-10
7:103389041-103389141	6.034e-10	2.698e-08	9.849e-12
9:112334221-112334321	3.734e-17	3.459e-13	1.849e-13
6:109318598-109318698	7.093e-12	1.235e-05	3.681e-07
14:96284551-96284651	1.078e-15	3.068e-13	3.355e-11
18:11850334-11850434	7.147e-11	1.09e-09	1.41e-09
6:35728458-35728558	3.254e-12	1.738e-09	1.628e-10
1:20186060-20186160	7.283e-12	7.608e-10	5.21e-09
6:32852909-32853009	1.604e-15	1.184e-08	8.903e-10
17:560794-560894	5.709e-10	1.515e-09	1.695e-09
1:202958774-202958874	2.343e-11	1.878e-07	1.139e-06
11:75204394-75204494	1.957e-14	1.219e-09	7.741e-12
19:58337138-58337238	4.237e-10	3.06e-08	4.763e-11
1:155085339-155085439	7.967e-12	9.036e-07	4.207e-09
8:97363943-97364043	1.743e-12	1.48e-07	7.187e-10
15:52780527-52780627	5.703e-14	6.836e-11	3.802e-12
19:48813567-48813667	1.275e-10	3.796e-07	7.339e-11
2:190334843-190334943	1.71e-13	5.306e-09	4.493e-12
4:184797368-184797468	5.076e-10	1.506e-07	4.394e-09
2:231687702-231687802	1.85e-14	4.304e-10	4.003e-09
16:81096648-81096748	7.834e-11	1.523e-05	6.691e-09
17:35119732-35119832	1.345e-15	1.214e-10	4.228e-08
17:7631885-7631985	3.745e-11	7.214e-09	9.288e-11
21:26843232-26843332	3.539e-16	1.001e-11	7.24e-13
18:7273902-7274002	3.244e-13	1.522e-10	8.17e-10
12:120302535-120302635	1.011e-14	7.423e-07	1.042e-07
5:91383874-91383974	2.807e-13	7.412e-10	5.179e-11
11:35192670-35192770	4.673e-11	3.645e-10	1.119e-10
19:49877474-49877574	0.003084	0.001306	0.0001776
12:50932985-50933085	1.336e-15	2.874e-10	1.695e-12
1:222465790-222465890	6.917e-08	1.479e-05	8.626e-08
9:130499203-130499303	2.318e-10	3.737e-08	2.49e-11
20:45935488-45935588	1.493e-14	6.71e-10	2.942e-10
10:112266068-112266168	1.416e-20	3.292e-13	2.377e-14
12:56128282-56128382	4.36e-11	1.303e-09	9.696e-12
13:24218291-24218391	7.753e-12	2.955e-09	4.007e-12
18:24398226-24398326	1.807e-11	4.724e-07	1.111e-08
21:45525642-45525742	1.658e-10	4.19e-09	6.467e-11
1:201397142-201397242	1.433e-08	3.757e-07	7.877e-09
7:56064388-56064488	5.504e-16	1.939e-11	9.087e-11
11:68313714-68313814	2.284e-09	3.6e-07	5.718e-07
16:4314289-4314389	1.708e-10	2.64e-08	3.157e-09
2:138501593-138501693	2.142e-13	5.5e-10	5.195e-10
17:29929555-29929655	5.711e-12	3.974e-10	4.325e-09
17:78592484-78592584	9.622e-12	2.068e-09	2.414e-09
2:46847520-46847620	2.608e-13	6.49e-07	1.087e-08
12:50110487-50110587	1.962e-12	1.62e-09	8.217e-12
19:40832143-40832243	6.477e-12	3.688e-11	1.878e-12
6:26538296-26538396	2.233e-13	1.068e-09	8.754e-10
1:226664968-226665068	8.63e-05	8.847e-07	1.092e-08
2:8139571-8139671	1.012e-16	4.493e-12	3.454e-10
5:42552979-42553079	2.717e-15	2.388e-09	1.607e-11
20:41497524-41497624	1.304e-10	2.158e-09	2.473e-10
16:12097917-12098017	4.342e-07	8.601e-06	1.227e-07
14:20990488-20990588	4.625e-11	1.437e-09	6.199e-09
3:20861778-20861878	5.125e-17	2.154e-09	4.888e-13
1:17054271-17054371	3.974e-14	8.65e-12	9.339e-12
1:8878074-8878174	3.008e-09	4.261e-06	3.447e-09
8:125576546-125576646	2.585e-18	1.649e-11	1.445e-12
5:58462217-58462317	1.541e-12	8.788e-09	2.645e-10
18:49562052-49562152	5.112e-16	4.073e-09	5.91e-09
11:125404584-125404684	3.232e-11	2.46e-08	3.146e-10
11:45391673-45391773	1.092e-11	3.313e-09	1.661e-10
6:112254126-112254226	3.389e-12	1.129e-05	1.713e-08
22:25390784-25390884	1.343e-07	4.168e-07	4.947e-08
17:4500265-4500365	1.381e-05	0.004254	4.781e-05
2:27093206-27093306	4.613e-06	1.016e-06	4.61e-09
17:42562681-42562781	8.76e-11	3.25e-08	1.86e-07
11:68314987-68315087	1.827e-07	2.497e-07	1.135e-06
15:50765697-50765797	2.525e-14	6.592e-10	1.062e-09
13:113154705-113154805	3.82e-06	5.709e-05	3.541e-09
14:69674107-69674207	6.074e-08	2.035e-06	2.889e-07
9:35732598-35732698	6.885e-12	8.132e-11	1.004e-10
4:10064010-10064110	5.747e-11	2.78e-08	2.966e-11
14:103335391-103335491	1.317e-13	7.697e-08	3.261e-10
19:45886437-45886537	6.625e-21	5.478e-15	3.772e-16
16:81076924-81077024	3.617e-12	1.703e-10	1.655e-11
7:25950084-25950184	2.193e-11	1.581e-09	1.461e-09
20:32208306-32208406	2.193e-11	1.581e-09	1.461e-09
1:95117032-95117132	2.821e-09	5.27e-09	4.568e-09
13:24160743-24160843	1.198e-15	1.898e-10	1.533e-08
1:39646803-39646903	2.642e-12	1.071e-08	3.254e-10
14:20684351-20684451	1.496e-13	4.007e-09	9.877e-09
2:119434764-119434864	1.751e-10	2.199e-07	2.983e-09
15:49046756-49046856	2.049e-11	2.047e-09	1.177e-08
X:43656541-43656641	2.537e-14	1.817e-09	1.54e-11
7:55181499-55181599	3.61e-07	2.633e-06	5.87e-07
18:35241209-35241309	1.515e-14	2.134e-08	6.91e-09
2:99852782-99852882	2.874e-10	4.256e-08	2.361e-11
1:178542282-178542382	6.095e-15	3.923e-09	1.188e-10
2:156342807-156342907	1.912e-15	4.727e-10	9.768e-10
14:104801524-104801624	1.835e-14	1.187e-09	3.888e-10
2:112600393-112600493	2.423e-17	2.39e-11	7.739e-13
20:50483803-50483903	1.275e-17	6.041e-11	9.967e-11
9:136852203-136852303	2.308e-07	1.103e-06	3.168e-08
1:27031826-27031926	1.034e-16	5.815e-10	1.13e-09
15:34210335-34210435	4.137e-13	3.472e-09	2.007e-11
1:84479618-84479718	2.241e-06	0.002434	1.859e-06
11:63613898-63613998	1.702e-11	8.15e-09	1.329e-11
14:54565516-54565616	3.332e-11	6.062e-07	1.601e-07
15:74011251-74011351	3.116e-09	5.531e-07	2.229e-09
15:101445924-101446024	6.321e-11	9.408e-11	5.81e-11
10:117175254-117175354	1.205e-12	1.486e-06	1.658e-05
18:2939726-2939826	8.293e-12	6.132e-08	9.02e-10
16:30446184-30446284	4.924e-06	1.26e-05	2.027e-06
3:150412808-150412908	1.346e-10	2.696e-08	2.339e-10
8:109540338-109540438	1.017e-09	2.01e-07	3.848e-07
6:131587759-131587859	1.111e-12	2.656e-09	4.991e-11
19:11987766-11987866	8.584e-11	1.771e-08	2.144e-06
8:143568134-143568234	2.126e-11	1.468e-08	5.343e-12
19:38728481-38728581	7.978e-14	1.569e-09	3.069e-09
17:35913684-35913784	1.85e-12	2.642e-10	2.494e-11
10:112826342-112826442	2.832e-12	3.841e-09	1.476e-11
19:2841391-2841491	3.311e-12	3.52e-10	8.152e-09
8:18851690-18851790	3.176e-12	1.016e-08	1.614e-11
17:48053847-48053947	1.104e-06	1.38e-06	2.982e-08
17:55302329-55302429	3.157e-12	1.151e-07	2.459e-08
5:6596765-6596865	3.157e-12	1.151e-07	2.459e-08
6:42960956-42961056	3.431e-10	2.697e-08	1.352e-09
11:111335026-111335126	2.072e-10	2.543e-09	9.05e-11
11:69297498-69297598	2.771e-10	2.887e-09	1.013e-09
1:154408483-154408583	4.693e-15	6.953e-09	2.148e-07
13:100674955-100675055	5.818e-12	2.028e-10	6.424e-10
3:125482692-125482792	5.098e-15	3.278e-10	3.269e-10
10:133530864-133530964	6.241e-14	1.529e-08	4.039e-09
6:81831758-81831858	7.68e-22	4.944e-12	2.368e-13
6:139371233-139371333	9.422e-18	3.047e-12	2.317e-12
11:68313480-68313580	8.696e-11	1.485e-07	3.277e-08
19:13116867-13116967	4.225e-20	9.269e-12	2.553e-13
2:43227994-43228094	1.847e-12	2.863e-08	3.704e-12
16:69310872-69310972	1.847e-12	8.827e-21	6.898e-17
11:67650756-67650856	1.324e-12	2.755e-09	1.036e-08
19:58513855-58513955	1.974e-12	3.046e-10	8.617e-12
2:37084455-37084555	1.937e-11	8.899e-08	1.382e-08
10:5071993-5072093	1.754e-15	8.873e-11	1.157e-12
6:26572053-26572153	9.954e-12	5.232e-09	1.539e-11
7:36158577-36158677	3.56e-11	1.169e-09	9.731e-12
X:111681409-111681509	2.119e-08	1.784e-07	8.478e-09
19:16373919-16374019	4.801e-10	4.781e-10	1.009e-10
18:22170155-22170255	9.868e-20	1.464e-13	6.526e-12
2:237673426-237673526	9.935e-16	2.301e-10	2.629e-09
3:58211386-58211486	1.43e-13	1.561e-09	1.315e-11
7:98419360-98419460	1.697e-13	1.744e-09	9.788e-14
2:70141391-70141491	3.707e-11	6.866e-09	3.87e-09
14:73851841-73851941	2.823e-10	1.363e-06	5.049e-06
17:44324361-44324461	1.484e-15	6.67e-12	1.712e-10
10:80196546-80196646	3.449e-10	1.196e-09	4.413e-10
11:67082005-67082105	1.051e-11	8.918e-11	1.106e-09
16:4862870-4862970	1.852e-10	1.269e-08	9.476e-10
1:204151457-204151557	1.061e-14	9.606e-10	9.877e-08
13:33258687-33258787	3.943e-16	5.931e-12	1.085e-12
1:51617477-51617577	4.988e-16	2.908e-10	1.219e-12
3:50324386-50324486	4.641e-05	3.825e-06	1.612e-06
7:4632055-4632155	1.793e-15	1.459e-08	3.468e-12
1:19073701-19073801	2.885e-10	9.116e-09	2.382e-09
1:36321664-36321764	4.228e-11	3.865e-07	3.598e-10
14:95534871-95534971	8.414e-10	1.666e-08	2.321e-10
5:181207033-181207133	3.231e-13	7.638e-08	2.134e-09
6:106728651-106728751	2.106e-09	7.932e-09	3.907e-09
12:7129965-7130065	5.582e-13	4.243e-09	5.638e-11
16:67774443-67774543	2.62e-13	1.841e-09	2.233e-08
20:1392414-1392514	2.426e-15	1.194e-10	9.133e-12
20:50958959-50959059	2.779e-15	1.121e-09	1.889e-08
17:45312297-45312397	2.476e-10	2.919e-06	1.355e-07
7:44155876-44155976	4.892e-05	3.659e-05	9.244e-08
19:1041094-1041194	9.536e-11	4.418e-09	7.912e-11
19:40796640-40796740	6.773e-06	9.972e-07	2.252e-09
19:12782486-12782586	1.24e-10	3.678e-06	1.689e-05
16:67150982-67151082	0.004664	0.001306	0.0001776
2:19871-19971	1.355e-11	2.952e-09	2.431e-09
10:131477880-131477980	4.774e-16	4.911e-10	1.194e-10
6:36986785-36986885	2.12e-15	1.647e-09	1.341e-10
1:223143224-223143324	1.128e-06	1.118e-06	3.239e-08
8:144078735-144078835	8.924e-16	4.981e-09	1.79e-10
19:17406018-17406118	3.591e-08	3.694e-07	5.281e-08
22:49954318-49954418	4.407e-10	2.313e-07	9.345e-11
6:63352192-63352292	1.722e-05	1.026e-05	6.008e-08
1:153774809-153774909	2.951e-15	2.5e-10	1.384e-10
14:102849966-102850066	1.129e-14	2.769e-09	1.039e-10
19:3098911-3099011	2.517e-16	8.259e-11	2.472e-08
1:206667256-206667356	2.825e-12	8.431e-09	1.023e-10
5:86618145-86618245	6.245e-09	1.789e-07	1.317e-07
5:173144601-173144701	2.462e-13	2.732e-11	1.368e-08
18:31593095-31593195	2.677e-10	6.972e-09	1.776e-10
15:60592549-60592649	0.0005459	6.626e-06	5.11e-08
19:50476721-50476821	1.186e-13	1.372e-06	2.906e-06
12:102062277-102062377	1.707e-17	2.812e-12	6.727e-14
11:124644798-124644898	2.634e-08	0.0005864	2.373e-05
19:51356535-51356635	0.0001239	3.756e-05	5.86e-06
15:82530973-82531073	5.766e-11	5.287e-08	1.079e-07
7:75918537-75918637	1.058e-13	2.275e-09	2.231e-08
14:24310314-24310414	2.171e-16	9.454e-12	5.536e-13
20:3629040-3629140	1.393e-15	1.91e-10	2.595e-10
6:57317735-57317835	1.093e-14	9.621e-11	6.26e-12
20:56359480-56359580	5.839e-11	1.218e-06	3.566e-09
21:39445614-39445714	3.497e-13	8.737e-10	9.429e-12
3:56682655-56682755	1.714e-13	1.87e-09	3.523e-12
12:6535498-6535598	2.286e-12	5.792e-09	1.004e-09
14:68791947-68792047	8.653e-18	8.652e-12	9.002e-14
10:80498061-80498161	1.029e-13	8.196e-10	8.304e-12
5:140574436-140574536	7.082e-11	6.072e-09	5.226e-10
5:42949253-42949353	1.486e-17	3.602e-12	1.614e-13
X:47193762-47193862	1.269e-13	1.993e-08	4.088e-10
19:56839058-56839158	3.825e-07	3.758e-07	2.616e-10
3:129598994-129599094	2.554e-12	1.407e-09	9.75e-11
16:9396174-9396274	5.655e-08	1.694e-06	5.28e-08
1:1758989-1759089	8.87e-07	3.525e-07	9.374e-09
6:87472844-87472944	7.461e-11	3.897e-08	1.298e-11
9:121286176-121286276	2.246e-10	6.442e-07	4.228e-06
2:8392979-8393079	4.936e-11	6.481e-09	1.477e-11
11:126173079-126173179	7.4e-10	5.625e-06	3.778e-09
2:10450317-10450417	4.652e-12	7.307e-10	2.581e-11
14:58272811-58272911	2.8e-09	6.096e-10	3.751e-11
13:110643521-110643621	2.553e-11	8.164e-10	6.685e-12
19:57811078-57811178	2.553e-11	8.164e-10	6.685e-12
4:23888943-23889043	1.112e-15	2.068e-09	1.776e-12
11:778571-778671	2.766e-13	5.626e-10	2.041e-11
3:52213379-52213479	2.552e-15	3.011e-10	4.662e-09
10:102421195-102421295	4.921e-12	1.189e-10	1.235e-10
4:98260359-98260459	3.619e-08	0.0001484	0.001281
4:123399529-123399629	2.231e-09	1.656e-08	6.979e-10
12:114687399-114687499	9.372e-17	1.429e-10	2.345e-12
3:188036741-188036841	1.179e-15	3.786e-11	1.829e-11
6:167671270-167671370	9.233e-11	1.983e-08	3.043e-09
10:103192805-103192905	5.69e-12	5.483e-09	1.599e-10
7:158264601-158264701	5.652e-12	8.619e-09	1.003e-09
1:221708505-221708605	1.233e-11	6.359e-08	1.457e-10
2:95165748-95165848	4.01e-12	8.518e-09	7.834e-09
19:48811045-48811145	5.845e-16	2.874e-09	1.007e-10
5:133947705-133947805	4.993e-12	5.684e-09	3.332e-11
X:23743479-23743579	2.612e-17	4.555e-10	1.424e-09
7:38178126-38178226	4.282e-09	6.18e-09	5.32e-11
8:17577820-17577920	7.815e-16	2.117e-10	1.881e-12
17:41920093-41920193	2.86e-15	7.293e-10	1.383e-11
1:154272627-154272727	8.147e-11	9.772e-10	4.15e-10
11:64226795-64226895	2.305e-13	4.687e-10	2.122e-10
20:7146964-7147064	1.437e-06	6.124e-05	2.024e-07
3:108091463-108091563	2.916e-13	1.348e-06	8.058e-08
6:3381143-3381243	3.517e-11	1.512e-07	7.192e-08
5:151099747-151099847	8.793e-25	8.98e-16	3.937e-17
5:113514317-113514417	6.761e-17	2.089e-09	4.11e-11
10:22251893-22251993	3.253e-16	1.076e-11	5.125e-12
16:75392664-75392764	3.253e-16	1.076e-11	5.125e-12
17:77331775-77331875	2.04e-11	4.974e-08	2.497e-07
6:138988386-138988486	8.332e-17	5.872e-12	1.059e-11
11:128292302-128292402	9.087e-12	1.785e-11	7.301e-12
16:15489674-15489774	7.976e-13	6.744e-08	3.451e-10
5:133051998-133052098	2.617e-18	1.747e-12	7.669e-11
12:14842129-14842229	7.707e-15	3.23e-11	9.788e-13
2:8146736-8146836	2.088e-15	3.305e-09	7.796e-11
2:134458188-134458288	1.712e-07	5.185e-05	1.092e-06
17:7844339-7844439	9.377e-15	3.715e-09	1.442e-10
6:33908393-33908493	4.63e-10	1.127e-08	3.01e-09
3:169769653-169769753	4.222e-09	1.965e-08	1.45e-09
2:230416240-230416340	7.219e-06	1.36e-06	3.106e-08
1:244047861-244047961	8.895e-12	1.835e-07	4.5e-06
11:69971345-69971445	1.364e-16	6.049e-08	6.02e-09
12:52119797-52119897	1.065e-11	2.658e-06	8.312e-07
1:27556905-27557005	1.064e-12	5.904e-10	5.17e-13
11:64247380-64247480	7.69e-12	5.741e-09	7.875e-10
22:30668103-30668203	2.932e-09	2.333e-09	6.365e-10
5:1800015-1800115	1.524e-16	1.488e-11	4.133e-09
22:29232853-29232953	5.967e-13	5.873e-09	2.294e-11
17:733239-733339	1.502e-12	6.844e-06	8.539e-07
6:11094851-11094951	1.655e-14	3.434e-09	4.582e-11
17:6069223-6069323	6.628e-10	6.889e-06	1.75e-08
2:232861030-232861130	3.08e-11	3.63e-05	1.601e-10
15:82986049-82986149	1.979e-15	1.802e-08	1.717e-10
17:8120303-8120403	1.979e-15	1.514e-10	1.245e-11
7:39580771-39580871	1.393e-14	1.972e-09	2.657e-12
X:41333159-41333259	2.584e-12	8.497e-06	9.653e-07
14:77458542-77458642	6.547e-06	0.0007741	3.699e-06
6:28941232-28941332	9.026e-11	2.651e-06	1.714e-07
10:95246948-95247048	0.0001109	1.371e-05	2.455e-07
14:70005670-70005770	2.597e-10	1.766e-07	2.707e-09
1:202019085-202019185	7.523e-12	9.75e-08	3.52e-09
16:77191251-77191351	6.573e-09	2.46e-06	1.531e-09
13:20902306-20902406	2.022e-16	4.071e-11	9.958e-10
3:129316261-129316361	7.471e-12	1.513e-06	3.682e-10
2:190344240-190344340	5.228e-16	5.242e-11	2.577e-09
1:161046189-161046289	2.297e-13	2.053e-11	1.541e-10
9:110255873-110255973	2.455e-11	1.407e-07	1.162e-06
1:7570635-7570735	1.457e-11	8.52e-10	8.679e-11
1:25716237-25716337	8.03e-12	4.096e-11	1.018e-12
10:12650420-12650520	1.353e-19	6.939e-15	6.639e-13
11:87038115-87038215	5.462e-11	6.09e-10	3.191e-10
2:21330837-21330937	9.588e-05	4.302e-05	1.757e-09
19:48810828-48810928	7.397e-16	3.068e-10	2.851e-12
11:62665326-62665426	3.031e-14	1.82e-09	1.054e-11
10:118047147-118047247	7.131e-17	3.474e-13	1.822e-13
1:31715584-31715684	2.669e-11	3.243e-09	6.085e-11
11:68857872-68857972	2.452e-13	4.782e-09	1.547e-10
1:11992639-11992739	8.798e-06	3.185e-06	1.677e-06
16:83952992-83953092	6.878e-10	2.544e-08	4.922e-10
7:98620094-98620194	1.014e-13	2.054e-07	1.071e-07
7:67754075-67754175	4.108e-12	5.67e-11	2.2e-11
X:44915308-44915408	2.006e-14	2.159e-08	2.23e-10
15:71295630-71295730	4.631e-18	7.172e-14	4.437e-10
2:64606844-64606944	1.447e-14	4.226e-09	2.456e-09
10:18658234-18658334	6.164e-16	2.561e-10	2.403e-11
6:54011285-54011385	2.274e-12	3.178e-08	1.839e-12
8:95067447-95067547	1.54e-10	6.799e-12	4.365e-11
11:7512689-7512789	3.311e-11	4.747e-10	6.57e-10
4:70703913-70704013	1.019e-10	8.061e-08	2.326e-11
7:45671003-45671103	2.206e-17	5.152e-11	1.166e-12
5:6378702-6378802	1.214e-10	1.486e-10	7.063e-09
16:66059-66159	8.186e-10	1.501e-06	1.881e-06
8:65643976-65644076	1.617e-13	7.478e-10	1.215e-11
2:43219815-43219915	2.46e-15	2.2e-10	3.969e-12
19:48808121-48808221	1.705e-15	2.19e-08	1.961e-10
17:55285621-55285721	0.0001347	0.0005927	0.0001561
9:109314395-109314495	1.494e-16	6.715e-11	8.286e-09
17:17824197-17824297	6.268e-15	8.106e-11	8.706e-12
X:38804174-38804274	9.102e-07	5.461e-07	8.845e-10
2:48314575-48314675	5.261e-15	1.396e-08	5.219e-12
2:70143550-70143650	7.805e-11	6.532e-10	1.05e-11
16:75264458-75264558	4.785e-13	2.025e-08	1.628e-09
2:102102245-102102345	1.087e-14	3.666e-10	1.083e-11
10:12164525-12164625	7.837e-17	9.901e-10	2.555e-10
12:89710134-89710234	9.258e-12	3.394e-08	4.18e-08
12:6183433-6183533	1.005e-10	2.559e-07	9.938e-08
8:104450569-104450669	1.217e-09	9.994e-09	1.083e-09
1:156728950-156729050	6.279e-17	2.096e-10	4.4e-11
19:3762884-3762984	2.431e-13	1.474e-09	5.002e-10
11:64305122-64305222	4.873e-14	1.317e-09	3.948e-09
7:1044040-1044140	1.117e-11	2.574e-10	9.332e-10
7:36292129-36292229	1.117e-11	2.574e-10	9.841e-22
10:16817768-16817868	6.069e-17	3.842e-09	2.086e-10
16:27363952-27364052	7.368e-11	1.39e-08	1.526e-09
19:39407155-39407255	8.037e-14	5.134e-08	2.019e-09
21:33304698-33304798	4.047e-11	3.889e-10	4.928e-11
21:38787880-38787980	2.08e-11	3.84e-09	6.708e-11
X:40176088-40176188	5.069e-09	3.093e-06	4.057e-09
12:9112949-9113049	1.386e-11	4.569e-07	2.686e-09
22:37805463-37805563	4.835e-16	1.395e-10	3.51e-12
1:226626851-226626951	7.582e-08	7.243e-05	6.156e-09
2:20180373-20180473	1.358e-15	1.58e-10	3.388e-09
19:48813233-48813333	1.83e-12	2.513e-07	7.107e-06
18:50615184-50615284	1.83e-12	2.513e-07	4.469e-13
14:104976450-104976550	1.129e-12	2.644e-07	3.119e-06
17:64063889-64063989	9.248e-11	1.603e-08	5.199e-11
3:58190718-58190818	3.559e-16	1.033e-11	1.91e-11
3:15295134-15295234	0.0007594	0.0001099	9.007e-10
10:29946968-29947068	1.17e-10	1.015e-08	6.588e-09
12:101670262-101670362	1.796e-08	1.874e-07	2.578e-08
13:112226078-112226178	4.488e-10	2.458e-08	3.193e-11
8:49911287-49911387	1.791e-13	1.918e-10	2.64e-10
