SEQID	HNF4G	HNF4A
2:173210723-173210823	2.15e-05	6.023e-15
7:75956305-75956405	3.377e-11	3.08e-20
7:41418464-41418564	1.115e-09	1.812e-16
5:32331655-32331755	2.317e-05	2.568e-18
11:118921107-118921207	2.246e-10	9.522e-23
1:201500929-201501029	2.544e-06	6.078e-20
15:52020084-52020184	2.86e-08	2.443e-18
5:61497118-61497218	3.617e-08	1.88e-17
10:17102043-17102143	5.086e-11	1.688e-22
21:42474201-42474301	0.008429	3.089e-08
4:40984224-40984324	2.706e-08	1.241e-16
17:15434301-15434401	5.804e-08	7.387e-23
1:20896991-20897091	1.367e-08	1.636e-16
12:24561503-24561603	3.462e-06	6.955e-16
19:4154681-4154781	2.43e-05	3.035e-11
9:120393511-120393611	8.699e-10	6.72e-18
15:89814802-89814902	3.431e-10	1.905e-17
3:100080708-100080808	1.562e-10	4.304e-22
10:88987115-88987215	1.548e-07	3.886e-14
1:119648327-119648427	2.327e-10	2.061e-18
8:109465048-109465148	0.0001759	1.119e-06
17:64216592-64216692	4.145e-06	1.249e-11
5:132463559-132463659	2.324e-08	4.937e-20
X:24391564-24391664	6.234e-08	9.402e-15
6:134822108-134822208	5.744e-09	9.637e-21
18:36187294-36187394	2.246e-07	6.408e-19
12:54259617-54259717	3.28e-09	1.016e-16
3:114880209-114880309	1.055e-08	7.344e-18
19:3387767-3387867	2.093e-08	6.744e-16
7:37208631-37208731	7.362e-08	1.112e-16
10:11827531-11827631	2.276e-09	1.834e-17
1:83509491-83509591	6.533e-11	1.332e-22
9:128125954-128126054	6.533e-11	1.332e-22
10:57891578-57891678	5.37e-12	6.724e-21
4:48603444-48603544	2.671e-07	7.862e-19
13:95642347-95642447	1.934e-05	1.528e-17
17:49789002-49789102	2.239e-08	4.524e-16
1:29469533-29469633	6.093e-06	2.64e-16
16:17917638-17917738	1.963e-11	3.035e-22
22:40827205-40827305	1.085e-10	2.529e-20
5:142466795-142466895	2.905e-06	7.623e-21
1:10292317-10292417	7.554e-05	4.486e-16
3:12962203-12962303	4.779e-09	3.355e-26
1:11152212-11152312	2.075e-09	2.305e-15
6:138499449-138499549	3.946e-08	1.269e-14
7:99041773-99041873	1.267e-06	6.819e-13
3:113746714-113746814	5.529e-10	1.596e-15
18:3218931-3219031	8.182e-06	2.151e-17
7:144006191-144006291	2.309e-09	3.06e-22
3:188164677-188164777	1.995e-08	4.157e-13
20:48850364-48850464	1.995e-08	4.157e-13
4:184541508-184541608	6.242e-07	7.269e-17
2:61536699-61536799	2.319e-08	5.525e-19
13:109836709-109836809	1.302e-07	1.689e-21
22:28829594-28829694	1.195e-09	3.503e-18
14:89418123-89418223	2.669e-08	2.416e-14
7:36439701-36439801	3.735e-10	9.704e-20
15:75577537-75577637	4.551e-08	5.204e-18
2:157867004-157867104	3.945e-09	8.667e-14
8:17525722-17525822	4.026e-11	3.5e-23
2:183124191-183124291	1.894e-08	6.011e-19
3:56782405-56782505	1.98e-05	5.148e-12
17:71170214-71170314	0.008977	2.82e-05
6:44142987-44143087	0.0001706	2.465e-11
2:157747929-157748029	8.622e-09	6.276e-19
4:54091641-54091741	2.475e-10	1.418e-21
7:5426871-5426971	1.175e-06	4.423e-14
18:58485201-58485301	1.127e-09	4.173e-20
18:46419286-46419386	1.438e-07	1.783e-17
2:65130091-65130191	3.292e-07	1.39e-17
17:81066016-81066116	1.511e-07	2.269e-17
12:89317026-89317126	7.749e-08	7.903e-19
12:102454536-102454636	3.736e-07	1.299e-14
20:45337099-45337199	1.221e-08	2.944e-16
5:113257180-113257280	0.002907	1.131e-09
12:67842268-67842368	4.134e-07	3.497e-18
9:93095630-93095730	3.219e-05	5.655e-09
13:95714563-95714663	1.878e-09	5.91e-20
17:79986682-79986782	3.604e-10	1.408e-19
16:85286019-85286119	1.575e-08	1.45e-15
6:56571713-56571813	7.018e-07	7.939e-16
20:419806-419906	1.226e-10	9.562e-19
16:57829779-57829879	5.16e-07	2.162e-18
3:122390906-122391006	3.619e-06	1.283e-12
9:33474043-33474143	0.0001066	9.544e-16
12:71553183-71553283	6.041e-06	1.91e-14
11:104033265-104033365	8.939e-08	6.033e-22
9:127159363-127159463	0.0005078	1.961e-09
22:20786737-20786837	3.944e-06	1.226e-13
2:47190125-47190225	6.498e-11	5.939e-22
6:85390539-85390639	0.0001825	5.017e-11
12:114799881-114799981	1.62e-06	3.8e-14
3:141436888-141436988	0.004949	5.633e-08
1:46402167-46402267	2.094e-09	4.82e-20
16:11612391-11612491	3.536e-08	2.072e-19
13:58298812-58298912	4.273e-09	3.101e-15
13:108218294-108218394	2.706e-09	1.01e-19
10:132539362-132539462	2.91e-05	1.797e-14
2:48479932-48480032	1.26e-09	3.667e-15
18:63344342-63344442	0.002867	2.775e-12
9:128657019-128657119	9.306e-10	1.347e-20
11:115523533-115523633	9.452e-07	2.164e-15
1:93905930-93906030	1.512e-08	9.866e-22
6:52801464-52801564	6.606e-08	6.018e-15
4:121252264-121252364	3.84e-07	3.841e-14
10:63084010-63084110	1.388e-10	3.694e-21
19:8631489-8631589	3.061e-05	1.218e-09
9:128495943-128496043	2.346e-09	1.768e-18
8:29258498-29258598	4.215e-07	1.993e-20
10:71598112-71598212	7.669e-10	7.745e-20
16:14576727-14576827	5.472e-08	2.525e-17
1:59022331-59022431	0.009869	7.207e-11
12:21826730-21826830	0.0003146	2.697e-08
1:113982688-113982788	1.263e-07	3.616e-17
20:19884985-19885085	6.956e-09	4.947e-13
11:34028247-34028347	3.362e-08	2.638e-17
3:194057899-194057999	1.205e-08	7.746e-14
4:155784773-155784873	0.001531	1.101e-06
1:19458921-19459021	1.605e-06	1.821e-13
10:86441167-86441267	0.0006386	1.8e-07
4:69496023-69496123	4.342e-10	1.165e-16
9:72564819-72564919	4.342e-10	1.165e-16
9:123100283-123100383	1.069e-07	1.97e-16
3:10434329-10434429	4.938e-14	1.432e-29
1:31940237-31940337	8.996e-13	2.55e-27
4:16828538-16828638	1.473e-09	1.423e-17
5:67998252-67998352	7.834e-05	1.952e-09
17:4497755-4497855	3.716e-06	6.851e-15
9:101128803-101128903	0.0001557	9.046e-10
10:110840478-110840578	5.201e-06	1.303e-12
5:67518356-67518456	1.175e-09	1.144e-19
4:165244648-165244748	1.175e-09	1.144e-19
7:121081560-121081660	5.703e-10	3.289e-17
11:33370449-33370549	1.077e-06	4.047e-18
6:139654424-139654524	1.568e-06	1.029e-17
7:87569320-87569420	1.479e-10	6.848e-21
14:52853242-52853342	5.366e-10	2.337e-21
8:141796858-141796958	0.0003761	4.975e-11
3:149215635-149215735	0.0002386	1.352e-13
6:7417899-7417999	2.842e-08	3.083e-15
6:17930743-17930843	1.927e-07	1.643e-16
4:110005673-110005773	5.783e-09	3.999e-19
2:27020460-27020560	1.696e-05	1.183e-30
6:137414729-137414829	0.0004035	5.309e-11
2:61287317-61287417	3.313e-07	3.157e-17
1:45688403-45688503	9.992e-08	2.722e-18
10:77482418-77482518	2.247e-08	1.201e-19
5:43232207-43232307	1.421e-07	7.091e-17
1:145996414-145996514	5.569e-11	5.841e-21
15:58433161-58433261	1.704e-07	1.139e-16
1:214280510-214280610	0.0001308	7.214e-12
15:48987293-48987393	5.943e-06	2.402e-16
19:6738282-6738382	2.08e-07	3.009e-15
6:44234233-44234333	3.686e-07	8.385e-15
17:81037080-81037180	0.0002441	1.384e-08
21:29454262-29454362	3.069e-10	8.307e-22
3:139717059-139717159	2.316e-10	1.168e-19
1:178345427-178345527	9.728e-07	6.508e-18
8:48925678-48925778	4.362e-09	3.335e-22
9:20624888-20624988	7.174e-09	7.034e-21
2:73068127-73068227	5.574e-06	1.177e-16
3:41688721-41688821	1.526e-09	1.237e-20
1:59298450-59298550	2.447e-10	5.548e-20
3:30241986-30242086	2.891e-09	4.956e-18
16:14088763-14088863	4.516e-05	1.134e-09
X:77119790-77119890	2.818e-05	2.578e-11
11:33035128-33035228	1.539e-08	1.743e-19
7:8190675-8190775	1.289e-09	1.551e-19
11:76801694-76801794	1.522e-07	9.044e-17
2:26982480-26982580	2.167e-09	1.17e-15
13:79226950-79227050	3.016e-08	1.828e-18
3:97994677-97994777	5.231e-09	6.992e-19
4:41865706-41865806	1.068e-09	2.584e-17
5:110087950-110088050	1.814e-07	2.054e-17
22:30005356-30005456	2.841e-08	2.34e-19
16:9647982-9648082	1.047e-09	1.231e-17
6:129812241-129812341	3.208e-06	1.844e-13
14:89161707-89161807	1.014e-06	1.006e-12
8:138276011-138276111	3.625e-06	2.901e-16
1:19975282-19975382	1.037e-13	2.901e-16
6:122117450-122117550	0.0001948	2.631e-11
11:110230488-110230588	1.376e-07	5.764e-15
3:14203593-14203693	2.047e-09	1.241e-17
21:29296583-29296683	2.077e-06	2.653e-09
6:42942648-42942748	4.497e-05	1.08e-10
1:147636531-147636631	2.46e-08	9.985e-34
1:234605099-234605199	0.0003771	1.727e-06
1:92968548-92968648	1.809e-09	8.914e-20
13:99630407-99630507	1.582e-08	1.307e-17
5:109816755-109816855	2.19e-09	5.125e-24
1:113978883-113978983	1.51e-08	1.572e-19
10:68956114-68956214	1.307e-10	4.583e-22
17:46044527-46044627	2.093e-09	1.506e-19
3:47380904-47381004	2.591e-10	1.326e-19
7:117808509-117808609	3.689e-07	6.549e-20
3:4561891-4561991	4.638e-08	5.63e-18
5:1129647-1129747	2.511e-07	2.252e-20
3:114706722-114706822	7.414e-08	1.522e-17
22:17953301-17953401	5.157e-07	1.046e-15
6:46509275-46509375	2.476e-07	1.985e-18
16:10274716-10274816	2.814e-05	1.639e-15
3:124934719-124934819	0.0094	6.306e-05
6:165019857-165019957	7.959e-08	1.063e-17
2:200734013-200734113	7.959e-08	1.063e-17
19:18278664-18278764	2.093e-06	4.346e-18
5:10894796-10894896	2.093e-06	4.346e-18
2:32011018-32011118	4.714e-09	4.711e-26
12:102021975-102022075	2.006e-06	2.074e-11
21:26068952-26069052	1.945e-05	1.409e-07
6:118933859-118933959	6.595e-09	4.271e-18
17:1904624-1904724	0.0002605	7.359e-11
3:115204738-115204838	2.399e-08	2.39e-19
4:74794123-74794223	1.486e-06	6.208e-12
2:201093623-201093723	6.978e-08	1.661e-13
5:95835033-95835133	1.519e-09	9.004e-16
18:58362867-58362967	2.778e-09	1.054e-18
5:65101236-65101336	6.866e-07	5.475e-08
2:208250468-208250568	3.65e-08	1.185e-13
6:145051762-145051862	1.46e-08	1.007e-16
12:111587158-111587258	0.0001648	8.011e-13
13:29924230-29924330	6.135e-11	2.198e-18
5:147667524-147667624	0.0005023	1.365e-09
12:31869137-31869237	7.839e-08	2.088e-13
2:216654754-216654854	3.723e-08	2.494e-18
22:17335174-17335274	5.938e-11	2.157e-21
11:34359338-34359438	0.0003237	2.014e-09
8:6453162-6453262	9.867e-05	1.079e-09
1:6823985-6824085	1.039e-09	2.13e-21
2:102106433-102106533	9.146e-09	5.114e-15
3:183498793-183498893	1.663e-09	4.897e-15
X:54994230-54994330	0.0003782	4.652e-12
6:139840043-139840143	2.777e-09	6.369e-18
6:87755871-87755971	0.0001191	3.699e-11
18:44719620-44719720	1.076e-09	5.136e-20
1:241518191-241518291	4.121e-07	5.219e-17
2:168708229-168708329	6.02e-06	9.39e-12
14:89991046-89991146	2.051e-05	7.035e-10
6:24799079-24799179	6.962e-07	1.159e-13
3:183211593-183211693	5.642e-08	5.249e-13
14:32201776-32201876	4.557e-10	7.308e-22
7:74478384-74478484	2.148e-07	1.129e-13
6:151382778-151382878	2.012e-13	4.183e-27
5:68673520-68673620	2.499e-09	1.998e-12
14:49595655-49595755	0.002522	1.052e-09
15:71294357-71294457	1.861e-07	3.129e-16
12:124906878-124906978	2.297e-07	1.65e-15
2:85561774-85561874	0.0004183	7.702e-13
8:670729-670829	1.98e-05	1.147e-12
11:107408865-107408965	0.00287	2.009e-11
4:15110171-15110271	0.00287	2.009e-11
16:50741550-50741650	0.00287	2.009e-11
9:107172547-107172647	3.791e-07	3.323e-15
11:96099015-96099115	4.668e-08	1.009e-15
14:35045598-35045698	1.517e-09	3.255e-17
3:105656822-105656922	3.351e-07	2.167e-18
11:65652619-65652719	1.172e-09	2.193e-13
4:18022320-18022420	1.585e-09	1.096e-14
10:112394612-112394712	5.224e-07	6.614e-16
1:173504500-173504600	1.737e-09	7.712e-17
17:44345069-44345169	6.791e-10	1.234e-21
7:44470805-44470905	0.0007574	6.978e-06
10:110456577-110456677	4.341e-07	1.76e-12
X:31421040-31421140	2.374e-07	1.16e-18
15:56920189-56920289	4.506e-07	2.053e-16
3:156587030-156587130	0.001027	2.294e-07
1:97930741-97930841	3.806e-09	1.805e-18
8:25187942-25188042	3.044e-06	4.513e-14
13:51999570-51999670	3.693e-12	1.358e-26
3:15608134-15608234	1.072e-07	3.212e-17
12:57127960-57128060	1.057e-07	1.237e-15
12:75751880-75751980	7.064e-09	7.209e-11
2:208255328-208255428	4.284e-06	9.86e-14
15:70104377-70104477	2.25e-06	7.776e-17
2:150283258-150283358	5.346e-10	1.528e-19
3:170600184-170600284	0.003174	5.981e-09
7:100100647-100100747	2.046e-11	1.016e-19
11:65794779-65794879	0.002762	3.72e-07
10:87735306-87735406	2.838e-10	1.265e-20
9:71680749-71680849	2.151e-09	2.818e-16
15:82124393-82124493	0.0006395	2.581e-10
17:59847994-59848094	7.312e-07	2.17e-14
7:29237694-29237794	5.054e-08	5.741e-18
2:191176925-191177025	5.275e-07	1.348e-16
3:3178809-3178909	2.05e-11	7.738e-21
9:91211523-91211623	6.807e-09	1.361e-10
10:63236522-63236622	1.489e-08	2.585e-18
7:155308400-155308500	8.348e-11	2.9e-17
14:21103739-21103839	3.887e-08	7.343e-19
8:66467822-66467922	2.03e-06	7.327e-16
1:150235016-150235116	2.32e-09	2.491e-19
6:96521715-96521815	2.074e-08	3.882e-17
1:61152255-61152355	2.846e-06	7.61e-08
18:45843172-45843272	2.605e-07	2.037e-09
1:212242579-212242679	6.151e-08	4.511e-18
7:17046776-17046876	2.511e-05	3.69e-11
3:62057533-62057633	0.0004152	6.942e-10
12:124353094-124353194	1.434e-09	1.361e-19
1:88877376-88877476	6.705e-10	6.186e-23
3:190812299-190812399	1.031e-08	8.072e-20
13:96744963-96745063	7.208e-09	1.767e-21
2:200092379-200092479	8.994e-07	1.098e-16
3:164853000-164853100	0.001843	5.599e-07
2:8500779-8500879	3.935e-06	9.65e-13
1:160542659-160542759	1.631e-08	1.177e-20
18:28086902-28087002	3.988e-08	2.787e-14
16:67114178-67114278	3.988e-08	2.787e-14
9:87372517-87372617	9.198e-10	1.241e-19
8:17788756-17788856	9.676e-06	3.168e-17
8:9137104-9137204	3.628e-10	4.976e-21
1:211724980-211725080	0.0001114	7.276e-13
1:21642228-21642328	0.0002505	2.713e-09
5:146182400-146182500	1.947e-09	2.265e-20
11:108313591-108313691	6.801e-11	1.348e-26
19:16493037-16493137	6.801e-11	1.348e-26
20:25039999-25040099	1.803e-08	2.453e-17
13:44385616-44385716	1.757e-11	2.361e-24
11:121459640-121459740	7.478e-09	8.746e-17
12:124740683-124740783	4.373e-12	2.206e-20
3:102180641-102180741	2.39e-10	3.617e-19
13:97276074-97276174	1.579e-08	1.029e-17
2:46847423-46847523	4e-08	2.458e-15
3:65946456-65946556	1.405e-07	1.932e-17
3:139377550-139377650	0.0006093	6.493e-07
1:19754548-19754648	3.995e-07	1.465e-14
8:11474442-11474542	3.7e-09	3.496e-16
11:127226499-127226599	2.129e-10	9.324e-24
15:52568306-52568406	9.273e-07	1.043e-12
2:37326431-37326531	0.0001447	1.72e-10
10:113631274-113631374	2.765e-10	1.414e-17
14:95212119-95212219	1.088e-12	2.676e-25
11:66723212-66723312	0.0001265	2.035e-14
9:14175989-14176089	1.646e-07	1.086e-17
11:67579193-67579293	1.646e-07	1.086e-17
9:92248127-92248227	1.325e-06	9.241e-18
2:19296266-19296366	7.864e-10	3.197e-18
18:42513830-42513930	1.319e-08	1.757e-21
1:205710830-205710930	2.832e-07	8.08e-19
15:58528161-58528261	1.161e-07	2.213e-19
4:77698444-77698544	1.848e-06	9.709e-17
13:103523941-103524041	4.893e-08	3.833e-18
6:116948682-116948782	4.23e-10	5.508e-21
2:143411389-143411489	0.001289	1.038e-09
4:83561697-83561797	2.03e-08	3.936e-17
12:49366766-49366866	1.386e-08	2.834e-17
11:72782399-72782499	0.0001487	7.887e-10
9:89801758-89801858	1.493e-05	5.281e-16
6:37172159-37172259	6.587e-10	7.48e-20
20:44601992-44602092	7.912e-05	8.862e-11
12:31773461-31773561	3.844e-07	1.326e-13
2:11716897-11716997	1.229e-07	1.97e-13
15:90537085-90537185	1.887e-05	4.48e-13
22:35864681-35864781	0.004764	1.527e-09
1:200411467-200411567	0.004764	1.527e-09
1:213374415-213374515	3.329e-09	1.191e-19
3:112004828-112004928	0.00832	1.253e-08
15:67915896-67915996	1.143e-09	1.599e-20
2:85143891-85143991	1.77e-06	5.104e-15
11:130232289-130232389	0.0002027	4.9e-13
4:69518794-69518894	1.592e-08	4.381e-19
17:28444024-28444124	7.666e-09	1.903e-16
11:121461223-121461323	3.753e-08	6.145e-15
13:102236580-102236680	6.793e-07	1.221e-17
19:8422051-8422151	6.662e-08	8.98e-10
21:33199847-33199947	0.0001102	2.334e-12
X:10168430-10168530	1.101e-09	5.685e-20
5:36241852-36241952	5.849e-07	7.317e-16
18:3219821-3219921	3.14e-09	6.52e-20
1:111561679-111561779	1.246e-10	1.975e-20
18:58285898-58285998	1.887e-08	3.606e-13
2:174916718-174916818	0.0008041	2.008e-11
1:99647636-99647736	1.695e-07	1.737e-17
3:129278588-129278688	2.797e-09	7.839e-17
3:48898821-48898921	3.89e-07	1.625e-13
10:68527481-68527581	4.178e-08	1.678e-19
2:241770619-241770719	0.0003864	2.206e-14
8:25357998-25358098	9.175e-08	4.851e-14
16:58848029-58848129	3.094e-08	1.648e-16
13:31706292-31706392	3.094e-08	1.648e-16
11:94116423-94116523	9.974e-09	6.28e-16
8:122347450-122347550	1.236e-12	2.173e-23
15:69328812-69328912	8.608e-06	5.693e-12
15:58475712-58475812	6.824e-05	2.125e-10
11:63505073-63505173	1.472e-06	7.409e-17
20:6076036-6076136	0.0003108	1.656e-11
8:26716448-26716548	2.982e-06	6.471e-13
3:62647922-62648022	0.006238	1.671e-10
19:34733759-34733859	2.683e-07	1.317e-12
12:15736279-15736379	2.659e-10	5.532e-19
10:110852344-110852444	8.384e-07	5.152e-14
19:7520643-7520743	6.788e-08	4.706e-20
2:61764321-61764421	2.607e-10	3.214e-17
2:177971364-177971464	2.607e-10	3.214e-17
22:31292534-31292634	3.28e-09	1.307e-19
18:50819441-50819541	1.439e-07	1.959e-14
3:90011736-90011836	2.328e-07	1.359e-08
2:45273641-45273741	6.825e-09	9.441e-21
X:65535105-65535205	4.318e-09	3.275e-17
4:48788728-48788828	8.01e-05	4.88e-19
8:90601123-90601223	2.179e-08	3.578e-19
2:190638436-190638536	1.815e-08	6.2e-14
5:159948111-159948211	0.0004954	7.133e-05
1:89022355-89022455	1.204e-08	2.879e-15
X:136191405-136191505	2.971e-10	3.654e-18
7:138002198-138002298	5.851e-11	1.746e-20
17:17823932-17824032	3.398e-06	4.246e-13
11:66328479-66328579	3.848e-06	2.043e-12
19:7197118-7197218	1.984e-08	1.118e-19
6:31614948-31615048	0.001785	4.723e-10
19:55654767-55654867	8.409e-10	2.458e-19
12:56301907-56302007	6.888e-09	2.851e-18
13:32753088-32753188	2.604e-05	1.034e-13
X:7129914-7130014	0.001092	3.188e-13
19:35459006-35459106	6.791e-09	5.756e-17
1:161194106-161194206	1.683e-06	2.609e-15
6:140052873-140052973	3.071e-16	2.609e-15
17:77490016-77490116	6.803e-08	4.041e-17
X:140914240-140914340	1.309e-05	1.566e-11
15:59968514-59968614	1.804e-09	2.014e-19
16:12425154-12425254	3.982e-08	2.121e-14
10:77554168-77554268	1.749e-05	1.546e-13
21:15487006-15487106	3.124e-06	1.365e-11
4:141006543-141006643	1.107e-08	2.206e-20
1:4530152-4530252	6.306e-08	6.27e-19
2:190299537-190299637	2.609e-10	1.876e-20
11:119645102-119645202	2.839e-06	2.33e-12
20:50984321-50984421	9.912e-08	2.256e-15
2:30068126-30068226	7.889e-11	1.477e-17
11:73218189-73218289	1.912e-07	1.957e-13
1:33347035-33347135	8.945e-08	1.425e-17
13:33129174-33129274	7.531e-08	6.036e-14
7:103149029-103149129	4.084e-10	9.508e-20
19:8250947-8251047	4.878e-11	3.012e-19
7:66126171-66126271	5.443e-08	9.966e-13
16:78461548-78461648	1.232e-08	1.417e-17
1:225890721-225890821	0.001741	6.952e-10
20:45725232-45725332	4.374e-09	4.403e-19
13:111429272-111429372	0.001847	1.031e-05
10:442408-442508	2.671e-06	9.726e-14
7:142063860-142063960	4.567e-09	5.741e-18
6:18387333-18387433	1.068e-09	3.315e-16
1:168800088-168800188	1.637e-08	1.832e-20
12:47212432-47212532	1.205e-09	7.937e-16
17:77421567-77421667	8.198e-07	1.613e-18
1:234643436-234643536	7.868e-09	5.405e-17
1:35448537-35448637	1.714e-10	1.559e-18
5:55636803-55636903	7.745e-08	2.009e-18
17:76351801-76351901	3.414e-07	7.281e-17
1:32716733-32716833	7.308e-08	1.19e-17
11:58578043-58578143	6.838e-13	5.121e-20
X:50067459-50067559	0.000258	2.152e-14
6:43150453-43150553	4.133e-09	1.964e-17
17:16521471-16521571	1.198e-10	7.391e-20
10:80290183-80290283	8.353e-09	1.074e-20
14:100246951-100247051	4.459e-07	1.965e-13
11:101881124-101881224	5.784e-09	1.705e-18
16:30571967-30572067	2.49e-09	1.37e-21
12:617777-617877	3.852e-07	2.747e-14
11:73174092-73174192	0.0001376	1.57e-19
10:87754743-87754843	6.679e-08	4.761e-14
7:66078237-66078337	2.65e-07	4.594e-16
11:94132984-94133084	0.0008589	2.143e-10
18:58097285-58097385	7.979e-06	3.662e-12
12:75784816-75784916	2.168e-09	1.332e-20
10:12707614-12707714	0.002601	1.248e-09
5:35230481-35230581	6.336e-10	4.439e-21
9:90000900-90001000	4.697e-10	1.992e-21
19:530812-530912	0.004314	9.146e-11
10:29998626-29998726	8.302e-12	2.958e-20
8:9450672-9450772	1.139e-10	4.302e-18
9:134055942-134056042	7.591e-09	1.834e-19
22:31451871-31451971	8.688e-06	1.556e-09
5:123505757-123505857	5.431e-06	6.154e-15
5:109598003-109598103	2.778e-07	1.001e-15
6:16635613-16635713	9.696e-08	1.96e-14
13:30395733-30395833	1.715e-05	7.695e-11
13:51599536-51599636	6.507e-08	1.101e-11
20:62376469-62376569	2.03e-07	2.537e-16
19:46761447-46761547	2.181e-07	8.401e-15
2:169013400-169013500	5.584e-09	1.396e-20
10:96561193-96561293	3.957e-09	6.524e-23
2:226733539-226733639	9.987e-07	9.443e-22
18:31573156-31573256	3.645e-08	7.983e-23
1:234918343-234918443	2.746e-10	6.06e-20
14:81212048-81212148	1.843e-08	1.423e-22
13:51998791-51998891	0.0001339	1.046e-13
6:39439486-39439586	1.697e-05	4.252e-13
10:57885244-57885344	5.432e-11	1.742e-21
4:145619747-145619847	2.805e-09	1.217e-15
7:25117345-25117445	0.0008346	2.061e-13
1:244272963-244273063	8.259e-09	1.2e-16
11:122365754-122365854	4.071e-07	2.694e-15
1:220751814-220751914	3.915e-08	7.839e-19
18:45652519-45652619	2.523e-05	6.278e-10
1:235057450-235057550	4.527e-23	6.278e-10
10:112376042-112376142	1.659e-06	3.98e-14
1:230701080-230701180	1.948e-06	2.07e-17
1:37879963-37880063	1.283e-09	2.368e-17
7:26046265-26046365	3.783e-05	4.125e-10
6:77837129-77837229	1.938e-07	1.076e-15
12:57844807-57844907	2.09e-08	8.818e-16
17:31481922-31482022	3.229e-08	9.47e-20
4:186260808-186260908	2.667e-09	4.867e-21
17:30264170-30264270	1.498e-09	5.535e-21
8:57564249-57564349	7.124e-09	4.039e-20
20:35690394-35690494	3.618e-09	2.687e-18
14:94382563-94382663	1.793e-08	2.461e-19
17:9061044-9061144	1.347e-06	1.269e-15
5:67989653-67989753	2.001e-09	2.896e-22
20:14712321-14712421	0.002626	3.062e-21
10:96676780-96676880	1.706e-06	1.014e-11
13:32254783-32254883	1.64e-08	7.803e-17
6:35016859-35016959	2.028e-10	3.222e-14
3:8981092-8981192	8.08e-06	9.358e-14
20:52476525-52476625	4.986e-06	2.547e-14
3:61808704-61808804	9.127e-09	4.571e-16
22:24043073-24043173	8.191e-09	7.932e-19
1:221676229-221676329	7.032e-07	1.189e-15
2:30450250-30450350	1.122e-05	1.67e-15
10:97553640-97553740	1.125e-08	4.202e-20
11:57761821-57761921	1.859e-08	7.757e-14
3:58266792-58266892	1.333e-07	8.441e-17
12:1791212-1791312	2.249e-05	1.668e-09
7:151867998-151868098	2.673e-06	1.046e-10
6:3352909-3353009	1.441e-05	4.349e-13
10:77031605-77031705	9.195e-10	7.33e-18
5:156522819-156522919	3.991e-06	1.712e-13
14:54704930-54705030	3.991e-06	1.712e-13
6:143451257-143451357	0.001255	3.477e-11
4:139628429-139628529	7.38e-09	8.672e-19
18:24063801-24063901	4.567e-05	3.569e-13
11:65423951-65424051	2.257e-10	2.306e-22
11:12856488-12856588	0.008571	1.862e-06
6:27836671-27836771	0.0002997	2.682e-12
5:16615739-16615839	2.339e-07	1.561e-15
3:81761169-81761269	2.74e-10	3.148e-21
3:66463175-66463275	0.0002406	4.621e-11
14:99944518-99944618	0.001717	2.338e-08
3:58528886-58528986	5.369e-05	4.671e-15
22:33996969-33997069	5.369e-05	4.671e-15
1:40247768-40247868	8.647e-05	1.177e-16
2:111946751-111946851	1.836e-09	7.198e-18
1:170538226-170538326	7.026e-07	5.558e-19
3:101848466-101848566	0.002224	4.607e-10
16:78199470-78199570	0.002796	1.943e-12
5:132459846-132459946	5.585e-07	2.024e-15
17:57535782-57535882	4.825e-05	2.036e-12
10:14040546-14040646	0.001971	8.88e-09
5:35229583-35229683	3.02e-08	7.638e-19
4:158723327-158723427	8.181e-07	5.222e-16
6:154157817-154157917	1.023e-07	9.941e-14
14:54835482-54835582	1.401e-07	2.296e-17
13:20429794-20429894	1.159e-06	8.403e-08
11:20355785-20355885	0.003057	2.634e-09
X:104684118-104684218	8.728e-07	5.473e-09
6:136788070-136788170	8.728e-07	5.473e-09
18:22489792-22489892	8.425e-08	4.109e-15
11:1690242-1690342	4.581e-09	8.967e-21
8:13276665-13276765	4.975e-10	1.417e-20
8:48525989-48526089	0.00202	1.165e-10
22:41479282-41479382	0.00202	1.165e-10
9:35116060-35116160	1.381e-09	9.489e-20
15:36177948-36178048	2.053e-07	2.288e-16
10:77078862-77078962	4.166e-08	6.702e-19
5:54362146-54362246	3.609e-05	3.654e-06
6:137341857-137341957	1.455e-06	1.628e-18
21:37082958-37083058	1.594e-07	2.645e-20
4:40663190-40663290	3.189e-07	1.162e-16
3:114872166-114872266	8.321e-10	1.345e-19
9:94639556-94639656	5.2e-10	4.037e-20
2:119431471-119431571	2.789e-07	2.605e-16
20:41296027-41296127	7.069e-05	4.338e-13
3:98817741-98817841	2.482e-06	1.775e-15
6:83480535-83480635	7.91e-07	3.494e-19
5:173643139-173643239	1.005e-08	1.978e-19
7:56029698-56029798	2.934e-08	6.873e-17
8:76676404-76676504	0.000208	2.431e-10
6:26014559-26014659	0.08869	3.51e-33
1:225408414-225408514	0.0001917	1.381e-11
1:171207618-171207718	1.715e-05	1.041e-09
16:68234532-68234632	2.617e-05	1.051e-08
2:15588613-15588713	8.14e-09	2.035e-20
1:176536743-176536843	0.0002673	7.292e-11
17:64075084-64075184	9.053e-09	4.817e-15
7:155919235-155919335	0.0001543	7.087e-14
7:29483380-29483480	1.227e-05	1.47e-16
15:77503934-77504034	1.909e-09	9.495e-20
7:47045279-47045379	1.858e-05	2.477e-14
3:183309438-183309538	6.839e-05	6.383e-12
