SEQID	YY1	CTCF	ZBTB33	REST
2:198128024-198128124	6.632e-07	6.749e-14	6.433e-15	2.86e-15
19:45456170-45456270	1.282e-14	5.281e-13	5.519e-10	6.278e-18
4:2801487-2801587	3.329e-12	3.8e-11	4.155e-11	4.799e-17
17:34961538-34961638	0.002184	1.652e-10	1.948e-11	3.406e-17
X:70197578-70197678	6.342e-16	7.828e-16	5.082e-14	3.408e-17
8:73746446-73746546	2.766e-13	1.779e-09	1.096e-09	1.507e-16
12:29148789-29148889	4.721e-10	8.432e-10	6.716e-10	9.869e-15
12:108635699-108635799	9.772e-15	8.432e-10	9.118e-18	9.869e-15
1:35808181-35808281	2.389e-16	6.437e-16	2.59e-12	1.039e-17
1:204516703-204516803	6.363e-11	2.835e-06	2.291e-11	2.24e-19
17:7329366-7329466	2.43e-14	1.103e-11	8.595e-09	4.42e-15
3:128077160-128077260	1.329e-12	1.132e-06	1.821e-09	1.306e-16
6:34238359-34238459	8.093e-14	4.505e-12	1.389e-12	4.396e-19
15:90002333-90002433	5.046e-12	3.235e-12	7.422e-10	3.193e-14
9:19029218-19029318	1.699e-14	1.233e-12	1.635e-10	2.415e-20
4:77158528-77158628	2.73e-11	4.71e-13	1.487e-09	9.517e-16
2:219247953-219248053	3e-13	3.823e-11	3.606e-13	3.651e-17
14:76913642-76913742	1.699e-08	1.492e-09	4.985e-12	2.399e-14
2:236513312-236513412	6.681e-11	2.231e-12	4.748e-09	9.114e-08
3:187917347-187917447	3.596e-10	2.115e-09	6.182e-11	1.142e-16
3:69080554-69080654	3.94e-11	8.802e-15	1.762e-11	3.985e-17
3:52237850-52237950	7.302e-11	4.507e-12	6.68e-10	1.646e-16
1:16352674-16352774	5.724e-14	6.902e-11	3.521e-11	2.265e-17
1:43991733-43991833	1.603e-12	2.507e-12	3.595e-06	2.084e-16
15:89430838-89430938	3.684e-15	0.0001907	5.168e-08	8.722e-19
3:46976552-46976652	1.181e-12	1.979e-13	1.29e-09	2.986e-16
1:213244905-213245005	4.213e-13	5.304e-14	4.99e-12	9.664e-19
11:68121571-68121671	1.748e-15	2.762e-08	3.274e-09	4.715e-21
5:100535601-100535701	1.293e-13	7.873e-11	2.483e-09	3.691e-12
7:130926423-130926523	1.14e-10	1.184e-15	1.21e-13	3.159e-19
2:64655573-64655673	1.147e-11	3.048e-14	1.482e-09	1.139e-20
4:174319524-174319624	4.536e-14	1.236e-14	2.938e-15	2.761e-17
22:49960483-49960583	1.551e-15	1.009e-14	2.842e-08	9.486e-15
2:84971103-84971203	2.786e-14	1.612e-11	1.423e-09	3.689e-16
6:111483344-111483444	5.305e-14	1.435e-10	3.513e-06	1.071e-18
19:10295678-10295778	4.079e-11	2.523e-11	5.405e-09	2.869e-16
11:86206213-86206313	1.465e-10	7.934e-15	7.122e-16	9.293e-20
19:39480919-39481019	1.151e-11	3.03e-12	3.462e-10	2.307e-16
18:5238069-5238169	1.155e-05	1.076e-11	1.21e-09	3.719e-15
2:69952896-69952996	1.168e-12	1.587e-11	9.368e-13	5.971e-17
22:36387318-36387418	4.406e-14	6.569e-12	2.777e-08	9.628e-15
19:49877816-49877916	2.369e-13	2.333e-12	7.019e-08	5.453e-15
3:5011970-5012070	2.576e-12	4.88e-10	8.262e-10	6.539e-14
17:8248107-8248207	8.14e-13	1.811e-09	4.369e-07	2.209e-17
3:43390167-43390267	1.747e-12	1.506e-10	8.511e-13	6.951e-19
7:28020672-28020772	1.804e-07	5.511e-13	1.983e-13	6.004e-16
1:169894029-169894129	4.113e-05	8.531e-10	2.436e-09	5.76e-17
X:48946105-48946205	1.647e-11	2.92e-10	3.831e-12	6.894e-20
9:97901353-97901453	2.478e-14	2.26e-12	7.903e-12	7.693e-17
17:1725083-1725183	5.85e-13	2.059e-08	7.564e-09	7.016e-14
8:118120926-118121026	4.379e-09	2.293e-12	9.864e-13	1.136e-19
5:69235046-69235146	9.813e-10	3.646e-10	2.127e-07	9.063e-16
1:202953070-202953170	3.211e-10	1.189e-12	3.764e-09	8.991e-18
14:104795235-104795335	1.289e-11	1.179e-06	5.481e-11	9.138e-16
19:7629831-7629931	7.867e-12	1.35e-12	8.991e-12	8.808e-14
17:81146332-81146432	7.867e-12	1.35e-12	8.991e-12	8.808e-14
1:234373804-234373904	4.027e-17	2.778e-14	5.347e-14	2.165e-18
2:42810563-42810663	3.011e-13	1.282e-09	3.407e-12	2.863e-19
1:173914632-173914732	7.465e-11	2.349e-12	1.985e-10	4.499e-14
20:4017338-4017438	6.074e-12	2.868e-12	3.962e-12	1.004e-15
2:201258660-201258760	8.362e-13	3.042e-13	5.611e-12	3.249e-13
10:27240661-27240761	1.537e-13	1.151e-09	2.239e-10	1.917e-14
12:25195457-25195557	7.306e-13	1.471e-12	7.812e-12	7.496e-20
15:88621436-88621536	1.704e-15	6.485e-12	6.999e-08	2.845e-16
4:38319229-38319329	1.99e-13	2.854e-12	2.714e-13	8.386e-17
6:31495054-31495154	2.458e-15	6.828e-13	3.69e-12	1.368e-12
14:60248254-60248354	3.264e-12	2.222e-13	1.622e-10	7.066e-16
3:120742548-120742648	6.975e-11	9.873e-14	1.451e-12	8.279e-15
17:16536041-16536141	1.556e-08	2.011e-09	5.208e-08	2.151e-17
6:89146697-89146797	1.121e-13	4.479e-11	1.407e-09	4.251e-12
15:41621671-41621771	9.01e-12	1.438e-10	3.619e-09	2.48e-18
18:11908519-11908619	4.609e-15	1.606e-12	9.689e-12	7.518e-17
18:62526988-62527088	3.888e-10	2.76e-12	7.005e-13	1.385e-22
3:46923815-46923915	1.354e-10	8.54e-06	9.442e-12	5.327e-19
10:92291135-92291235	2.248e-12	5.108e-12	2.301e-08	1.032e-11
2:54838931-54839031	2.288e-07	9.773e-12	1.137e-11	6.405e-17
3:66998349-66998449	9.18e-06	4.554e-12	3.11e-11	2.373e-16
17:41666028-41666128	6.355e-12	0.01123	3.577e-07	4.306e-15
1:6784466-6784566	4.049e-12	4.428e-11	2.234e-11	6.409e-17
6:85642184-85642284	2.07e-09	1.474e-09	6.299e-10	5.246e-17
11:76445224-76445324	2.339e-10	5.619e-10	9.64e-09	1.64e-15
6:15246050-15246150	2.237e-10	1.404e-15	1.045e-13	7.507e-23
3:49171133-49171233	3.88e-09	0.01002	4.39e-10	2.49e-16
1:160098628-160098728	2.138e-14	1.006e-10	3.456e-09	1.088e-14
12:14664861-14664961	2.628e-11	2.083e-15	1.741e-14	2.995e-18
3:10142160-10142260	1.791e-12	3.508e-13	9.817e-10	1.508e-16
1:111721025-111721125	1.205e-11	3.14e-05	6.565e-12	1.541e-16
5:172713156-172713256	1.557e-08	0.006763	5.526e-10	6.417e-14
1:182055116-182055216	1.373e-05	1.034e-14	7.193e-13	4.386e-19
17:29291510-29291610	9.369e-12	1.087e-13	3.042e-14	1.166e-15
3:134594891-134594991	8.881e-10	6.446e-11	7.67e-11	6.067e-15
12:118016816-118016916	9.847e-10	8.976e-10	1.515e-09	2.006e-13
1:44595296-44595396	5.892e-11	0.00547	1.415e-10	1.882e-15
19:18193286-18193386	2.243e-13	4.224e-12	7.525e-09	5.127e-15
19:45450919-45451019	1.313e-13	1.603e-11	2.292e-06	2.656e-18
12:4855807-4855907	4.717e-12	3.843e-12	2.874e-12	2.764e-16
11:65134641-65134741	1.679e-10	8.924e-12	7.516e-12	3.47e-17
2:31138356-31138456	5.057e-12	2.086e-16	2.793e-09	2.312e-18
1:205335902-205336002	8.338e-14	3.749e-15	8.51e-15	6.76e-17
13:49248076-49248176	3.127e-10	3.37e-13	7.614e-10	2.039e-12
14:37986178-37986278	2.359e-11	1.029e-07	5.311e-12	9.639e-19
18:54269694-54269794	4.908e-11	1.06e-08	1.896e-10	2.702e-17
1:243255324-243255424	2.29e-11	2.19e-11	1.954e-10	1.264e-15
10:125159069-125159169	9.432e-13	5.322e-11	1.041e-05	8.164e-14
12:10213125-10213225	6.447e-11	9.951e-12	1.624e-12	9.238e-16
2:219254108-219254208	1.574e-08	3.199e-11	3.604e-08	1.552e-17
19:17309580-17309680	5.723e-06	1.129e-15	1.196e-10	1.282e-21
6:4021383-4021483	0.009393	1.838e-13	7.896e-11	6.792e-18
12:53268397-53268497	1.896e-15	1.107e-08	1.018e-06	1.596e-17
1:111204477-111204577	2.713e-14	1.408e-11	7.998e-10	6.029e-15
6:110039811-110039911	3.596e-05	2.845e-14	1.124e-13	1.982e-19
2:71068659-71068759	3.933e-05	2.061e-09	6.502e-10	1.957e-14
2:85561667-85561767	2.418e-13	2.513e-12	1.596e-11	8.021e-18
8:140634062-140634162	1.04e-12	1.722e-06	1.1e-10	5.381e-14
22:19419835-19419935	5.497e-10	7.096e-08	6.649e-13	9.824e-18
21:42188579-42188679	4.278e-09	7.096e-08	6.649e-13	9.824e-18
19:12782664-12782764	6.504e-16	8.394e-11	4.725e-10	3.856e-15
16:79602562-79602662	9.239e-08	3.968e-12	2.819e-11	2.296e-18
2:27489961-27490061	3.143e-15	1.873e-15	7.741e-11	1.04e-14
17:4796247-4796347	9.08e-14	8.081e-09	1.233e-09	2.533e-17
16:78179-78279	2.609e-12	1.096e-07	1.968e-09	1.161e-16
17:29589919-29590019	2.782e-12	9.55e-12	3.024e-10	3.297e-15
12:104289039-104289139	2.542e-12	6.437e-14	9.516e-12	1.355e-16
7:73607104-73607204	1.627e-09	0.0002643	3.872e-10	3.58e-17
12:10068958-10069058	1.121e-12	8.283e-13	1.459e-14	1.542e-16
11:821282-821382	4.437e-13	1.415e-08	5.785e-12	2.657e-12
22:49848783-49848883	5.716e-15	4.647e-12	4.437e-08	2.503e-18
19:41397601-41397701	2.263e-14	1.488e-12	4.581e-13	1.956e-18
8:42843371-42843471	1.626e-14	4.479e-12	1.241e-09	2.159e-17
19:57320584-57320684	1.24e-12	3.146e-12	4.9e-11	4.244e-14
17:28939848-28939948	1.532e-14	8.923e-10	1.672e-11	6.822e-16
8:58411353-58411453	0.000508	4.257e-08	6.249e-10	3.541e-17
17:7915819-7915919	2.057e-13	3.087e-13	1.165e-07	2.147e-15
6:107114569-107114669	3.446e-12	6.614e-13	1.406e-07	1.414e-14
19:16247708-16247808	1.496e-14	0.005184	5.259e-12	2.646e-17
19:2266748-2266848	7.047e-07	1.022e-10	2.422e-11	4.527e-16
20:45857225-45857325	3.571e-09	1.727e-10	5.022e-10	1.642e-15
5:128083297-128083397	1.624e-13	1.043e-08	1.22e-08	3.092e-14
19:51704365-51704465	2.701e-14	2.414e-11	1.923e-10	4.339e-15
20:24949380-24949480	9.52e-09	2.623e-08	3.42e-10	1.585e-18
5:66144311-66144411	1.905e-13	2.671e-14	8.309e-12	2.383e-20
15:38700015-38700115	1.955e-11	2.037e-14	1.596e-15	6.21e-22
2:10332339-10332439	2.413e-06	2.609e-11	7.278e-11	5.318e-17
21:32279206-32279306	6.702e-13	3.379e-12	4.792e-10	6.863e-16
7:73855908-73856008	6.883e-11	9.27e-10	7.059e-10	1.278e-15
11:66289290-66289390	2.375e-11	5.182e-13	1.173e-09	5.594e-18
3:58433811-58433911	1.183e-14	1.201e-10	7.772e-09	1.35e-17
6:20402764-20402864	4.047e-12	1.826e-12	4.461e-07	3.487e-15
18:48673909-48674009	4.047e-12	1.826e-12	4.461e-07	3.487e-15
6:13303130-13303230	2.939e-12	4.129e-14	1.8e-08	2.704e-16
15:73994752-73994852	1.151e-11	4.442e-14	1.72e-10	1.043e-14
1:27635329-27635429	1.012e-13	7.915e-13	5.985e-12	3.925e-18
1:66243005-66243105	2.976e-08	9.607e-13	3.836e-09	9.227e-16
3:187917681-187917781	1.114e-16	9.607e-13	3.836e-09	9.227e-16
3:123585241-123585341	0.002628	9.893e-08	3.298e-10	3.291e-17
7:141015229-141015329	1.601e-08	9.894e-12	8.998e-10	2.864e-18
19:14072453-14072553	1.151e-05	8.649e-12	1.303e-11	4.788e-13
14:60151737-60151837	2.598e-12	1.54e-13	2.486e-13	5.733e-20
5:94909349-94909449	2.43e-10	9.833e-14	1.907e-13	8.713e-22
3:58414960-58415060	2.742e-08	2.494e-16	1.103e-12	1.316e-19
19:14777002-14777102	2.575e-10	2.231e-07	1.259e-12	1.297e-20
16:67160149-67160249	6.578e-08	0.0003897	1.419e-11	2.498e-16
2:189674470-189674570	6.826e-15	1.384e-11	6.399e-10	1.076e-14
3:32570383-32570483	1.472e-12	6.632e-13	5.878e-07	1.109e-16
1:28329059-28329159	1.871e-16	4.02e-14	1.053e-10	2.825e-15
3:128805987-128806087	9.674e-12	5.505e-14	1.841e-11	3.847e-19
19:51689455-51689555	5.583e-09	6.182e-11	5.198e-11	1.403e-15
17:7012467-7012567	1.903e-10	2.028e-10	5.036e-06	5.278e-15
17:27456491-27456591	5.07e-14	1.075e-11	1.519e-10	3.996e-13
3:47283041-47283141	6.11e-10	9.966e-11	1.977e-09	7.688e-15
1:44807560-44807660	4.254e-12	3.782e-12	2.571e-13	3.035e-17
11:12087682-12087782	1.23e-12	2.296e-12	9.119e-08	5.657e-18
10:78657943-78658043	4.642e-11	5.261e-15	4.262e-12	1.526e-17
19:34220806-34220906	6.084e-09	5.477e-11	1.346e-10	3.367e-15
18:35290458-35290558	2.297e-12	3.488e-11	5.899e-09	3.608e-13
1:200640375-200640475	1.739e-10	6.014e-17	3.946e-14	2.382e-23
12:82358711-82358811	1.292e-10	0.0003137	8.848e-12	1.17e-12
1:8971014-8971114	1.237e-09	4.482e-07	1.938e-10	8.419e-18
1:198656796-198656896	7.045e-11	2.588e-10	5.601e-13	4.46e-18
15:58147352-58147452	5.912e-10	3.399e-10	1.327e-12	3.606e-19
19:40750882-40750982	6.608e-12	2.591e-10	2.955e-11	6.472e-18
1:113759416-113759516	1.178e-13	2.809e-09	1.95e-10	1.457e-16
12:49580941-49581041	3.305e-13	1.804e-11	6.795e-12	1.882e-16
1:181479446-181479546	4.691e-12	9.49e-12	1.577e-11	3.979e-18
2:196211598-196211698	2.383e-13	2.485e-10	2.25e-12	1.49e-17
15:67880661-67880761	1.115e-20	2.485e-10	8.631e-17	1.49e-17
7:5529715-5529815	1.555e-12	0.002595	1.052e-09	1.561e-17
11:124876605-124876705	1.08e-11	6.961e-10	6.467e-08	3.896e-10
16:68065071-68065171	5.963e-13	9.014e-12	3.042e-08	4.009e-17
19:19138644-19138744	8.256e-15	2.308e-14	1.507e-11	4.696e-19
1:2229584-2229684	7.332e-11	1.691e-10	4.931e-11	4.712e-19
20:44211203-44211303	7.466e-12	5.551e-09	9.178e-11	3.552e-18
1:103515277-103515377	3.399e-06	1.244e-13	2.351e-14	6.079e-20
11:72924958-72925058	2.594e-10	1.06e-10	9.727e-09	2.225e-21
3:46089050-46089150	1.728e-11	2.805e-12	4.365e-10	2.37e-15
1:159923896-159923996	2.989e-11	2.062e-12	1.684e-08	4.714e-17
14:60249739-60249839	1.512e-15	1.835e-07	7.862e-08	1.445e-16
19:42302703-42302803	1.379e-11	3.527e-12	1.752e-12	6.438e-18
10:78029831-78029931	1.665e-10	0.0005198	2.09e-14	5.417e-19
3:186849146-186849246	2.916e-07	1.329e-11	4.625e-11	1.826e-17
2:44361452-44361552	8.156e-14	8.709e-10	6.486e-12	1.833e-16
3:42804673-42804773	3.743e-11	1.018e-12	1.387e-10	5.347e-15
7:151058213-151058313	1.266e-08	5.617e-13	2.301e-10	5.891e-19
10:71752776-71752876	3.708e-10	8.515e-06	2.3e-10	6.592e-17
13:110665514-110665614	2.763e-11	2.082e-12	1.179e-11	1.586e-18
4:99812098-99812198	2.369e-11	1.534e-13	2.495e-13	4.724e-20
19:55605140-55605240	7.545e-12	2.185e-10	8.063e-11	2.496e-14
10:22616071-22616171	3.451e-10	1.222e-14	1.503e-12	1.296e-17
7:29409140-29409240	9.86e-15	3.161e-15	6.751e-10	8.587e-16
4:184386099-184386199	7.279e-11	1.001e-13	3.4e-12	1.517e-18
10:70170683-70170783	3.499e-12	1.619e-12	0.0002045	9.629e-13
1:26821049-26821149	1.74e-13	2.246e-19	5.532e-12	2.888e-27
12:49707618-49707718	1.034e-13	5.116e-12	4.713e-10	1.527e-17
3:101676467-101676567	6.271e-16	5.082e-09	1.577e-08	6.827e-19
22:43155240-43155340	1.985e-10	4.149e-11	1.524e-11	9.933e-15
10:101843843-101843943	9.646e-14	4.072e-09	1.113e-10	3.445e-16
9:131125760-131125860	3.577e-13	1.754e-08	5.322e-10	3.028e-15
16:57419158-57419258	1.321e-13	5.11e-09	1.09e-09	2.582e-15
2:102449739-102449839	1.306e-12	1.124e-12	2.083e-11	6.163e-19
9:136440116-136440216	1.82e-07	3.511e-09	2.2e-09	8.341e-20
16:67928836-67928936	9.68e-08	7.837e-12	3.858e-12	5.381e-14
1:206933714-206933814	2.341e-11	7.065e-13	5.094e-11	1.837e-19
1:51617194-51617294	5.113e-14	3.139e-12	4.056e-10	2.694e-17
17:7036100-7036200	5.102e-14	1.191e-10	3.763e-07	3.405e-17
20:36574033-36574133	1.13e-11	2.613e-11	6.272e-07	5.922e-15
6:32130349-32130449	5.465e-11	1.534e-13	6.295e-12	3.023e-19
6:11526117-11526217	8.719e-09	2.759e-12	9.85e-13	1.504e-15
5:126601036-126601136	3.054e-13	3.659e-11	8.584e-10	3.515e-14
1:116373237-116373337	3.827e-15	3.025e-10	6.316e-10	8.304e-14
14:51848577-51848677	3.827e-15	3.025e-10	6.316e-10	8.304e-14
20:48777363-48777463	1.385e-11	9.409e-13	2.288e-12	1.985e-17
11:67805943-67806043	1.745e-16	5.665e-10	1.202e-10	6.236e-15
6:166342637-166342737	2.485e-12	6.561e-12	4.013e-09	1.875e-15
17:17281213-17281313	2.031e-11	4.78e-11	4.374e-05	2.629e-17
3:128806206-128806306	8.508e-14	1.926e-11	2.66e-10	4.737e-17
19:14472341-14472441	4.522e-11	2.808e-11	2.316e-06	2.299e-16
4:76758629-76758729	1.841e-10	9.62e-15	4.058e-14	1.101e-17
7:44639608-44639708	2.658e-11	2.582e-11	3.15e-13	3.721e-18
2:157453435-157453535	1.737e-14	3.253e-13	1.367e-12	9.172e-14
10:93702605-93702705	7.556e-08	1.163e-09	9.875e-09	1.733e-13
13:41061431-41061531	1.543e-11	5.852e-08	1.591e-12	1.314e-18
19:17850740-17850840	4.904e-11	7.017e-11	1.057e-11	1.005e-16
6:36986418-36986518	6.299e-08	2.454e-09	3.612e-06	4.378e-17
3:39153122-39153222	4.824e-14	6.185e-12	3.853e-07	3.085e-14
3:52447401-52447501	6.762e-10	2.814e-12	3.529e-14	1.267e-16
6:170554436-170554536	2.767e-12	9.626e-12	1.858e-11	1.287e-16
7:102465158-102465258	4.585e-14	3.318e-10	1.073e-10	2.002e-12
6:34236580-34236680	1.603e-13	5.969e-11	1.304e-08	6.126e-19
12:4215642-4215742	1.675e-08	3.022e-12	8.988e-08	7.239e-16
14:64761406-64761506	2.97e-11	1.68e-11	1.959e-10	1.612e-16
3:189967650-189967750	9.804e-10	8.262e-14	1.364e-11	2.167e-22
6:155314744-155314844	3.653e-13	6.179e-12	3.11e-10	2.936e-14
17:16217371-16217471	4.427e-05	4.382e-11	1.76e-11	4.074e-18
10:69061732-69061832	4.446e-12	4.775e-12	8.448e-10	5.805e-17
17:78442778-78442878	7.228e-15	9.018e-10	1.782e-07	1.079e-14
2:46616387-46616487	1.766e-12	2.193e-10	1.595e-11	8.747e-16
15:74777381-74777481	2.32e-11	2.079e-09	1.34e-10	3.348e-17
3:10026526-10026626	2.553e-11	2.599e-10	2.44e-11	2.312e-15
1:43358488-43358588	2.668e-13	6.067e-11	4.592e-10	8.28e-14
10:80261007-80261107	4.079e-09	2.895e-11	1.889e-12	4.481e-16
1:156591870-156591970	1.609e-11	3.772e-08	1.778e-09	2.197e-18
2:200864684-200864784	1.083e-12	1.329e-11	5.543e-09	3.182e-18
7:157390543-157390643	2.069e-09	2.097e-10	9.272e-14	6.911e-12
4:119455059-119455159	1.477e-11	8.717e-09	5.46e-10	2.207e-13
3:197960181-197960281	0.002425	1.165e-05	2.106e-08	1.534e-13
7:44986852-44986952	3.854e-10	1.536e-10	1.505e-11	5.245e-16
1:33361983-33362083	3.854e-10	1.536e-10	1.505e-11	5.245e-16
1:204411787-204411887	0.00591	6.609e-12	4.43e-08	1.449e-18
12:103966004-103966104	1.385e-09	5.339e-12	7.044e-08	2.349e-10
4:77127222-77127322	8.384e-13	2.718e-15	5.07e-13	3.728e-22
16:84065890-84065990	5.958e-13	6.001e-12	6.733e-14	9.311e-20
1:107965846-107965946	4.541e-13	4.287e-11	3.729e-10	4.411e-14
19:54137519-54137619	2.075e-14	3.221e-10	4.663e-07	1.868e-14
14:104827883-104827983	1.561e-12	1.475e-10	5.42e-11	7.929e-18
1:225962709-225962809	2.917e-13	3.717e-12	8.949e-12	1.655e-19
12:106357799-106357899	2.363e-07	5.505e-13	1.302e-10	3.463e-16
3:58237657-58237757	4.593e-14	9.441e-07	7.944e-09	5.712e-17
7:28956399-28956499	6.528e-10	2.189e-08	6.732e-08	1.287e-18
22:45309766-45309866	1.477e-12	2.829e-13	1.026e-10	1.143e-14
X:19725945-19726045	6.05e-11	3.49e-11	5.226e-13	4.171e-15
9:81687500-81687600	1.167e-11	3.318e-10	1.616e-11	3.365e-16
11:22787947-22788047	9.994e-10	7.391e-14	3.133e-13	4.721e-17
9:35162192-35162292	2.332e-07	1.134e-08	3.377e-08	5.085e-16
9:35072569-35072669	4.523e-11	5.707e-15	3.015e-12	4.295e-18
14:35404786-35404886	2.394e-12	3.796e-10	6.842e-11	1.206e-17
X:71129523-71129623	2.904e-15	2.609e-10	2.69e-12	1.625e-17
14:54903230-54903330	2.206e-13	5.706e-14	2.276e-11	1.781e-20
20:34709703-34709803	7.561e-12	4.291e-11	2.989e-11	8.516e-16
9:129607680-129607780	6.276e-12	6.006e-08	7.232e-11	7.968e-15
18:12884440-12884540	9.249e-13	3.845e-11	1.684e-07	1.445e-16
19:4402515-4402615	2.189e-10	4.227e-12	0.002103	9.918e-17
19:7522685-7522785	2.071e-09	8.03e-13	2.637e-06	3.375e-18
22:23839297-23839397	2.506e-12	2.93e-11	9.668e-09	1.159e-16
10:124419139-124419239	2.2e-13	1.482e-10	1.757e-08	1.08e-18
19:53809806-53809906	1.008e-05	9.435e-11	1.408e-12	5.705e-18
1:23369111-23369211	2.79e-12	2.166e-09	6.807e-11	3.402e-16
13:79406082-79406182	1.522e-12	4.997e-14	1.265e-11	3.147e-15
17:35809588-35809688	4.512e-13	9.068e-07	3.636e-09	1.854e-16
16:71846021-71846121	1.696e-07	5.502e-11	1.837e-10	3.585e-15
11:64306329-64306429	5.195e-11	4.877e-09	1.409e-07	1.005e-15
9:133743120-133743220	4.277e-09	1.805e-09	8.129e-09	5.17e-16
2:165779431-165779531	5.769e-12	4.869e-15	1.543e-09	4.727e-18
12:42144941-42145041	2.698e-14	1.333e-09	4.241e-06	4.732e-15
22:20697879-20697979	1.154e-09	1.684e-08	2.825e-12	3.929e-17
2:68837613-68837713	2.563e-12	1.746e-13	8.556e-14	1.591e-21
6:28988829-28988929	2.042e-13	8.197e-12	5.961e-10	1.171e-17
2:85436700-85436800	1.347e-11	8.297e-10	2.25e-12	1.216e-14
13:94617794-94617894	1.274e-12	1.609e-10	4.146e-12	1.261e-16
10:103606004-103606104	3.235e-11	2.845e-08	5.719e-09	6.183e-12
2:151828630-151828730	4.129e-10	1.454e-10	1.205e-09	3.843e-19
8:42843065-42843165	3.928e-08	1.732e-10	4.709e-12	7.664e-14
7:17940762-17940862	2.27e-10	3.7e-12	1.24e-09	2.71e-15
19:48619531-48619631	7.983e-15	2.642e-13	3.087e-11	4.526e-18
12:66861518-66861618	1.408e-10	2.968e-14	3.611e-12	6.516e-15
13:76473889-76473989	4.391e-11	6.037e-14	5.108e-13	2.225e-20
7:5419124-5419224	1.379e-11	2.799e-13	1.651e-12	3.585e-17
12:48106302-48106402	4.123e-13	3.728e-08	1.347e-09	7.309e-17
5:100780158-100780258	9.366e-12	1.075e-11	2.103e-13	1.783e-18
20:3676935-3677035	1.591e-13	1.534e-11	8.668e-11	2.983e-14
5:131171019-131171119	1.414e-12	7.457e-13	1.06e-10	3.923e-18
5:160269366-160269466	3.181e-11	2.921e-12	9.529e-10	8.7e-16
20:40340373-40340473	7.298e-12	1.024e-13	2.662e-12	1.559e-17
11:1851007-1851107	7.298e-12	1.024e-13	2.662e-12	1.559e-17
18:63320426-63320526	1.543e-15	3.08e-12	3.545e-05	1.822e-17
15:101168072-101168172	6.512e-14	3.789e-11	2.488e-11	5.944e-17
19:6057525-6057625	2.537e-09	2.239e-14	3.738e-11	4.835e-18
9:128125307-128125407	4.414e-11	2.457e-07	3.244e-12	2.986e-12
6:44313566-44313666	3.996e-15	4.667e-17	1.757e-13	6.407e-20
15:94120049-94120149	0.0006419	0.000358	1.351e-11	3.011e-18
11:44970721-44970821	1.401e-10	5.961e-10	2.936e-13	6.457e-19
8:22716000-22716100	2.382e-12	1.289e-12	4.904e-13	4.621e-13
3:113747025-113747125	4.571e-12	7.314e-10	2.628e-09	8.097e-14
6:33015079-33015179	1.852e-06	1.801e-13	1.003e-11	3.185e-17
1:36487078-36487178	1.01e-11	7.609e-11	2.206e-12	7.465e-18
10:45726928-45727028	4.307e-10	1.586e-11	3.601e-07	6.274e-15
1:8970729-8970829	2.459e-14	1.883e-17	2.989e-18	1.408e-25
12:14803649-14803749	1.959e-07	4.121e-12	8.675e-09	1.565e-13
6:118894195-118894295	2.235e-10	1.677e-13	2.621e-10	5.743e-14
17:81926704-81926804	1.615e-14	5.362e-09	1.317e-08	3.864e-15
16:69709677-69709777	2.186e-09	0.0002861	3.372e-12	4.324e-20
17:83048752-83048852	8.337e-09	8.963e-13	9.304e-14	2.268e-12
1:200972260-200972360	1.755e-12	2.399e-09	8.884e-11	1.003e-14
11:44066343-44066443	7.335e-08	2.054e-12	3.637e-12	2.645e-17
15:43792170-43792270	1.936e-13	1.491e-10	5.328e-10	1.03e-17
11:45919019-45919119	1.946e-14	2.912e-14	2.093e-15	1.483e-18
11:33015744-33015844	3.388e-13	2.388e-12	4.65e-07	1.892e-18
8:85245852-85245952	1.373e-12	1.513e-10	4.008e-08	3.83e-09
13:21479294-21479394	1.837e-12	1.078e-12	1.89e-13	8.084e-12
6:13428573-13428673	1.746e-09	3.679e-13	1.288e-11	5.361e-16
18:12947964-12948064	6.5e-17	8.242e-12	4.228e-10	3.109e-14
1:36374788-36374888	9.478e-12	1.163e-12	2.111e-12	4.683e-18
19:6361664-6361764	1.687e-10	7.064e-12	1.269e-08	2.189e-18
17:75110066-75110166	4.249e-11	6.118e-11	1.252e-12	2.85e-11
8:66177232-66177332	1.384e-14	2.786e-09	9.224e-11	1.575e-16
19:9792915-9793015	1.439e-13	2.055e-09	4.148e-12	2.855e-17
19:17420048-17420148	1.226e-06	1.021e-08	8.741e-07	2.674e-15
1:153658861-153658961	7.889e-12	9.829e-11	2.334e-09	4.215e-17
22:41381807-41381907	1.084e-11	5.596e-13	7.395e-10	7.528e-17
3:128879601-128879701	1.796e-13	7.31e-13	1.068e-09	1.546e-15
4:73837089-73837189	1.435e-11	1.928e-11	5.019e-11	8.988e-16
5:78360688-78360788	8.343e-14	8.779e-11	2.19e-09	1.299e-19
3:43773897-43773997	1.22e-07	5.917e-09	2.513e-10	2.866e-17
16:31869831-31869931	7.907e-12	8.913e-10	1.137e-12	3.042e-17
20:33993238-33993338	3.701e-05	4.878e-07	5.83e-11	2.807e-17
7:143384944-143385044	4.532e-09	2.491e-13	6.568e-12	1.079e-16
11:83285963-83286063	3.932e-12	8.221e-12	5.843e-11	2.866e-18
6:132512923-132513023	1.845e-09	3.996e-11	1.936e-10	2.844e-13
8:17923088-17923188	3.422e-15	1.924e-08	1.901e-09	4.356e-15
