SEQID	USF2	MAX	BHLHE40
20:50194278-50194378	5.36e-11	1.488e-08	1.613e-11
14:24299777-24299877	1.182e-12	3.417e-09	1.216e-09
7:141738353-141738453	9.209e-07	1.344e-07	1.326e-06
12:125183303-125183403	5.257e-10	1.084e-05	7.164e-07
12:109336736-109336836	5.257e-10	1.084e-05	7.164e-07
3:117526636-117526736	1.84e-05	0.003379	4.457e-06
16:31180104-31180204	3.017e-13	1.641e-09	5.855e-10
5:83401638-83401738	1.097e-18	4.733e-13	7.258e-15
14:96746269-96746369	1.097e-18	4.733e-13	7.258e-15
9:15722937-15723037	0.00155	7.153e-06	2.724e-06
2:157363717-157363817	0.0009242	0.0007457	0.005489
3:58610045-58610145	9.544e-12	1.887e-09	8.458e-08
16:2963820-2963920	4.974e-05	0.001581	4.513e-05
12:32471911-32472011	9.728e-10	1.488e-05	1.774e-07
7:130072241-130072341	8.428e-05	0.004333	5.787e-05
15:75661244-75661344	1.525e-06	1.341e-05	1.952e-06
9:5509718-5509818	1.525e-06	1.341e-05	1.952e-06
8:141029019-141029119	7.583e-11	3.86e-10	1.588e-09
14:77604047-77604147	6.897e-20	1.071e-12	2.909e-13
5:172431180-172431280	6.897e-20	1.071e-12	2.909e-13
1:156728785-156728885	6.043e-13	1.697e-08	7.981e-10
17:50618403-50618503	0.001509	1.872e-05	2.223e-06
2:216678706-216678806	0.0004464	6.005e-05	3.06e-09
2:84459489-84459589	3.956e-11	1.4e-05	2.929e-07
9:109779794-109779894	4.242e-06	0.003691	0.002162
2:53189316-53189416	0.0005035	2.129e-05	1.863e-07
1:166975645-166975745	3.831e-11	3.398e-06	1.988e-09
2:100563133-100563233	2.192e-11	1.291e-06	1.148e-07
12:120237569-120237669	3.133e-10	6.783e-07	6.378e-07
8:134713494-134713594	5.246e-05	0.000947	0.0006828
6:116371744-116371844	6.401e-05	1.856e-05	2.946e-10
3:146625267-146625367	0.003865	4.863e-05	5.738e-08
15:73951175-73951275	7.237e-06	0.001615	0.0001323
5:91280521-91280621	1.362e-11	3.273e-09	5.541e-09
20:45920638-45920738	7.565e-07	0.0007681	1.89e-07
5:116144262-116144362	0.0002464	2.492e-05	2.075e-07
7:76322952-76323052	7.141e-11	2.573e-09	7.942e-11
19:13052577-13052677	0.001503	2.089e-05	5.157e-07
7:129263321-129263421	2.961e-12	1.019e-09	3.815e-13
21:33011645-33011745	1.341e-10	1.411e-08	7.166e-10
14:54450648-54450748	0.0001269	0.002088	8.576e-07
1:160124699-160124799	9.876e-13	7.764e-09	3.487e-13
12:25963012-25963112	0.0001888	7.833e-06	2.826e-06
7:135792471-135792571	1.078e-22	5.343e-12	1.821e-14
7:33979776-33979876	0.0009759	2.751e-05	3.67e-09
2:231642997-231643097	5.592e-10	4.206e-07	1.632e-09
11:77188491-77188591	1.094e-05	1.109e-05	5.093e-07
16:50697959-50698059	0.000169	0.001812	7.458e-07
1:32241428-32241528	8.712e-08	4.03e-06	1.106e-08
11:68384046-68384146	2.772e-05	0.002563	7.283e-05
4:127045665-127045765	1.512e-09	2.517e-08	7.449e-11
1:25232025-25232125	3.35e-09	2.006e-07	3.198e-07
1:59404930-59405030	2.786e-06	0.003165	0.0002785
17:78936154-78936254	7.574e-08	7.242e-05	7.634e-09
19:2061593-2061693	4.327e-15	2.479e-08	1.755e-08
11:106078283-106078383	4.764e-07	0.002355	3.36e-05
20:36755069-36755169	0.003487	5.433e-05	5.656e-08
5:175471736-175471836	7.26e-15	3.469e-11	3.051e-12
2:70086211-70086311	2.298e-05	0.00401	5.491e-06
8:140589013-140589113	8.552e-11	9.083e-09	1.493e-09
17:44830319-44830419	9.862e-16	6.791e-08	1.644e-08
17:60078298-60078398	3.449e-05	0.002883	3.004e-07
6:111591497-111591597	6.538e-12	6.513e-10	9.433e-10
6:138817868-138817968	8.731e-09	9.208e-06	1.195e-07
13:114179186-114179286	0.003018	3.277e-06	5.41e-06
16:58249917-58250017	6.296e-10	7.619e-06	2.408e-08
11:118608690-118608790	1.582e-11	1.326e-07	2.357e-09
4:17322660-17322760	2.434e-14	4.456e-09	1.914e-11
4:80266366-80266466	6.605e-12	1.671e-08	1.551e-09
1:246932211-246932311	6.206e-12	4.729e-07	4.022e-06
17:36525324-36525424	1.06e-05	3.05e-06	4.156e-06
12:64025726-64025826	0.01198	6.777e-06	1.106e-05
11:30120327-30120427	0.0131	0.0004242	0.01058
17:75183098-75183198	3.474e-11	1.786e-06	5.087e-07
4:8393751-8393851	3.532e-10	6.953e-08	3.752e-08
19:42401904-42402004	1.953e-12	9.261e-06	9.364e-08
1:200739424-200739524	1.678e-09	2.819e-06	2.233e-07
19:3285857-3285957	0.0001876	0.001812	7.472e-07
3:4987107-4987207	3.569e-10	1.447e-07	1.308e-05
9:100437989-100438089	1.235e-05	8.999e-06	1.199e-09
19:55447847-55447947	1.221e-06	0.002057	2.339e-05
13:97976894-97976994	1.06e-06	0.001001	1.256e-06
6:1679367-1679467	2.186e-09	4.419e-10	8.213e-10
1:206669057-206669157	2.186e-09	4.419e-10	8.213e-10
6:24522568-24522668	9.673e-05	0.0005958	2.707e-05
1:77322406-77322506	4.584e-05	6.458e-08	3.445e-07
16:15418359-15418459	1.615e-15	4.743e-11	8.321e-13
6:166997837-166997937	9.854e-05	1.252e-05	2.954e-07
1:223242541-223242641	1.16e-05	0.001756	1.345e-06
19:58475960-58476060	7.769e-14	9.69e-09	6.038e-09
6:107241932-107242032	1.342e-05	3.229e-05	1.042e-07
19:1362089-1362189	2.242e-06	1.109e-05	5.093e-07
1:94646177-94646277	2.035e-10	6.769e-06	3.092e-06
11:118530924-118531024	2.263e-15	1.355e-09	2.948e-08
5:142982686-142982786	0.0004464	5.928e-05	3.286e-09
2:9288489-9288589	6.389e-10	6.19e-07	4.155e-09
10:62399290-62399390	6.082e-11	1.785e-08	5.39e-11
15:39270013-39270113	0.0009327	1.853e-05	2.146e-06
6:109793927-109794027	0.0007441	5.925e-05	3.008e-10
2:217887907-217888007	6.51e-05	2.251e-05	1.036e-07
11:128502945-128503045	4.565e-08	0.0006725	2.275e-05
19:36095404-36095504	0.0003775	3.648e-05	1.665e-06
10:76428672-76428772	7.881e-05	0.0029	6.089e-05
2:238379563-238379663	1.65e-07	0.002953	2.72e-05
4:163702010-163702110	3.7e-11	3.513e-06	3.092e-06
2:53021565-53021665	3.7e-11	3.513e-06	3.092e-06
18:22933257-22933357	4.265e-11	3.643e-06	1.54e-07
6:36929782-36929882	6.383e-10	3.27e-09	4.717e-11
3:42443986-42444086	0.0003632	2.83e-05	1.1e-07
13:110713070-110713170	1.207e-16	5.552e-10	1.811e-09
2:12534972-12535072	5.04e-06	8.38e-05	3.534e-08
21:31659461-31659561	6.464e-11	4.074e-06	9.544e-08
2:120966132-120966232	0.01467	6.627e-06	1.082e-05
6:106692212-106692312	8.548e-05	9.304e-06	4.431e-06
17:17512011-17512111	4.835e-11	6.567e-06	5.82e-07
3:197791097-197791197	2.839e-05	2.829e-05	4.282e-06
17:1763202-1763302	5.646e-09	1.723e-05	3.887e-09
5:144170582-144170682	3.442e-09	8.854e-09	3.716e-09
14:96249261-96249361	0.0002595	1.85e-05	1.441e-08
11:28108270-28108370	3.389e-16	2.85e-08	1.123e-09
3:133805780-133805880	1.961e-09	2.541e-05	2.4e-08
9:81035135-81035235	1.159e-05	6.617e-05	1.054e-07
17:50022463-50022563	1.159e-05	6.617e-05	1.054e-07
6:44064820-44064920	7.111e-14	6.081e-11	2.401e-09
1:115179446-115179546	1.21e-12	2.711e-07	1.844e-07
X:154412060-154412160	2.685e-05	3.205e-06	3.553e-08
18:58650129-58650229	0.00351	7.153e-06	2.724e-06
3:156728532-156728632	0.0002317	8.671e-07	3.475e-08
10:73413957-73414057	9.231e-07	1.349e-07	1.325e-06
5:149345383-149345483	1.313e-16	1.879e-11	9.475e-12
4:99949481-99949581	7.4e-05	0.003165	0.0002785
1:19067686-19067786	0.0005163	0.0006195	0.003466
19:3984241-3984341	7.568e-07	0.0007681	1.891e-07
12:62466698-62466798	1.284e-14	2.33e-10	1.428e-10
5:179314351-179314451	1.625e-11	4.27e-07	1.479e-09
17:80834573-80834673	0.001341	0.0008865	0.0008319
5:57533004-57533104	0.001713	2.248e-06	1.968e-06
8:11877164-11877264	8.152e-07	3.379e-05	2.313e-09
17:7329459-7329559	8.139e-11	2.518e-07	8.798e-09
14:58298250-58298350	2.193e-12	3.279e-09	3.74e-11
8:123770262-123770362	0.001071	2.527e-05	3.933e-08
22:45935172-45935272	3.127e-05	1.543e-05	3.374e-08
17:8221001-8221101	3.132e-11	2.686e-08	1.397e-09
15:65189451-65189551	3.132e-11	2.686e-08	1.397e-09
10:73907118-73907218	1.276e-08	1.234e-05	6.724e-07
9:121556826-121556926	2.454e-07	7.816e-06	4.898e-08
3:139339466-139339566	4.766e-05	0.0005928	0.0001561
6:30213534-30213634	6.293e-12	3.225e-09	2.242e-10
18:40911082-40911182	7.853e-10	3.156e-08	4.675e-10
8:103230023-103230123	1.13e-11	3.418e-10	6.208e-10
2:84481929-84482029	2.999e-11	2.086e-07	9.808e-08
8:115563643-115563743	0.0006509	0.004333	5.787e-05
5:33982065-33982165	1.018e-09	0.0003276	1.202e-06
22:31671074-31671174	1.018e-09	0.0003276	1.202e-06
15:93036070-93036170	6.457e-09	0.001188	2.929e-05
6:31882569-31882669	0.001438	7.956e-06	2.861e-07
3:150761906-150762006	1.131e-06	0.001672	4.926e-06
5:14167642-14167742	1.235e-05	8.96e-06	1.767e-09
2:46435025-46435125	0.0001286	2.608e-06	1.578e-06
3:71101079-71101179	2.543e-06	1.311e-05	1.952e-07
1:221994265-221994365	7.855e-10	7.914e-11	6.957e-11
8:96645244-96645344	5.158e-09	4.513e-08	2.928e-07
1:3312976-3313076	1.559e-07	0.002305	1.569e-06
7:155608703-155608803	1.559e-07	0.002305	7.109e-20
4:173212015-173212115	2.508e-07	0.001639	0.0002067
12:3885291-3885391	0.001438	7.947e-06	2.862e-07
15:52093901-52094001	1.448e-13	1.469e-10	1.437e-12
14:91099161-91099261	0.004401	4.686e-05	4.867e-08
6:33314649-33314749	1.146e-08	8.549e-06	5.879e-08
4:73258069-73258169	2.429e-07	0.001672	4.92e-06
1:27557493-27557593	3.803e-05	1.686e-05	3.493e-08
6:57089968-57090068	1.077e-14	1.56e-10	5.449e-09
8:28061168-28061268	0.0003483	2.535e-07	1.434e-06
16:4944797-4944897	7.552e-06	1.108e-05	3.007e-09
22:46078815-46078915	0.004332	0.001306	0.0001776
2:85058690-85058790	0.00946	0.0003077	0.007703
1:27726289-27726389	8.421e-06	0.000817	0.00324
19:18522161-18522261	1.976e-12	6.258e-09	4.127e-10
19:8413008-8413108	3.321e-08	1.621e-06	1.196e-07
19:4296647-4296747	2.127e-05	0.00119	0.0006932
2:36530398-36530498	0.001509	1.863e-05	2.147e-06
X:45480284-45480384	0.0004376	1.845e-05	1.431e-08
17:83048454-83048554	4.542e-05	0.000851	5.359e-05
8:23069043-23069143	1.002e-12	2.528e-08	1.41e-10
12:69161948-69162048	0.0001991	0.0001259	0.004702
1:1069309-1069409	1.07e-08	1.367e-06	1.55e-08
9:6007087-6007187	5.929e-06	0.001055	0.0005836
14:51396410-51396510	5.525e-06	5.955e-05	7.683e-08
3:111764193-111764293	0.0008991	1.879e-06	2.955e-06
12:16389675-16389775	1.089e-07	0.004659	1.33e-05
11:14381453-14381553	9.127e-07	4.034e-05	1.412e-06
6:37516613-37516713	0.0006787	0.001513	0.0001556
14:103625003-103625103	1.336e-09	3.916e-06	8.274e-08
19:50658032-50658132	1.213e-10	1.291e-06	2.247e-05
17:66747795-66747895	3.113e-06	0.002245	4.476e-05
14:102500533-102500633	2.782e-05	4.729e-05	3.778e-08
9:130118205-130118305	3.123e-16	2.903e-10	1.159e-10
20:46935538-46935638	2.234e-10	5.1e-07	1.754e-06
19:15379799-15379899	1.86e-10	8.577e-07	7.385e-08
11:62921847-62921947	9.998e-06	0.0001267	0.001473
21:46307731-46307831	0.000276	7.558e-07	1.86e-06
7:133252870-133252970	3.042e-13	5.88e-06	3.783e-07
2:10576054-10576154	3.042e-13	5.88e-06	3.783e-07
1:19866925-19867025	0.0004584	1.387e-05	3.964e-08
9:34253036-34253136	4.615e-06	4.689e-06	1.473e-06
17:28599029-28599129	3.853e-14	2.337e-08	1.704e-08
5:98570669-98570769	4.843e-09	1.108e-08	4.47e-09
16:30091937-30092037	3.981e-11	1.13e-05	5.683e-10
3:39126649-39126749	1.089e-13	1.172e-10	6.87e-10
17:74177243-74177343	0.004915	7.37e-06	2.725e-06
14:50955881-50955981	3.929e-16	4.961e-09	2.016e-11
10:98262617-98262717	1.056e-16	3.896e-11	7.14e-12
5:142325040-142325140	8.33e-13	4.369e-06	7.176e-07
2:43112941-43113041	1.453e-16	4.683e-12	1.428e-11
11:94494013-94494113	3.314e-06	1.618e-06	8.014e-08
19:36331658-36331758	1.521e-06	4.004e-07	5.45e-09
1:150578476-150578576	2.974e-13	2.136e-09	1.121e-09
6:161038143-161038243	1.976e-05	3.502e-05	3.024e-06
1:177983854-177983954	7.42e-05	0.003165	0.0002785
9:69205030-69205130	6.755e-06	2.976e-05	1.305e-10
6:53545044-53545144	4.063e-15	6.661e-10	3.592e-11
21:35779812-35779912	0.001788	6.694e-05	6.907e-08
4:153181356-153181456	2.514e-05	5.625e-05	1.772e-08
18:59359322-59359422	3.525e-15	1.108e-08	1.377e-10
11:134068856-134068956	1.173e-06	1.543e-05	3.342e-08
3:165643687-165643787	4.32e-08	3.307e-08	2.241e-09
11:8964420-8964520	1.897e-10	1.36e-09	3.149e-10
5:151683229-151683329	0.0001197	0.001812	7.458e-07
6:21634590-21634690	2.499e-10	3.201e-06	3.31e-07
22:19850235-19850335	2.499e-10	3.201e-06	3.31e-07
6:150293570-150293670	1.797e-11	9.965e-10	3.504e-11
2:128321937-128322037	1.524e-10	1.271e-05	1.169e-07
4:2242090-2242190	1.654e-11	5.671e-08	2.193e-09
12:88242294-88242394	1.364e-09	7.108e-06	3.194e-08
4:48270331-48270431	6.853e-05	0.0002862	0.003847
4:151671823-151671923	0.002453	0.003557	0.0001604
3:172153365-172153465	1.32e-08	1.234e-05	6.766e-07
16:14634185-14634285	6.755e-09	0.0009819	0.001627
7:135662387-135662487	1.277e-11	6.219e-10	2.63e-12
16:69564868-69564968	0.0001197	0.001812	7.461e-07
15:33194778-33194878	1.703e-11	3.167e-07	1.508e-07
1:15799129-15799229	3.127e-05	1.544e-05	4.321e-08
5:169945990-169946090	2.387e-11	6.701e-11	4.995e-12
8:46957279-46957379	3.026e-06	0.004192	0.000231
10:68075276-68075376	3.656e-10	6.988e-06	3.269e-06
2:133293959-133294059	5.8e-07	7.917e-05	2.147e-08
2:216671250-216671350	2.668e-13	3.445e-09	9.684e-11
12:93361647-93361747	0.0001326	1.314e-06	2.056e-06
20:34981014-34981114	0.0004124	0.0004221	0.002374
11:795373-795473	1.656e-06	0.0001484	0.001281
8:37807899-37807999	0.0007162	0.001545	0.0001583
1:234523630-234523730	1.374e-10	6.695e-11	3.509e-10
2:222843017-222843117	6.072e-16	2.074e-12	8.087e-12
2:69037023-69037123	2.839e-05	2.823e-05	3.437e-08
2:44168733-44168833	2.2e-13	2.173e-07	7.728e-08
19:4518563-4518663	0.00612	1.223e-05	5.68e-08
4:163702863-163702963	3.573e-06	0.005604	2.43e-06
4:173334006-173334106	3.836e-09	4.007e-06	1.758e-07
X:152941575-152941675	3.856e-11	1.459e-05	1.773e-05
17:72580296-72580396	0.001471	0.001521	0.001472
19:56638102-56638202	5.37e-12	2.576e-06	5.221e-06
19:345067-345167	0.0002629	0.01023	7.038e-07
15:55823797-55823897	0.001907	9.303e-06	4.432e-06
8:122637666-122637766	1.703e-08	7.389e-08	6.917e-09
3:186772935-186773035	3.305e-06	0.002245	4.476e-05
11:919373-919473	0.001093	0.0004691	0.0001086
12:110502201-110502301	4.666e-06	2.361e-07	1.117e-08
11:67045486-67045586	3.817e-19	1.353e-14	1.11e-14
3:127040407-127040507	4.711e-15	1.712e-09	1.719e-12
13:99067131-99067231	2.572e-12	2.583e-08	5.002e-13
2:202266116-202266216	8.735e-05	0.003379	4.492e-06
11:1572311-1572411	7.849e-06	2.124e-07	1.378e-06
5:34552799-34552899	0.001153	0.001411	0.0003944
22:19287437-19287537	2.246e-15	6.673e-11	7.116e-11
8:104322166-104322266	5.299e-16	6.332e-12	7.285e-12
20:47390127-47390227	9.817e-18	7.259e-12	1.856e-13
8:28085631-28085731	5.257e-05	0.000947	0.0006828
18:49846493-49846593	0.0002604	4.545e-05	7.298e-08
4:2685655-2685755	1.269e-06	0.000361	0.0001153
3:71999285-71999385	0.0001169	2.131e-05	2.167e-06
10:102783166-102783266	4.236e-12	4.167e-08	8.334e-09
13:83065296-83065396	1.312e-05	0.0008378	0.001974
8:143385381-143385481	6.604e-08	0.004192	0.000231
13:112032277-112032377	9.757e-05	0.003854	0.0001359
11:77073477-77073577	9.15e-07	8.253e-06	1.231e-06
19:46392657-46392757	1.063e-13	8.801e-08	4.51e-06
5:173315609-173315709	8.029e-11	4.784e-07	7.695e-08
2:18560644-18560744	1.08e-12	3.11e-06	9.214e-08
12:75815574-75815674	6.793e-08	1.512e-05	6.193e-07
7:98252218-98252318	5.599e-10	4.138e-07	4.842e-07
8:66113337-66113437	3.789e-11	1.08e-07	1.401e-08
9:136410579-136410679	5.076e-17	1.373e-11	4.179e-13
1:161766201-161766301	3.22e-13	6.429e-07	2.069e-08
1:11262670-11262770	7.895e-10	2.626e-05	1.131e-06
5:75337028-75337128	4.288e-16	5.073e-10	3.13e-10
17:81101891-81101991	3.316e-09	3.18e-09	2.078e-10
11:67585038-67585138	6.947e-09	3.312e-06	2.408e-07
9:78539952-78540052	0.0001799	1.723e-05	4.416e-08
11:123302152-123302252	0.002936	0.004019	9.922e-06
19:4391116-4391216	8.012e-05	0.0007065	0.003748
1:40807416-40807516	0.000902	0.001894	0.00454
15:66803269-66803369	3.322e-11	5.535e-10	1.725e-11
15:60376948-60377048	0.0001277	0.0006313	5.493e-06
4:176902462-176902562	3.826e-09	3.308e-06	9.392e-08
6:165890190-165890290	4.072e-08	0.000713	1.984e-05
19:2346185-2346285	1.834e-05	0.0009843	7.604e-07
5:145347232-145347332	0.002144	2.013e-05	2.898e-08
12:31324969-31325069	3.245e-05	0.005208	4.835e-05
3:153161847-153161947	6.231e-06	0.002245	4.476e-05
17:8154387-8154487	5.203e-11	7.953e-08	7.396e-09
2:24926992-24927092	3.561e-05	0.001192	0.0006967
10:51063956-51064056	8.548e-05	9.303e-06	4.432e-06
14:24368078-24368178	3.482e-17	2.539e-12	2.809e-12
1:85201389-85201489	3.087e-05	0.0005676	2.407e-05
11:86597338-86597438	3.01e-21	1.008e-16	2.131e-14
17:18087838-18087938	4.093e-10	1.061e-06	8.202e-08
2:51219546-51219646	1.222e-07	0.002434	1.859e-06
16:8850524-8850624	4.528e-11	2.163e-08	1.301e-09
17:43784730-43784830	0.001907	9.355e-06	4.432e-06
13:112658978-112659078	8.373e-07	0.005207	4.831e-05
20:36175167-36175267	1.983e-06	2.834e-05	3.3e-06
20:63272722-63272822	6.518e-11	2.361e-08	2.15e-06
3:195119975-195120075	2.44e-05	8.482e-06	6.778e-06
2:75324273-75324373	9.342e-17	2.179e-10	1.248e-11
11:44812460-44812560	8.373e-07	0.005207	4.831e-05
1:41361065-41361165	1.559e-11	7.016e-09	3.771e-10
1:192808841-192808941	1.341e-12	5.38e-08	2.306e-07
2:206159479-206159579	3.235e-15	1.56e-10	5.614e-13
1:155227092-155227192	0.000551	1.388e-05	2.928e-07
20:34753904-34754004	0.0005074	6.617e-05	1.047e-07
9:137877701-137877801	0.004407	0.001306	0.0001776
6:56526966-56527066	9.486e-05	2.104e-05	7.077e-08
16:87968657-87968757	2.537e-10	6.369e-10	8.425e-10
11:19380414-19380514	7.576e-06	2.352e-05	9.269e-08
5:113263929-113264029	1.481e-05	4.944e-06	1.406e-08
11:6618316-6618416	4.816e-11	2.59e-10	1.997e-12
3:151351007-151351107	3.705e-07	0.001837	2.63e-05
1:36321262-36321362	0.0001307	5.843e-05	2.316e-09
16:84953532-84953632	0.0003146	0.001804	0.00112
12:133080058-133080158	0.000173	1.108e-07	2.218e-07
1:25239997-25240097	7.069e-12	3.659e-11	1.171e-11
1:58900708-58900808	0.002258	7.944e-06	2.861e-07
7:42239167-42239267	1.015e-17	1.195e-11	1.745e-13
16:75238725-75238825	1.227e-11	3.023e-06	5.724e-07
2:72931415-72931515	6.079e-11	1.314e-07	5.894e-09
11:62599349-62599449	7.915e-11	1.744e-08	1.456e-09
17:41530256-41530356	4.2e-09	8.483e-10	7.216e-11
3:99952034-99952134	0.0004655	1.237e-05	2.212e-07
1:43241723-43241823	3.368e-17	2.787e-06	1.442e-08
21:26841074-26841174	0.0003308	0.003433	4.533e-06
16:28572849-28572949	5.177e-05	0.003379	4.46e-06
3:186523164-186523264	0.000902	0.001894	0.00454
11:10774974-10775074	5.413e-06	0.0006894	3.888e-05
1:16237137-16237237	4.136e-08	8.945e-06	4.062e-06
6:36267057-36267157	0.0001421	0.001887	5.304e-05
7:35806045-35806145	0.0001421	0.001887	5.304e-05
2:122514570-122514670	2.902e-12	4.907e-09	1.991e-09
12:18382921-18383021	0.0008818	0.003557	0.0001604
11:111452154-111452254	3.988e-09	1.107e-08	7.379e-10
1:244164280-244164380	0.001391	1.826e-05	1.088e-07
17:48483549-48483649	2.314e-07	2.386e-06	7.662e-09
2:112880113-112880213	5.042e-08	2.778e-05	7.836e-10
3:50612022-50612122	3.072e-14	4.71e-06	1.869e-07
11:20360875-20360975	3.072e-14	4.71e-06	1.869e-07
1:47409784-47409884	0.0003303	2.887e-05	1.432e-06
8:33101828-33101928	0.0001247	0.004422	1.281e-06
1:111346552-111346652	4.792e-09	3.152e-07	9.222e-06
16:86519285-86519385	1.153e-07	8.09e-06	1.038e-07
5:69218199-69218299	1.334e-17	1.016e-09	3.979e-11
7:668299-668399	1.481e-06	0.0003009	0.002488
6:37791567-37791667	0.000306	1.856e-05	8.367e-10
9:94168923-94169023	3.221e-21	3.882e-10	1.176e-09
5:157100220-157100320	3.221e-21	3.882e-10	1.176e-09
14:104747197-104747297	0.001093	4.119e-05	4.293e-08
17:21041108-21041208	1.317e-16	3.254e-11	7.69e-16
1:44786441-44786541	1.463e-05	0.005214	4.847e-05
2:10660058-10660158	1.062e-09	8.948e-06	8.809e-08
9:124818793-124818893	9.849e-06	3.26e-05	3.299e-06
12:114747295-114747395	0.001071	2.535e-05	4.118e-08
5:169977274-169977374	3.495e-11	1.761e-08	1.244e-06
12:66399047-66399147	1.204e-05	1.495e-05	1.711e-07
8:38700895-38700995	1.204e-05	1.495e-05	1.711e-07
15:71136468-71136568	0.0002766	3.972e-05	4.042e-07
18:46767351-46767451	3.733e-24	1.248e-17	1.612e-14
1:15966091-15966191	4.389e-05	2.531e-05	1.492e-09
5:149434401-149434501	0.0004597	5.018e-05	3.987e-08
6:32971640-32971740	1.548e-09	7.975e-06	6.727e-07
15:39079654-39079754	0.0002317	8.475e-07	3.437e-08
8:33105045-33105145	1.009e-08	2.83e-06	1.505e-06
2:149860488-149860588	0.002913	9.303e-06	4.431e-06
9:34491731-34491831	0.003836	0.001306	0.0001776
20:35619560-35619660	8.546e-07	0.002437	1.859e-06
12:50506053-50506153	0.0007317	1.292e-05	3.717e-06
9:126501006-126501106	1.714e-05	5.811e-06	1.281e-06
1:85308958-85309058	0.0001876	0.001812	7.495e-07
6:140101637-140101737	0.001214	1.387e-05	3.958e-08
3:127565932-127566032	1.195e-21	3.482e-12	1.756e-11
17:44097319-44097419	3.803e-05	1.686e-05	3.475e-08
17:31371844-31371944	0.0001423	0.003981	0.0002704
16:1971964-1972064	2.288e-11	1.976e-07	2.117e-08
4:105708687-105708787	2.031e-16	5.201e-10	3.733e-10
4:169383789-169383889	3.211e-18	9.533e-12	1.012e-10
3:41249572-41249672	4.275e-09	1.237e-08	6.047e-10
1:174799495-174799595	2.681e-05	2.492e-05	2.074e-07
1:53838541-53838641	4.454e-07	1.146e-06	9.544e-09
3:124768970-124769070	0.0004376	1.845e-05	1.525e-08
17:13347068-13347168	9.46e-10	9.849e-06	5.618e-07
6:43510414-43510514	1.221e-16	1.168e-08	9.856e-09
7:1919681-1919781	0.0008536	8.69e-05	2.099e-08
14:99629045-99629145	0.0004379	0.001154	0.00471
6:96898161-96898261	3.094e-15	1.315e-12	1.192e-12
12:31591082-31591182	4.179e-10	4.995e-09	1.21e-08
19:40512426-40512526	1.027e-20	1.575e-11	1.76e-12
4:112348692-112348792	0.0004464	5.927e-05	8.593e-10
5:34915613-34915713	3.583e-16	1.095e-11	1.101e-11
10:17042273-17042373	7.129e-05	0.001154	0.00471
5:178075999-178076099	8.994e-05	0.00438	8.739e-07
2:189268892-189268992	5.001e-05	0.00124	0.0002454
3:124787722-124787822	0.001713	2.371e-06	1.968e-06
17:48830908-48831008	5.665e-05	5.492e-07	2.989e-07
17:2223179-2223279	6.473e-07	0.002447	0.0003163
6:2952846-2952946	5.433e-10	3.577e-06	2.096e-08
14:29601718-29601818	4.892e-05	3.672e-05	9.309e-08
12:113875466-113875566	1.722e-05	1.027e-05	6.037e-08
4:87014667-87014767	0.002597	0.0007458	0.005489
7:5592703-5592803	3.66e-11	1.124e-08	5.839e-09
8:6649158-6649258	3.66e-11	1.124e-08	5.839e-09
22:45552730-45552830	2.537e-10	2.954e-08	8.906e-12
1:220732210-220732310	2.146e-05	0.002256	0.00385
19:56120422-56120522	5.889e-10	1.761e-05	2.513e-09
19:48326017-48326117	1.827e-10	2.133e-06	7.205e-10
10:28948184-28948284	1.927e-23	8.707e-15	1.661e-17
7:4745281-4745381	1.041e-10	3.163e-10	1.463e-09
2:39467978-39468078	0.0003131	1.495e-05	1.712e-07
7:55433377-55433477	0.0002464	2.494e-05	2.078e-07
17:82283526-82283626	2.309e-07	1.129e-06	3.299e-08
17:81057556-81057656	4.107e-05	0.002588	0.002674
19:37078256-37078356	2.367e-10	2.529e-06	3.397e-07
4:1044065-1044165	8.377e-05	0.006505	0.001587
2:61763881-61763981	1.139e-09	1.552e-06	7.661e-06
8:109644798-109644898	3.11e-06	0.004865	6.647e-06
1:68339736-68339836	2.657e-05	2.592e-06	1.578e-06
22:19431709-19431809	1.928e-07	3.776e-06	8.283e-07
16:12170706-12170806	1.116e-16	1.343e-12	2.948e-13
1:51314435-51314535	0.00351	7.153e-06	2.724e-06
16:29863581-29863681	2.185e-11	1.095e-06	7.199e-06
2:230987311-230987411	4.936e-11	3.86e-10	4.621e-11
1:193186598-193186698	0.0001421	0.001887	5.302e-05
15:25775570-25775670	6.866e-09	0.0004382	0.0001086
7:5695445-5695545	2.37e-10	1.837e-07	2.342e-07
1:173429606-173429706	1.213e-06	0.0001072	4.301e-10
1:37946271-37946371	6.652e-12	7.046e-09	4.933e-10
1:153922984-153923084	9.217e-12	1.083e-07	6.62e-10
17:16584334-16584434	6.355e-10	1.696e-07	1.018e-05
5:32312977-32313077	3.361e-11	6.518e-07	2.69e-06
6:26365504-26365604	3.489e-05	0.001892	0.0001547
1:3465894-3465994	0.0008173	0.0008524	0.0008318
1:15684757-15684857	8.802e-05	0.0001267	0.001473
4:1248691-1248791	6.003e-11	4.707e-06	3.011e-06
11:47934624-47934724	9.455e-05	1.886e-05	1.807e-08
7:23246679-23246779	3.732e-05	1.511e-05	1.748e-06
6:139598126-139598226	3.854e-11	1.676e-08	1.776e-10
16:25107419-25107519	0.001857	0.003808	0.0001716
15:62890331-62890431	1.652e-08	0.0007681	1.89e-07
7:23022469-23022569	2.855e-05	1.945e-05	9.116e-08
