SEQID	HNF4G	HNF4A
19:3708310-3708410	6.335e-10	1.111e-19
5:67772642-67772742	0.0001384	3.78e-15
2:64751179-64751279	1.37e-09	1.486e-19
10:869322-869422	7.589e-08	1.87e-17
3:111865442-111865542	1.963e-10	4.545e-20
12:27006943-27007043	0.007764	4.75e-08
8:143291384-143291484	2e-10	3.476e-16
9:22689936-22690036	0.000167	5.722e-10
10:97586391-97586491	1.565e-08	1.281e-16
13:75174157-75174257	1.252e-09	3.254e-20
3:154081434-154081534	4.513e-09	4.825e-16
19:12681255-12681355	1.857e-10	2.243e-13
10:71345121-71345221	3.325e-11	7.584e-23
17:9842466-9842566	7.918e-08	1.134e-20
17:10798181-10798281	1.335e-09	6.711e-20
X:7139634-7139734	9.378e-06	3.173e-13
17:49739887-49739987	8.334e-08	1.122e-19
16:87911280-87911380	7.353e-10	1.274e-19
19:13149533-13149633	4.969e-05	9.557e-14
15:45198695-45198795	3.089e-08	4.194e-13
2:109683610-109683710	8.76e-08	2.024e-18
17:56901621-56901721	0.0007009	1.759e-09
22:19433302-19433402	4.408e-08	1.629e-16
11:83117708-83117808	1.377e-12	5.437e-26
7:36819855-36819955	0.00172	8.322e-08
19:13151889-13151989	4.168e-10	2.805e-21
3:71133476-71133576	4.452e-07	6.387e-15
6:33317932-33318032	3.675e-08	1.001e-16
8:58233022-58233122	2.82e-06	3.573e-12
1:165288961-165289061	3.146e-07	3.232e-18
15:35208492-35208592	8.87e-09	3.608e-15
21:44872024-44872124	7.684e-09	3.2e-18
10:50417528-50417628	2.866e-08	2.038e-16
11:61820264-61820364	2.866e-08	2.038e-16
15:89129617-89129717	2.043e-11	6.239e-20
3:4614289-4614389	8.262e-11	1.516e-22
8:139970947-139971047	6.801e-07	1.783e-17
20:62601361-62601461	6.801e-07	1.783e-17
5:77419296-77419396	3.03e-09	7.779e-20
3:170623660-170623760	9.283e-09	6.366e-16
16:31459296-31459396	6.98e-09	2.515e-16
2:8473099-8473199	2.456e-13	5.697e-26
3:194276892-194276992	3.602e-06	3.479e-17
11:111020098-111020198	1.85e-07	4.659e-18
6:106799694-106799794	5.809e-11	2.044e-22
10:17101499-17101599	1.562e-05	1.36e-14
7:30410835-30410935	0.006998	4.617e-06
2:173224434-173224534	0.0001637	2.615e-11
X:9355066-9355166	0.0001637	2.615e-11
14:49586476-49586576	5.317e-11	2.085e-21
8:80440186-80440286	1.423e-06	3.393e-09
12:7082188-7082288	0.007042	1.173e-09
19:40283562-40283662	0.000169	6.207e-13
12:27335526-27335626	3.592e-08	9.816e-19
16:56234900-56235000	6.866e-10	9.986e-20
11:11798928-11799028	7.922e-05	3.146e-08
7:123661075-123661175	0.0001011	2.778e-07
20:36236381-36236481	2.346e-09	3.039e-20
11:111935399-111935499	9.941e-06	1.134e-16
2:122651862-122651962	0.0001536	5.865e-14
4:14177844-14177944	6.11e-06	1.04e-14
8:77565724-77565824	1.26e-07	7.401e-21
11:40401479-40401579	3.78e-10	6.226e-22
11:114134198-114134298	4.922e-09	7.752e-18
1:43389843-43389943	0.0001184	1.169e-12
1:91831221-91831321	4.231e-09	1.207e-18
1:168690423-168690523	1.951e-07	3.83e-16
1:26881756-26881856	1.951e-07	3.83e-16
7:68601761-68601861	4e-05	5.966e-11
11:35392089-35392189	1.703e-08	6.627e-20
11:18307872-18307972	4.464e-09	5.144e-21
21:42462746-42462846	1.195e-15	5.144e-21
13:30803124-30803224	1.074e-08	6.722e-22
18:69997589-69997689	1.599e-05	1.446e-08
15:63487421-63487521	8.812e-08	2.201e-17
12:50082691-50082791	2.273e-05	1.351e-10
2:142879251-142879351	4.089e-06	2.405e-12
20:38555230-38555330	1.844e-05	5.573e-13
16:87440095-87440195	0.001081	4.367e-10
2:223901968-223902068	1.212e-06	7.534e-15
4:156949429-156949529	5.522e-11	7.543e-23
6:29749083-29749183	4.39e-07	6.621e-15
17:40604468-40604568	0.0002327	5.156e-12
21:28772211-28772311	3.761e-07	2.953e-14
11:46252632-46252732	1.54e-10	2.914e-20
8:85139216-85139316	1.023e-09	1.766e-24
17:59846392-59846492	2.251e-09	2.61e-21
17:48071752-48071852	2.216e-07	2.305e-17
1:16254363-16254463	2.874e-10	4.045e-17
1:150282362-150282462	1.045e-07	1.977e-14
19:39033463-39033563	1.045e-07	1.977e-14
5:172894923-172895023	3.304e-11	3.976e-17
14:70002434-70002534	9.325e-09	2.754e-20
5:36193922-36194022	3.422e-07	3.513e-15
10:88896477-88896577	9.529e-09	5.521e-15
1:31831508-31831608	0.01018	0.0009461
5:157548601-157548701	9.319e-08	9.796e-20
7:127354039-127354139	3.246e-07	3.295e-16
6:156721487-156721587	9.713e-10	3.787e-23
19:18685780-18685880	2.244e-09	1.409e-14
6:5115317-5115417	1.231e-09	7.657e-21
6:39223709-39223809	2.714e-05	6.619e-14
2:64750977-64751077	8.11e-11	3.012e-21
12:28190971-28191071	9.8e-08	8.307e-14
2:142445695-142445795	4.067e-08	2.053e-15
2:64404389-64404489	4.422e-06	5.673e-14
5:11322369-11322469	4.175e-11	4e-21
1:162189467-162189567	9.247e-09	1.462e-17
2:169038620-169038720	2.097e-05	4.081e-14
1:163585930-163586030	5.163e-09	7.973e-20
22:29648436-29648536	1.109e-09	1.563e-17
13:86947607-86947707	1.715e-06	5.858e-10
11:71250670-71250770	1.019e-09	7.121e-15
1:172390351-172390451	1.019e-09	7.121e-15
2:108982483-108982583	3.142e-09	4.221e-18
2:172330137-172330237	1.5e-06	7.745e-14
3:5122943-5123043	8.863e-10	3.884e-22
X:15356628-15356728	1.216e-10	1.529e-16
1:182397906-182398006	7.643e-11	2.047e-23
X:15675124-15675224	4.747e-08	2.607e-13
1:197622533-197622633	1.121e-06	7.291e-17
15:71206405-71206505	8.749e-05	3.98e-10
10:26440149-26440249	8.749e-05	3.98e-10
11:45374268-45374368	1.959e-11	6.308e-20
10:52758149-52758249	1.959e-11	6.308e-20
22:37592601-37592701	2.003e-10	2.84e-22
19:15419208-15419308	1.972e-06	6.948e-14
7:51357249-51357349	5.886e-07	5.239e-17
6:75243857-75243957	1.512e-09	3.157e-20
2:96788373-96788473	8.498e-10	2.193e-22
2:52502613-52502713	4.764e-07	2.925e-14
12:46468423-46468523	0.000205	4.418e-12
5:138506554-138506654	2.685e-09	1.43e-16
7:20743243-20743343	0.0001261	1.795e-14
4:84954374-84954474	1.193e-07	5.282e-17
1:61125395-61125495	3.04e-07	9.294e-16
14:93055677-93055777	5.317e-05	1.899e-15
10:1054460-1054560	0.0005292	4.286e-07
15:78067405-78067505	3.284e-09	5.62e-23
14:64717971-64718071	3.646e-09	2.932e-17
1:153233593-153233693	0.008538	2.394e-07
3:15557623-15557723	1.861e-07	2.244e-16
4:185727053-185727153	3.56e-08	2.904e-20
1:9162419-9162519	0.0002187	7.823e-07
5:92945764-92945864	2.21e-08	1.388e-21
6:157513445-157513545	7.598e-07	3.874e-15
1:156748578-156748678	3.922e-06	5.464e-15
4:182925430-182925530	2.583e-05	7.601e-11
7:130906616-130906716	0.0003613	7.633e-11
1:146035096-146035196	4.041e-05	1.583e-13
10:110033466-110033566	2.104e-07	1.067e-16
1:220059305-220059405	2.104e-07	1.067e-16
3:81684922-81685022	1.051e-07	6.68e-18
11:129703996-129704096	2.474e-09	1.912e-20
4:185105559-185105659	3.765e-12	5.171e-25
11:19995233-19995333	1.352e-05	3.419e-13
5:85453131-85453231	3.802e-09	6.965e-22
1:168861814-168861914	4.19e-07	1.318e-20
7:127760185-127760285	6.157e-09	9.781e-15
15:51912655-51912755	3.341e-05	1.897e-08
2:235027102-235027202	9.157e-09	4.819e-21
1:234909675-234909775	0.000289	4.574e-10
1:93964900-93965000	9.325e-08	2.633e-11
6:43174193-43174293	2.717e-08	8.415e-17
11:133064568-133064668	9.164e-09	6.786e-19
1:32358585-32358685	0.004227	2.459e-08
18:49492487-49492587	2.83e-09	5.535e-18
5:148383766-148383866	2.419e-08	2.852e-15
2:172751731-172751831	9.842e-06	1.238e-16
1:112905926-112906026	1.773e-11	1.308e-25
18:11990180-11990280	9.309e-09	2.589e-18
14:95286726-95286826	9.309e-09	2.589e-18
7:29488369-29488469	5.293e-09	1.318e-18
21:38800531-38800631	1.907e-06	1.655e-18
11:127804952-127805052	1.956e-08	4.487e-21
5:124748821-124748921	9.131e-07	1.638e-17
5:90530278-90530378	3.276e-08	1.46e-18
2:66435116-66435216	1.108e-08	1.778e-16
8:70088816-70088916	3.835e-10	2.584e-18
17:16535814-16535914	8.236e-08	1.03e-18
14:23766905-23767005	3.209e-13	1.501e-26
10:50605518-50605618	5.004e-10	1.089e-18
1:173714859-173714959	6.249e-12	8.458e-18
4:99395026-99395126	3.2e-10	2.405e-21
6:108797006-108797106	2.284e-09	8.596e-17
5:113104799-113104899	3.709e-08	1.321e-13
9:137535049-137535149	1.683e-09	4.864e-24
8:96555461-96555561	5.932e-06	5.577e-09
7:75912818-75912918	0.002438	1.167e-05
1:240591669-240591769	8.344e-08	8.939e-21
22:25182651-25182751	8.961e-10	5.87e-18
1:161118340-161118440	9.273e-05	4.192e-10
16:51698792-51698892	2.08e-06	1.713e-13
X:120245210-120245310	2.309e-08	1.49e-18
19:13995237-13995337	5.506e-06	4.306e-15
18:35344598-35344698	6.728e-07	3.067e-16
4:159077659-159077759	0.001253	3.061e-09
4:73599248-73599348	3.159e-06	7.078e-16
22:28771301-28771401	7.219e-12	9.979e-22
4:174519136-174519236	5.146e-09	1.926e-19
5:67215224-67215324	1.128e-09	9.166e-24
7:33349773-33349873	3.088e-12	7.262e-24
1:221715540-221715640	1.02e-10	7.734e-22
8:52713235-52713335	3.223e-09	3.16e-17
12:120162900-120163000	0.00132	1.093e-09
3:188380354-188380454	0.0001508	2.531e-08
7:12675031-12675131	4.536e-11	6.111e-18
5:158414394-158414494	4.536e-11	6.111e-18
22:29129682-29129782	4.441e-09	2.146e-17
4:69594493-69594593	3.085e-08	1.386e-18
1:208115994-208116094	1.104e-08	2.848e-17
6:7558944-7559044	0.0001616	3.512e-07
2:85908662-85908762	4.703e-08	1.932e-22
7:6059191-6059291	3.212e-09	1.03e-11
6:80468496-80468596	2.404e-07	5.473e-12
3:165784509-165784609	1.092e-06	2.792e-17
3:194296840-194296940	3.592e-08	1.279e-18
5:143738490-143738590	0.007809	4.438e-06
2:160253865-160253965	4.266e-09	1.47e-18
1:146387514-146387614	7.687e-09	4.03e-21
16:25171544-25171644	1.885e-08	7.59e-18
2:142866594-142866694	1.885e-08	7.59e-18
16:87850049-87850149	7.559e-06	5.169e-09
15:95684932-95685032	4.546e-10	5.797e-21
14:68815172-68815272	1.082e-06	2.388e-15
17:19508131-19508231	1.608e-09	1.28e-19
6:99507817-99507917	1.841e-10	6.008e-16
11:82864429-82864529	4.962e-09	4.109e-23
8:28861775-28861875	2.63e-09	1.154e-22
9:71607695-71607795	0.0001814	2.229e-10
2:215654332-215654432	7.619e-14	3.939e-22
1:67484583-67484683	4.938e-07	4.706e-16
14:77708053-77708153	4.344e-10	1.649e-19
16:19113766-19113866	2.914e-08	1.377e-21
10:2957909-2958009	2.778e-10	1.289e-24
2:28716615-28716715	4.327e-09	2.618e-17
5:108125923-108126023	5.273e-05	3.042e-16
2:31529436-31529536	8.953e-09	1.019e-15
2:75571147-75571247	3.588e-07	8.093e-16
19:6066836-6066936	1.872e-11	6.856e-22
10:18668122-18668222	4.211e-08	6.06e-20
2:64836739-64836839	1.996e-10	6.594e-25
X:24217018-24217118	1.206e-05	9.316e-16
8:28490610-28490710	4.73e-09	1.75e-20
10:100535803-100535903	1.071e-08	8.943e-21
1:111619580-111619680	1.017e-09	2.507e-17
4:94428988-94429088	3.401e-06	2.729e-18
9:72949942-72950042	2.556e-06	5.692e-15
16:55732610-55732710	1.932e-10	7.28e-21
2:237732138-237732238	4.001e-07	1.111e-16
6:108714818-108714918	4.809e-10	3.956e-24
1:234817479-234817579	1.014e-09	2.224e-20
7:100673435-100673535	1.206e-11	5.384e-20
7:2679519-2679619	3.389e-10	2.366e-17
1:156123794-156123894	3.57e-09	7.623e-18
1:165442241-165442341	0.0004055	6.366e-08
3:190696105-190696205	2.458e-09	5.603e-18
2:203709611-203709711	2.578e-05	1.366e-13
10:79562241-79562341	8.545e-08	1.157e-15
3:195859445-195859545	1.22e-06	9.756e-17
12:51980605-51980705	6.291e-10	1.798e-21
7:2373337-2373437	2.855e-08	7.17e-17
7:134330018-134330118	2.796e-07	4.521e-15
11:59096307-59096407	5.124e-08	1.19e-17
7:70725502-70725602	1.216e-07	4.18e-15
1:36516480-36516580	0.00011	2.291e-15
14:73825636-73825736	2.104e-06	1.219e-14
6:141095505-141095605	1.249e-10	1.973e-19
2:68467396-68467496	2.816e-09	7.766e-19
6:110754481-110754581	2.816e-09	7.766e-19
3:97918035-97918135	5.135e-08	2.528e-20
12:20123665-20123765	2.622e-09	4.246e-21
17:82922007-82922107	0.01086	2.609e-06
10:89250927-89251027	3.683e-07	2.297e-14
9:116336624-116336724	4.485e-10	4.349e-21
13:98308269-98308369	5.541e-08	1.463e-17
4:184355353-184355453	9.806e-09	2.027e-18
9:131742646-131742746	0.000127	6.808e-11
12:6368640-6368740	0.0001083	8.444e-16
4:128557146-128557246	8.418e-07	3.617e-19
20:45370984-45371084	2.866e-10	8.016e-15
12:116308925-116309025	0.0004347	2.676e-09
2:240604705-240604805	0.0004347	2.676e-09
5:39256542-39256642	4.53e-05	2.013e-14
12:49828542-49828642	7.815e-10	6.984e-17
1:65073058-65073158	2.158e-09	1.594e-16
13:42149582-42149682	0.0003604	1.495e-11
X:151082417-151082517	2.831e-08	1.467e-16
7:36946195-36946295	1.532e-08	2.713e-18
9:37465700-37465800	9.091e-10	8.336e-20
16:67109752-67109852	9.593e-12	9.15e-19
17:11943851-11943951	1.241e-06	2.603e-14
20:38291215-38291315	6.861e-09	8.416e-20
9:134233067-134233167	1.605e-07	3.937e-13
8:133350471-133350571	5.591e-06	2.556e-15
2:235727343-235727443	6.772e-08	1.918e-17
22:25509553-25509653	1.076e-10	3.841e-18
10:45673357-45673457	3.687e-07	3.369e-14
12:94704718-94704818	2.708e-10	1.471e-18
3:53270134-53270234	1.33e-08	3.68e-20
9:69461297-69461397	6.586e-05	7.772e-12
2:71637883-71637983	3.555e-05	2.51e-10
7:144006192-144006292	2.099e-09	2.72e-22
15:90100745-90100845	2.701e-09	1.236e-15
8:42801591-42801691	1.558e-08	6.066e-19
5:37371097-37371197	2.616e-08	3.862e-18
22:37634330-37634430	5.004e-12	6.966e-23
9:121654701-121654801	6.74e-07	2.503e-10
7:131480575-131480675	1.624e-09	5.076e-19
11:110711118-110711218	4.38e-07	1.055e-14
2:73213562-73213662	3.774e-06	4.008e-14
14:61129218-61129318	0.0002692	3.042e-12
7:13097639-13097739	7.483e-09	3.144e-17
1:68321149-68321249	1.372e-11	2.07e-19
1:230492859-230492959	5.656e-08	6.561e-18
17:40111618-40111718	8.161e-09	1.471e-17
13:24167135-24167235	2.883e-14	4.616e-29
22:42065845-42065945	0.00037	1.469e-10
7:219826-219926	3.303e-06	5.009e-17
1:229117864-229117964	5.41e-09	2.121e-19
19:44906435-44906535	2.492e-11	1.941e-20
1:230978859-230978959	7.935e-09	3.569e-18
1:109090642-109090742	2.101e-09	1.152e-20
7:99356136-99356236	0.0001272	1.131e-12
2:43195011-43195111	1.252e-07	1.922e-16
1:116124061-116124161	6.611e-07	3.49e-18
9:111959736-111959836	1.325e-09	4.155e-18
21:42539677-42539777	6.874e-09	2.676e-15
5:10296221-10296321	6.874e-09	2.676e-15
3:177672657-177672757	0.0001965	2.763e-12
7:120578794-120578894	0.0001965	2.763e-12
6:79622519-79622619	0.002308	6.053e-14
2:45332776-45332876	5.318e-09	5.721e-21
3:24352311-24352411	9.504e-10	6.962e-18
10:93245996-93246096	2.422e-09	1.391e-19
X:20395198-20395298	2.542e-09	8.961e-17
4:110211402-110211502	4.351e-08	5.156e-20
5:178206656-178206756	3.047e-08	3.313e-17
13:32031786-32031886	2.31e-10	6.309e-22
10:54773660-54773760	1.002e-08	8.385e-16
1:162373985-162374085	1.863e-09	6.9e-19
1:45172135-45172235	2.74e-10	1.26e-20
22:26894943-26895043	3.624e-09	8.66e-19
11:64007932-64008032	4.22e-10	8.859e-19
7:106269733-106269833	4.22e-10	8.859e-19
1:243395007-243395107	4.175e-12	2.164e-19
X:50066512-50066612	3.923e-06	1.878e-13
7:39896531-39896631	7.137e-07	2.6e-12
8:106658440-106658540	1.896e-10	2.895e-18
17:7435316-7435416	2.134e-09	2.935e-17
5:171997199-171997299	1.825e-08	1.103e-19
8:18387593-18387693	0.006049	5.296e-09
14:67694890-67694990	1.02e-08	7.761e-17
3:63242-63342	2.543e-06	1.552e-15
3:98596242-98596342	4.853e-09	6.408e-22
2:168773836-168773936	6.537e-08	2.572e-19
19:40465310-40465410	1.04e-07	3.579e-15
16:77660582-77660682	0.001142	2.04e-11
17:61367029-61367129	1.767e-10	1.953e-22
13:75302121-75302221	1.285e-09	4.31e-21
3:194497907-194498007	0.0001095	2.375e-15
10:90751520-90751620	1.422e-07	4.071e-10
4:94413685-94413785	1.935e-09	1.391e-18
12:110314560-110314660	1.669e-14	1.621e-29
5:66727765-66727865	3.363e-06	6.511e-16
7:37422044-37422144	2.058e-09	1.176e-24
11:108222990-108223090	1.003e-11	1.366e-16
13:46126703-46126803	2.375e-11	4.871e-21
5:82109179-82109279	8.142e-05	7.734e-15
6:89758947-89759047	5.496e-11	4.767e-23
2:48196708-48196808	1.414e-06	9.155e-14
4:48791500-48791600	2.281e-07	2.048e-20
12:120218862-120218962	2.281e-07	2.048e-20
8:127215427-127215527	0.0001079	1.055e-13
2:65782371-65782471	1.461e-06	3.145e-19
2:160199785-160199885	1.751e-06	2.103e-18
1:114716750-114716850	9.473e-09	8.406e-16
6:12363733-12363833	1.012e-08	8.11e-16
9:14256640-14256740	1.168e-08	1.592e-16
2:241882463-241882563	0.00205	1.743e-10
11:110309698-110309798	2.044e-07	1.877e-16
5:149019328-149019428	8.436e-08	1.32e-14
15:28043932-28044032	1.559e-09	2.018e-20
1:210330422-210330522	1.559e-09	2.018e-20
17:82325536-82325636	1.755e-05	4.436e-11
16:70395549-70395649	4.344e-07	8.719e-12
19:18113066-18113166	2.098e-08	1.796e-18
10:131787183-131787283	2.159e-08	8.391e-15
2:24217-24317	3.575e-08	1.336e-15
15:50828916-50829016	2.668e-08	2.793e-22
2:236589077-236589177	0.0006441	2.708e-13
1:173481377-173481477	4.495e-08	8.403e-20
10:110782799-110782899	0.0004718	1.063e-11
12:120302492-120302592	4.241e-06	5.386e-18
8:125696962-125697062	8.209e-11	2.9e-20
15:96352529-96352629	3.929e-06	1.926e-11
16:53499140-53499240	1.066e-10	7.5e-25
20:37271542-37271642	0.0006166	2.618e-11
6:130864530-130864630	1.449e-08	7.256e-18
16:51055805-51055905	0.0002061	1.543e-15
9:6072591-6072691	1.39e-06	8.495e-19
13:21696989-21697089	7.156e-10	1.129e-20
7:11228706-11228806	4.546e-07	7.015e-18
9:15480198-15480298	4.365e-05	4.003e-14
16:54181046-54181146	1.436e-12	6.724e-29
7:36066373-36066473	8.727e-07	1.241e-18
10:31947702-31947802	1.197e-08	9.854e-17
6:51705074-51705174	3.039e-11	7.299e-23
1:220698830-220698930	5.285e-08	3.193e-16
4:153209573-153209673	1.258e-09	4.339e-17
9:35517724-35517824	2.353e-08	3.428e-17
3:177465427-177465527	9.865e-06	1.32e-15
1:42172845-42172945	9.865e-06	1.32e-15
1:205309816-205309916	5.278e-09	1.018e-19
1:215568009-215568109	1.844e-05	6.732e-12
1:160860976-160861076	1.287e-06	7.195e-17
3:114567914-114568014	2.017e-06	4.478e-08
12:89164056-89164156	1.526e-09	4.059e-20
15:76368225-76368325	1.47e-09	9.13e-18
18:36306596-36306696	1.128e-12	9.098e-21
8:117934648-117934748	7.983e-09	1.623e-18
5:74958007-74958107	1.714e-06	5.698e-11
3:163817134-163817234	0.002666	1.479e-08
17:21162228-21162328	2.082e-09	3.513e-19
15:89314560-89314660	6.604e-05	7.565e-12
3:37595979-37596079	6.604e-05	7.565e-12
6:35726724-35726824	6.423e-09	1.919e-17
9:114322579-114322679	3.366e-10	2.11e-18
1:149966201-149966301	1.574e-07	1.854e-23
1:39076659-39076759	1.209e-10	1.982e-21
8:126531812-126531912	9.067e-08	3.242e-16
14:42523842-42523942	1.125e-09	6.75e-17
2:46910212-46910312	7.517e-08	1.095e-18
21:17554249-17554349	3.411e-10	3.982e-19
10:94214488-94214588	2.466e-09	2.396e-21
11:119298077-119298177	9.539e-06	6.264e-18
2:190299451-190299551	3.264e-06	2.334e-10
11:117749382-117749482	1.06e-05	1.604e-12
11:74398714-74398814	6.051e-10	3.631e-19
2:108957267-108957367	0.0001854	1.593e-16
18:3771522-3771622	2.976e-08	3.869e-18
11:65555806-65555906	8.566e-11	5.307e-21
18:6452380-6452480	0.0003155	5.224e-14
X:9324775-9324875	3.969e-09	1.155e-20
13:32538851-32538951	1.613e-09	3.13e-15
10:38094194-38094294	2.638e-08	5.587e-15
4:141154133-141154233	1.213e-07	6.281e-19
5:58460825-58460925	2.944e-06	9.708e-14
2:232652302-232652402	4.008e-08	5.915e-19
5:40520862-40520962	5.009e-05	6.061e-12
2:138422177-138422277	1.499e-06	4.358e-15
17:54947527-54947627	1.499e-06	4.358e-15
7:105304163-105304263	9.035e-07	2.128e-12
4:38670415-38670515	8.265e-08	1.542e-13
22:42646932-42647032	1.834e-06	4.947e-15
19:6767062-6767162	1.834e-06	4.947e-15
X:72107514-72107614	7.155e-08	4.245e-17
10:89278284-89278384	1.617e-10	4.413e-19
9:133368809-133368909	1.634e-05	1.511e-13
2:135741656-135741756	1.806e-08	1.372e-18
15:91549729-91549829	1.281e-12	2.023e-24
9:130433089-130433189	1.399e-09	4.756e-20
17:71903246-71903346	0.0008134	1.55e-11
1:45304768-45304868	5.794e-05	2.784e-15
6:15266749-15266849	1.707e-08	4.595e-18
7:92432432-92432532	8.243e-09	4.799e-18
2:2114890-2114990	1.538e-06	4.211e-19
7:142140250-142140350	3.765e-09	3.056e-18
12:6867821-6867921	2.759e-05	2.439e-16
8:133548056-133548156	1.227e-05	1.208e-11
1:32199840-32199940	9.64e-10	3.23e-16
3:24496670-24496770	1.438e-05	8.545e-11
22:24463523-24463623	3.011e-06	2.029e-12
8:6513757-6513857	4.822e-10	1.459e-22
15:92120239-92120339	3.018e-06	7.566e-13
14:30657181-30657281	3.349e-06	3.355e-13
20:45359882-45359982	4.514e-08	2.068e-16
5:40835238-40835338	3.625e-10	1.27e-16
1:15525001-15525101	9.135e-08	1.564e-14
15:69133070-69133170	4.269e-09	5.336e-18
6:33418217-33418317	6.319e-10	3.029e-18
5:685032-685132	3.324e-07	4.181e-13
1:205504396-205504496	6.661e-06	2.134e-12
6:41553744-41553844	2.772e-07	1.215e-15
19:43533117-43533217	6.914e-08	2.115e-19
6:82013625-82013725	1.795e-06	7.307e-14
10:89516580-89516680	1.124e-05	1.473e-13
16:87471695-87471795	1.249e-06	5.362e-13
8:26699753-26699853	9.97e-09	4.386e-15
20:33539237-33539337	1.07e-10	4.786e-24
6:47479305-47479405	1.208e-07	2.008e-16
5:149671671-149671771	1.228e-06	6.587e-13
11:115363116-115363216	2.396e-06	5.839e-13
5:54651769-54651869	3.093e-09	2.473e-16
3:123076759-123076859	1.351e-11	7.06e-23
X:118724816-118724916	0.007769	7.982e-09
6:3251578-3251678	1.102e-07	6.842e-20
18:24000873-24000973	4.258e-11	1.432e-25
14:37546874-37546974	1.19e-08	3.038e-18
11:70313172-70313272	6.27e-06	3.237e-14
10:77279391-77279491	4.292e-05	2.955e-13
4:107760666-107760766	8.824e-10	3.078e-17
2:98484394-98484494	0.004425	4.508e-06
4:27763358-27763458	0.002543	1.288e-12
5:14672794-14672894	2.248e-17	1.288e-12
14:69665065-69665165	9.145e-09	5.912e-19
13:55817130-55817230	2.446e-08	4.168e-21
9:91727349-91727449	1.817e-07	1.027e-15
6:143696858-143696958	6.754e-08	6.795e-19
9:1979853-1979953	6.823e-09	9.897e-19
8:132138725-132138825	1.403e-07	4.406e-14
9:21789557-21789657	3.292e-08	1.207e-15
4:29578455-29578555	7.911e-07	1.157e-15
20:49831112-49831212	0.0003781	1.574e-09
10:79104701-79104801	3.035e-07	2.415e-17
X:130071769-130071869	0.0005245	8.065e-11
1:58752782-58752882	0.0005245	8.065e-11
7:127742170-127742270	4.252e-07	9.877e-17
17:7688282-7688382	3.368e-08	5.636e-19
8:8780372-8780472	3.368e-08	5.636e-19
7:90764865-90764965	1.986e-07	5.012e-16
1:212225920-212226020	1.524e-09	1.024e-18
6:134517394-134517494	1.163e-08	4.363e-23
21:43878194-43878294	0.0002082	3.354e-08
12:14771155-14771255	1.563e-09	1.769e-17
X:107731078-107731178	4.292e-08	1.121e-20
17:63961560-63961660	7.507e-08	1.777e-16
9:115996572-115996672	7.507e-08	1.777e-16
2:216012362-216012462	1.931e-08	1.077e-17
1:45552570-45552670	7.016e-06	2.797e-10
18:28735734-28735834	7.016e-06	2.797e-10
14:69731353-69731453	8.186e-09	1.06e-20
2:64019813-64019913	0.0002858	3.742e-10
11:78574853-78574953	5.176e-09	3.322e-17
2:65108971-65109071	9.929e-11	4.554e-19
7:77453767-77453867	4.131e-10	8.999e-23
1:43303964-43304064	1.418e-08	1.369e-14
5:179762633-179762733	2.794e-09	3.114e-20
1:206499097-206499197	2.794e-09	3.114e-20
22:42269689-42269789	1.101e-05	7.43e-13
22:50296931-50297031	0.0003449	1.724e-12
2:109703269-109703369	9.413e-08	1.192e-17
7:87451336-87451436	9.413e-08	1.192e-17
19:58348291-58348391	3.722e-17	3.166e-28
10:104250460-104250560	4.407e-07	1.844e-23
20:34886299-34886399	4.407e-07	1.844e-23
1:12549909-12550009	4.878e-09	3.241e-16
8:63089545-63089645	1.915e-06	3.524e-19
1:95014159-95014259	1.016e-08	6.272e-14
19:36170844-36170944	2.087e-05	4.651e-13
5:53436887-53436987	1.05e-05	1.978e-14
7:22358073-22358173	1.941e-10	4.524e-25
4:40441914-40442014	3.531e-12	1.844e-22
12:100442574-100442674	1.25e-10	5.214e-19
16:89728904-89729004	1.933e-07	1.97e-13
12:100482805-100482905	8.409e-06	1.378e-17
7:55951845-55951945	2.36e-09	6.502e-18
14:60981059-60981159	3.221e-11	5.667e-20
4:144583088-144583188	4.113e-05	3.272e-09
6:163416823-163416923	3.906e-09	2.1e-20
12:92548049-92548149	3.357e-08	3.731e-18
16:10528763-10528863	1.685e-06	7.786e-14
8:109209646-109209746	0.01548	3.625e-07
7:976999-977099	0.0005033	1.06e-15
11:12707691-12707791	9.619e-08	9.55e-18
10:78176450-78176550	9.619e-08	9.55e-18
19:32691609-32691709	5.96e-10	3.93e-19
8:123924850-123924950	2.282e-10	7.99e-20
1:234968523-234968623	1.153e-06	1.618e-18
16:20587769-20587869	4.206e-08	9.579e-17
2:178334007-178334107	1.99e-07	9.114e-16
18:12574930-12575030	1.648e-08	3.295e-21
5:34957464-34957564	6.516e-06	1.61e-14
4:78628070-78628170	0.001783	1.388e-08
8:115449401-115449501	1.771e-09	2.536e-18
11:114198013-114198113	1.117e-07	8.58e-13
18:75225874-75225974	0.002034	9.226e-07
8:10606310-10606410	0.0004008	1.399e-11
13:32253970-32254070	7.362e-08	1.447e-16
10:67976428-67976528	7.502e-09	2.185e-20
19:15555860-15555960	1.017e-09	5.573e-17
22:23789698-23789798	2.427e-06	6.933e-12
2:28898576-28898676	7.367e-07	1.252e-15
16:58507832-58507932	8.045e-09	2.249e-20
2:166520777-166520877	0.0002337	5.988e-09
1:103248562-103248662	6.316e-06	1.183e-11
18:43049188-43049288	3.294e-08	6.458e-18
