SEQID	TAL1::TCF3	REST
chr12:8085352-8085452	3.332e-07	1.205e-17
chr20:3692413-3692513	1.652e-09	1.372e-17
chr3:39149313-39149413	6.937e-09	1.142e-12
chr12:104992784-104992884	5.807e-08	5.36e-18
chr14:74238834-74238934	3.616e-07	5.139e-14
chr13:44956977-44957077	3.29e-08	7.375e-15
chr18:11990272-11990372	6.109e-08	1.35e-13
chr18:33708563-33708663	1.144e-08	1.758e-17
chr11:13037436-13037536	1.822e-07	1.124e-13
chr12:1520082-1520182	2.015e-08	7.859e-17
chr14:76602230-76602330	1.539e-07	1.724e-17
chr1:113270089-113270189	1.265e-08	4.766e-17
chr4:84205542-84205642	3.025e-08	1.653e-16
chr10:28310686-28310786	4.211e-07	7.678e-17
chr7:154997148-154997248	3.039e-07	1.434e-14
chr18:48724674-48724774	2.091e-08	2.147e-15
chr8:129189248-129189348	1.961e-08	2.889e-17
chr12:123872848-123872948	3.195e-08	1.001e-16
chr10:87839028-87839128	9.171e-07	1.563e-18
chr9:34985489-34985589	2.012e-06	2.848e-19
chr7:7973921-7974021	3.18e-08	8.01e-22
chr16:11194440-11194540	4.641e-09	3.544e-16
chr6:147197684-147197784	3.38e-08	9.423e-18
chr1:11538861-11538961	0.0003576	1.47e-18
chr6:119634168-119634268	1.861e-08	2.177e-21
chr12:94136042-94136142	2.306e-06	1.04e-16
chr8:21817620-21817720	1.3e-06	1.698e-17
chr17:79030969-79031069	1.336e-08	1.217e-17
chr5:54081830-54081930	1.457e-08	3.345e-17
chr1:195868143-195868243	4.72e-06	2.758e-21
chr17:27506378-27506478	4.113e-07	3.75e-18
chr5:176075717-176075817	2.892e-06	1.189e-17
chr4:140364972-140365072	3.558e-08	8.23e-19
chr6:2841639-2841739	1.335e-08	2.135e-18
chr6:74230671-74230771	9.607e-09	3.891e-16
chr22:39704922-39705022	1.114e-09	1.196e-15
chr6:47102561-47102661	1.049e-08	3.782e-18
chr10:126381573-126381673	4.127e-08	1.776e-17
chr16:3072456-3072556	5.075e-07	3.73e-18
chr1:95659329-95659429	1.692e-05	1.213e-18
chr15:96705770-96705870	6.216e-07	2.219e-19
chr1:228333472-228333572	1.536e-06	1.444e-16
chr3:33481975-33482075	1.161e-08	3.47e-19
chr20:62089314-62089414	1.944e-08	6.876e-18
chr17:58603607-58603707	4.496e-08	1.14e-16
chr10:47124494-47124594	1.601e-06	5.419e-21
chr12:131714663-131714763	1.202e-07	1.809e-19
chr20:52393035-52393135	4.37e-08	1.539e-18
chr6:100062745-100062845	3.621e-09	6.701e-17
chr16:1523238-1523338	3.769e-07	8.059e-19
chr12:26272322-26272422	5.684e-09	6.527e-19
chr10:103335817-103335917	2.43e-08	5.854e-15
chr19:51326697-51326797	3.511e-08	1.588e-16
chr1:45103773-45103873	1.114e-08	5.873e-17
chr6:37200479-37200579	1.704e-06	1.375e-20
chr7:77428109-77428209	1.116e-08	3.757e-15
chr20:62283447-62283547	2.711e-08	3.569e-17
chr8:143863266-143863366	3.306e-07	1.357e-14
chr17:62919178-62919278	2.388e-07	4.967e-20
chr10:132052584-132052684	3.87e-07	3.847e-15
chr6:84684460-84684560	4.925e-09	3.35e-19
chr19:10443514-10443614	4.574e-07	4.759e-17
chr2:146450817-146450917	3.417e-09	4.894e-17
chr1:230705138-230705238	1.449e-08	1.018e-18
chr10:94304240-94304340	4.554e-07	8.989e-18
chr19:19477643-19477743	1.26e-07	1.912e-14
chr16:2205268-2205368	8.792e-10	1.398e-14
chr3:43774389-43774489	2.286e-09	6.907e-17
chr7:8802564-8802664	2.903e-09	3.436e-19
chr2:86223878-86223978	2.196e-09	7.268e-21
chr6:44214796-44214896	1.124e-08	4.372e-18
chr7:4681690-4681790	2.057e-08	1.264e-17
chr5:169578527-169578627	1.126e-09	2.051e-20
chr2:171011737-171011837	1.308e-07	3.641e-17
chr9:112077898-112077998	2.841e-08	1.103e-12
chr1:28593536-28593636	2.099e-09	1.644e-18
chr10:31430586-31430686	1.912e-09	1.033e-19
chr1:22233386-22233486	2.997e-08	1.211e-11
chr17:61510731-61510831	6.782e-09	6.936e-16
chr6:134509524-134509624	1.163e-08	2e-19
chr19:44306497-44306597	9.194e-09	2.413e-17
chr5:138861912-138862012	2.98e-07	1.505e-19
chr1:76056175-76056275	1.572e-06	7.975e-17
chr10:17251436-17251536	5.096e-08	9.478e-15
chr11:76839265-76839365	3.153e-08	1.097e-18
chr4:151953241-151953341	4.976e-08	3.927e-16
chr15:59821213-59821313	2.58e-08	1.431e-17
chr3:13588412-13588512	6.854e-09	2.658e-18
chr8:80766207-80766307	6.518e-09	1.053e-18
chr16:56312513-56312613	8.314e-08	5.632e-17
chr11:64685629-64685729	3.036e-08	3.186e-17
chr19:11455228-11455328	1.105e-08	3.016e-17
chr9:133799895-133799995	1.6e-09	1.842e-13
chr11:2000366-2000466	1.791e-08	2.641e-17
chr2:65248988-65249088	3.139e-09	7.82e-19
chr15:93160884-93160984	4.363e-05	6.706e-19
chr19:51971384-51971484	1.329e-08	5.916e-19
chr8:108322688-108322788	8.596e-06	4.072e-17
chr1:228273210-228273310	1.184e-07	1.355e-14
chr12:117032541-117032641	2.721e-08	2.616e-15
chr17:39686551-39686651	6.77e-10	1.109e-15
chr18:43733330-43733430	8.426e-08	3.264e-19
chr17:4213835-4213935	1.658e-07	5.484e-17
chr7:105658272-105658372	1.018e-07	2.197e-17
chr15:75987037-75987137	4.638e-07	1.022e-17
chr11:16626420-16626520	2.065e-09	1.046e-18
chr1:54013985-54014085	2.478e-06	1.433e-16
chr7:16779993-16780093	2.901e-09	3.293e-16
chr11:92289740-92289840	1.548e-06	7.254e-15
chrX:107801634-107801734	9.783e-09	1.469e-17
chr2:25451768-25451868	2.783e-08	9.313e-21
chr3:161348687-161348787	1.811e-08	9.214e-19
chr1:27217647-27217747	2.189e-10	1.729e-19
chr8:62672931-62673031	3.01e-06	1.219e-18
chr2:64590438-64590538	9.63e-08	3.088e-12
chr6:31632663-31632763	3.63e-08	5.19e-16
chr19:48233408-48233508	5.133e-09	2.881e-17
chr19:29610643-29610743	6.111e-10	2.419e-10
chrX:12937898-12937998	3.632e-07	1.766e-19
chr11:126974054-126974154	1.809e-08	3.037e-21
chr15:74832554-74832654	2.857e-08	1.813e-15
chr10:100669931-100670031	1.422e-08	6.304e-16
chr1:50723721-50723821	3.392e-07	5.12e-17
chr2:73517482-73517582	4.589e-07	2.418e-16
chr3:43487460-43487560	1.07e-08	5.519e-18
chr2:218662656-218662756	7.244e-08	2.045e-16
chr2:219152648-219152748	5.624e-07	1.037e-15
chr7:22768938-22769038	5.81e-09	1.119e-16
chr17:16342348-16342448	4.829e-08	2.089e-16
chr12:108879346-108879446	2.676e-07	7.104e-19
chr1:221140271-221140371	1.662e-09	5.461e-18
chr22:38808462-38808562	7.406e-09	1.261e-17
chr6:31704171-31704271	1.519e-07	5.312e-17
chr1:26260055-26260155	0.004717	8.947e-14
chr6:44193632-44193732	1.381e-08	3.739e-19
chr11:32009088-32009188	2.034e-07	2.711e-18
chr14:74416694-74416794	4.256e-08	1.846e-19
chr19:58439095-58439195	0.0004532	8.132e-17
chr2:127748862-127748962	2.614e-08	6.152e-22
chr2:87842294-87842394	1.694e-06	2.955e-19
chr18:40857217-40857317	2.038e-07	4.209e-16
chr5:73686729-73686829	3.143e-08	2.932e-16
chr3:52812095-52812195	7.764e-08	1.211e-18
chr17:19913582-19913682	9.536e-08	2.811e-22
chr15:45072132-45072232	1.728e-07	6.456e-16
chr19:13958555-13958655	2.925e-09	4.305e-15
chr12:65895885-65895985	1.479e-09	6.075e-19
chr4:74573726-74573826	7.319e-09	9.546e-18
chr1:30657512-30657612	6.326e-08	1.794e-15
chr17:40672214-40672314	4.454e-09	1.188e-21
chr1:153316478-153316578	1.088e-06	2.252e-12
chr1:59349690-59349790	4.581e-08	5.43e-19
chr17:67089525-67089625	8.132e-08	4.492e-22
chr10:71120594-71120694	2.899e-08	2.629e-17
chr11:12214845-12214945	1.877e-07	2.863e-19
chr2:239331046-239331146	4.567e-09	1.981e-18
chr15:41408801-41408901	1.704e-06	5.756e-16
chr18:21244806-21244906	8.167e-09	2.515e-17
chr10:63348670-63348770	3.529e-09	9.391e-18
chr22:23429134-23429234	5.761e-08	1.08e-19
chr1:146556167-146556267	4.747e-07	1.083e-14
chr4:55437549-55437649	1.019e-06	4.846e-16
chr3:14274283-14274383	1.111e-08	1.832e-18
chr7:99263007-99263107	4.281e-07	3.954e-15
chr22:22292534-22292634	2.677e-10	1.898e-07
chr1:184006131-184006231	5.075e-05	4.114e-17
chr19:47953867-47953967	3.257e-05	1.076e-19
chr9:130624866-130624966	4.879e-08	6.784e-15
chr1:150949684-150949784	3.676e-06	6.168e-17
chr11:17438171-17438271	1.091e-06	8.961e-17
chr1:54085829-54085929	1.854e-07	2.666e-18
chr1:65363888-65363988	1.436e-06	1.855e-18
chr1:46624250-46624350	1.372e-08	3.037e-17
chr22:43423597-43423697	1.81e-09	2.052e-18
chr10:121101652-121101752	4.332e-07	1.161e-17
chrX:153031135-153031235	4.39e-08	2.584e-15
chr12:83262035-83262135	7.763e-07	2.891e-18
chr16:70471014-70471114	3.875e-06	3.586e-15
chr4:79521195-79521295	5.132e-10	5.064e-16
chr14:65569539-65569639	6.807e-08	5.031e-14
chr10:103124592-103124692	2.229e-07	2.344e-20
chr5:13649088-13649188	1.155e-07	1.324e-19
chr9:127727055-127727155	0.0006738	4.879e-16
chr11:59474497-59474597	6.536e-08	2.582e-18
chr7:105712647-105712747	3.998e-08	6.317e-17
chr7:123672890-123672990	2.978e-07	6.857e-20
chr16:88625576-88625676	3.516e-08	6.911e-14
chr5:139015535-139015635	1.821e-09	3.476e-17
chr1:16176036-16176136	3.49e-07	3.625e-16
chr22:21132191-21132291	2.802e-09	6.072e-17
chr16:9496307-9496407	1.777e-09	1.473e-17
chr1:186081490-186081590	1.163e-05	7.101e-20
chr3:151479509-151479609	3.486e-09	2.368e-17
chr17:8779320-8779420	3.875e-09	1.72e-21
chr1:144534048-144534148	1.093e-08	1.05e-17
chr1:38028735-38028835	0.0001269	1.344e-16
chr1:1235953-1236053	8.786e-08	9.122e-15
chr11:92534987-92535087	6.814e-07	3.383e-17
chr7:128452777-128452877	1.731e-07	2.275e-17
chr13:45491990-45492090	7.551e-09	1.398e-18
chr7:86781793-86781893	3.165e-08	6.097e-17
chr10:80779918-80780018	2.14e-09	5.47e-19
chr6:11921385-11921485	3.072e-07	1.174e-18
chr6:20575553-20575653	9.993e-08	3.838e-20
chr9:135874720-135874820	4.36e-08	2.929e-19
chr19:791928-792028	3.715e-09	6.657e-18
chr22:21392871-21392971	8.526e-08	1.232e-14
chr11:69827697-69827797	4.789e-07	9.736e-17
chr11:5309445-5309545	4.037e-08	1.15e-18
chr17:40903135-40903235	8.059e-09	8.557e-20
chr1:28832575-28832675	2.532e-09	7.223e-14
chr7:5497681-5497781	2.581e-08	2.598e-13
chr19:30384708-30384808	5.757e-05	5.971e-19
chr1:12135906-12136006	3.785e-08	3.824e-19
chr3:105333301-105333401	6.031e-07	2.28e-19
chr3:183903592-183903692	2.828e-07	3.309e-15
chr9:135860310-135860410	4.296e-08	1.844e-16
chr2:169708414-169708514	4.491e-07	1.428e-17
chr3:141425833-141425933	2.005e-08	9.862e-20
chr11:7293756-7293856	1.814e-05	7.983e-15
chr22:30348253-30348353	5.599e-06	2.204e-15
chr17:73966416-73966516	4.843e-08	3.159e-18
chr4:37695569-37695669	2.993e-05	2.353e-18
chr5:5071815-5071915	3.734e-07	4.083e-16
chr11:65239021-65239121	2.235e-08	1.538e-18
chr10:74032653-74032753	1.004e-08	1.826e-16
chr11:75117433-75117533	3.832e-10	3.676e-20
chr16:52549125-52549225	4.223e-10	5.959e-16
chr4:81100907-81101007	8.754e-08	8.895e-20
chr6:7166751-7166851	3.348e-07	6.346e-18
chr2:70026162-70026262	5.6e-09	3.029e-17
chr6:28655523-28655623	4.665e-09	1.221e-16
chr19:47730760-47730860	1.212e-07	6.798e-20
chr8:101776289-101776389	1.743e-09	1.075e-20
chr14:75963238-75963338	2.504e-06	2.399e-15
chr7:77167739-77167839	4.61e-08	1.167e-19
chrX:102488299-102488399	2.792e-07	6.684e-15
chr15:81773561-81773661	2.108e-09	1.238e-20
chr1:155247137-155247237	2.52e-08	1.054e-19
chr6:32939958-32940058	4.94e-09	6.004e-19
chr1:6265353-6265453	3.031e-08	8.026e-13
chr11:65190273-65190373	1.031e-08	3.425e-17
chr6:26337156-26337256	7.84e-08	1.581e-18
chr10:75004844-75004944	8.797e-09	4.922e-16
chr7:75293052-75293152	2.409e-08	3.38e-18
chr1:229889654-229889754	1.378e-07	1.409e-16
chr17:66316576-66316676	3.386e-07	2.009e-16
chr19:38807862-38807962	4.391e-07	2.881e-19
chr10:62587957-62588057	4.013e-09	1.478e-17
chr12:123597809-123597909	1.231e-09	2.216e-18
chr16:8962296-8962396	5.168e-09	1.301e-18
chr12:125425324-125425424	1.887e-06	7.131e-19
chr8:111989053-111989153	0.0002351	4.305e-16
chr19:51845305-51845405	7.383e-09	8.083e-13
chr15:93443618-93443718	1.842e-07	9.227e-17
chrX:134996715-134996815	5.82e-09	1.424e-16
chr11:2010016-2010116	3.916e-07	2.179e-17
chr1:116951984-116952084	1.854e-08	1.605e-18
chr1:70005883-70005983	1.733e-07	2.378e-18
chr16:25783231-25783331	1.283e-08	3.551e-19
chr3:149388217-149388317	2.731e-06	2.816e-18
chr20:30569771-30569871	1.174e-08	5.442e-21
chr5:150479865-150479965	1.066e-07	2.05e-16
chr12:92175020-92175120	2.348e-08	1.509e-18
chr12:53319014-53319114	5.163e-07	6.107e-17
chr6:4911498-4911598	7.199e-09	3.198e-14
chr11:2238934-2239034	7.265e-05	2.159e-16
chr12:1020753-1020853	3.852e-09	2.906e-16
chr11:12138088-12138188	3.383e-08	1.876e-17
chr6:34205923-34206023	2.401e-07	1.584e-11
chr11:33183167-33183267	1.099e-08	1.923e-18
chr5:37371405-37371505	5.628e-10	1.305e-14
chr2:48338497-48338597	1.985e-08	8.02e-13
chr17:61509365-61509465	1.823e-07	2.829e-17
chr13:21133247-21133347	3.922e-08	1.737e-17
chr5:82834737-82834837	1.844e-09	1.2e-19
chr7:107720742-107720842	4.676e-07	9.93e-18
chr6:30735434-30735534	7.288e-10	1.195e-12
chr21:36399191-36399291	4.919e-08	1.634e-16
chrX:6732033-6732133	1.59e-09	4.587e-19
chr22:30612848-30612948	2.064e-05	4.223e-14
chr10:16862162-16862262	1.925e-08	1.684e-18
chr20:865844-865944	2.403e-10	5.162e-16
chr1:234674738-234674838	2.702e-08	4.501e-16
chr1:204947961-204948061	8.863e-07	1.979e-19
chr17:32201904-32202004	1.77e-09	1.895e-15
chr10:130397935-130398035	4.456e-07	5.504e-15
chr16:48048412-48048512	9.278e-08	7.571e-15
chr10:45774467-45774567	6.398e-07	6.266e-22
chr17:73781189-73781289	3.667e-08	1.584e-16
chr20:37063941-37064041	1.092e-07	3.923e-17
chr20:17420668-17420768	6.312e-08	1.894e-19
chr7:5721131-5721231	3.466e-07	2.7e-17
chr14:45350131-45350231	2.84e-08	1.019e-18
chr8:102061039-102061139	6.216e-06	5.098e-17
chr20:36530688-36530788	1.488e-06	1.211e-16
chr20:37081701-37081801	2.852e-08	8.881e-17
chr7:133807882-133807982	4.349e-08	3.742e-20
chr8:126442509-126442609	4.085e-08	4.409e-13
chr19:39695546-39695646	1.442e-06	5.44e-19
chr20:36788524-36788624	3.325e-08	1.373e-14
chr2:75850203-75850303	1.036e-06	3.424e-16
chr16:3960347-3960447	2.537e-07	3.215e-18
chr2:48672379-48672479	2.149e-06	1.021e-18
chr7:100806355-100806455	1.049e-09	4.027e-16
chr6:163840953-163841053	3.272e-08	2.047e-13
chr11:61687750-61687850	4.759e-09	9.204e-14
chr1:167183030-167183130	4.762e-08	4.781e-19
chr16:85080953-85081053	0.0004863	1.092e-18
chr6:43937342-43937442	4.038e-08	1.103e-15
chr12:91754057-91754157	1.381e-06	1.97e-18
chr18:54761554-54761654	9.611e-09	5.206e-19
chr6:2990169-2990269	4.471e-06	6.992e-15
chr1:30422655-30422755	2.426e-08	3.084e-15
chr12:93965319-93965419	2.342e-07	4.832e-17
chr17:46647743-46647843	8.347e-07	1.433e-17
chr3:4856193-4856293	6.814e-05	9.758e-19
chr6:160992373-160992473	8.133e-10	1.653e-16
chr15:29958586-29958686	2.118e-06	1.098e-20
chr1:43390699-43390799	1.279e-07	7.977e-15
chr2:32390815-32390915	2.035e-07	9.013e-19
chr14:31669502-31669602	2.739e-06	4.274e-18
chr2:85812527-85812627	3.546e-09	1.326e-15
chr11:65239771-65239871	2.912e-07	3.985e-18
chr15:80446790-80446890	1.003e-09	4.622e-20
chr6:1739035-1739135	1.93e-06	2.735e-15
chr6:34249814-34249914	2.746e-07	9.286e-17
chr10:104359631-104359731	6.561e-07	7.662e-15
chr17:42148035-42148135	9.483e-09	3.227e-18
chr16:89786976-89787076	1.049e-09	1.314e-14
chr7:95865614-95865714	6.665e-10	2.805e-17
chr12:120978314-120978414	1.898e-06	1.556e-16
chr17:7740038-7740138	3.643e-08	1.119e-15
chr8:102973280-102973380	6.008e-07	2.434e-19
chr19:13212279-13212379	2.607e-08	8.06e-18
chr7:102760310-102760410	1.312e-08	1.927e-16
chr12:51762593-51762693	4.863e-08	1.471e-17
chr18:9474855-9474955	1.54e-06	2.687e-17
chr12:53386976-53387076	1.583e-07	2.203e-18
chr7:76053453-76053553	6.301e-07	9.066e-19
chr1:223976817-223976917	2.987e-08	2.881e-17
chr8:80680272-80680372	2.337e-08	6.354e-15
chr9:134206799-134206899	7.392e-10	1.8e-17
chr8:74284050-74284150	5.548e-06	1.286e-14
chr4:821472-821572	1.24e-08	3.498e-16
chr17:25680746-25680846	2.092e-08	5.807e-19
chr4:84551418-84551518	1.118e-09	1.513e-18
chr8:117561685-117561785	5.926e-08	4.357e-18
chr20:61408443-61408543	1.951e-07	2.939e-18
chr3:33956417-33956517	1.449e-09	1.261e-15
chr1:27400853-27400953	8.885e-05	1.37e-18
chr1:192946551-192946651	1.437e-09	1.314e-21
chr17:73444746-73444846	4.169e-09	3.947e-17
chr12:1413600-1413700	4.346e-09	3.969e-18
chr19:17447441-17447541	2.052e-08	1.487e-16
chr16:85647046-85647146	2.545e-09	5.998e-16
chr6:30882057-30882157	0.0001332	4.375e-15
chr1:246316600-246316700	1.111e-08	3.048e-14
chr4:3590669-3590769	2.029e-06	1.743e-17
chr14:76618792-76618892	2.976e-09	1.153e-22
chr7:104607722-104607822	2.073e-08	2.744e-20
chr5:149861662-149861762	7.213e-07	5.214e-22
chr1:206207315-206207415	1.992e-08	7.947e-14
chr3:193973991-193974091	2.851e-07	7.384e-16
chr4:167000243-167000343	2.555e-08	6.09e-16
chr15:61838160-61838260	6.218e-10	1.919e-14
chr2:29209487-29209587	2.888e-09	7.575e-17
chr12:54750207-54750307	4.628e-09	7.478e-19
chr10:13446439-13446539	2.086e-07	1.196e-18
chr18:29401805-29401905	1.202e-06	2.298e-20
chr3:193819514-193819614	1.056e-08	1.898e-17
chr15:41694635-41694735	8.098e-07	4.897e-13
chr3:37504095-37504195	4.393e-09	1.434e-19
chr19:18201487-18201587	1.376e-07	1.361e-17
chr5:78812948-78813048	3.167e-09	1.895e-16
chr17:13716934-13717034	3.026e-08	8.679e-18
chr2:56280963-56281063	6.276e-07	4.291e-19
chr15:85504385-85504485	4.466e-08	2.064e-14
chr9:130828605-130828705	1.504e-07	2.651e-18
chr2:205715401-205715501	1.5e-08	7.522e-18
chr2:169868855-169868955	3.374e-08	2.683e-19
chr15:90727333-90727433	3.25e-05	2.431e-21
chr19:41328916-41329016	6.926e-07	5.626e-16
chr1:44102079-44102179	3.573e-07	2.37e-16
chr8:24885807-24885907	4.976e-07	7.661e-19
chr1:156092701-156092801	6.981e-08	3.728e-16
chr22:32291956-32292056	9.666e-08	6.273e-16
chr1:48274374-48274474	5.702e-08	7.786e-14
chr1:184000671-184000771	3.271e-09	5.849e-20
chr1:161015398-161015498	1.527e-08	1.745e-14
chr8:103666326-103666426	4.366e-08	1.793e-20
chr9:100723238-100723338	1.65e-08	1.79e-18
chr1:236513031-236513131	2.307e-09	1.321e-16
chr3:177075243-177075343	2.035e-08	3.939e-18
chr1:36690487-36690587	1.575e-07	1.492e-17
chr8:2591409-2591509	7.387e-08	6.012e-13
chr3:47018560-47018660	2.188e-08	2.014e-20
chr8:105601595-105601695	9.721e-07	5.367e-16
chr3:24561701-24561801	6.118e-09	1.326e-21
chr11:73499236-73499336	7.012e-09	6.088e-16
chr17:46624478-46624578	3.661e-08	1.612e-17
chr1:26251455-26251555	2.976e-08	1.707e-14
chr7:55821101-55821201	9.302e-09	9.052e-19
chr8:142148098-142148198	5.846e-09	2.275e-16
chr17:40776289-40776389	1.783e-07	2.069e-13
chr6:29935412-29935512	9.531e-09	2.684e-13
chr4:110095495-110095595	1.192e-08	1.25e-18
chr7:148545024-148545124	5.124e-09	3.291e-17
chr6:2991036-2991136	5.347e-08	8.035e-17
chr4:26321366-26321466	1.276e-08	1.601e-16
chr1:218471864-218471964	7.176e-06	4.605e-20
chr19:47291755-47291855	3.33e-08	1.087e-16
chr20:55987893-55987993	2.012e-08	1.253e-17
chr18:3624402-3624502	7.727e-09	1.176e-16
chr2:128328108-128328208	2.222e-07	6.258e-18
chr15:59034784-59034884	1.495e-07	3.317e-21
chr1:47884736-47884836	3.397e-08	1.786e-16
chr10:38292627-38292727	7.729e-08	5.699e-17
chr20:42185308-42185408	3.948e-05	1.552e-18
chr5:77883613-77883713	1.227e-05	1.017e-15
chr10:11654593-11654693	4.223e-07	2.855e-20
chr1:12679059-12679159	1.365e-09	5.583e-18
chr11:66176047-66176147	2.924e-08	8.451e-19
chr10:29298505-29298605	1.267e-08	3.674e-17
chr11:114100864-114100964	1.452e-08	2.193e-15
chr1:16470503-16470603	4.469e-07	5.892e-18
chr7:129845119-129845219	6.519e-08	1.481e-16
chr1:1092892-1092992	1.057e-06	3.14e-17
chr4:5005309-5005409	1.377e-06	6.23e-17
chr3:47308422-47308522	3.543e-08	1.374e-17
chr17:31209946-31210046	2.968e-08	2.351e-17
chr12:22778104-22778204	1.834e-07	5.91e-17
chr6:3338172-3338272	3.568e-08	1.968e-18
chr9:73100357-73100457	5.024e-08	2.254e-19
chr19:11200134-11200234	4.901e-08	1.99e-18
chr5:121449068-121449168	3.238e-08	1.622e-15
chr1:194627385-194627485	3.898e-08	4.293e-15
chr6:82915862-82915962	3.429e-07	1.01e-18
chr17:43025445-43025545	7.123e-09	1.517e-15
chr4:186317839-186317939	1.523e-08	1.7e-14
chr10:102619088-102619188	6.151e-08	2.531e-13
chr9:137228890-137228990	3.157e-06	5.302e-18
chr19:39799680-39799780	2.615e-08	2.29e-19
chr20:4842723-4842823	7.387e-06	1.19e-17
chr22:21996243-21996343	5.247e-08	4.539e-17
chr5:162131081-162131181	4.301e-09	8.488e-16
chr4:88666355-88666455	3.794e-06	9.326e-17
chr16:30160666-30160766	2.395e-05	3.511e-17
chr14:24630477-24630577	3.824e-07	5.068e-17
chr18:32559206-32559306	2.295e-08	9.813e-17
chr7:75833613-75833713	1.56e-08	5.705e-17
chr1:43833110-43833210	1.945e-06	4.686e-17
chr19:28736007-28736107	1.709e-06	6.552e-17
chr4:110837326-110837426	1.263e-06	2.094e-18
chr11:118574253-118574353	5.896e-08	7.688e-11
chr2:145648615-145648715	1.474e-08	9.627e-21
chr6:15079653-15079753	8.898e-07	4.381e-18
chr11:94880743-94880843	3.17e-08	5.323e-18
chr22:21369137-21369237	7.986e-10	2.761e-14
chr19:48610812-48610912	7.571e-05	1.863e-10
chr5:71404701-71404801	1.177e-06	2.302e-17
chr1:6113074-6113174	3.247e-06	7.145e-15
chr14:88664260-88664360	5.844e-08	1.388e-20
chr12:111550641-111550741	7.159e-09	6.587e-16
chr1:117116160-117116260	1.625e-06	3.582e-17
chr11:65266479-65266579	3.85e-10	2.326e-18
chr18:46307854-46307954	2.258e-07	1.56e-21
chr9:100702718-100702818	1.795e-08	1.335e-17
chr6:28520336-28520436	9.364e-09	4.641e-19
chr5:139077228-139077328	4.794e-07	4.774e-18
chrX:47543019-47543119	0.0002226	7.24e-16
chr17:77800227-77800327	1.619e-08	2.486e-15
chr1:47648197-47648297	6.957e-08	5.967e-13
chr8:136098180-136098280	8.761e-07	5.85e-19
chr4:74274229-74274329	5.315e-07	1.103e-15
chr19:46239513-46239613	1.462e-08	5.355e-16
chr22:19419236-19419336	2.031e-08	1.828e-16
chr9:35109334-35109434	8.555e-08	5.471e-12
chr6:3913476-3913576	9.082e-08	1.276e-19
chr3:38618751-38618851	5.514e-09	2.468e-15
chr16:67488923-67489023	1.245e-09	2.43e-19
chrX:70670728-70670828	7.628e-08	7.022e-17
chr20:59532826-59532926	3.784e-09	1.208e-15
chr8:105634913-105635013	4.369e-08	6.547e-16
chr4:123724974-123725074	5.97e-09	7.505e-18
chr22:42585928-42586028	2.912e-09	6.802e-17
chr3:186314479-186314579	3.503e-08	1.947e-16
chr18:6676264-6676364	1.144e-08	1.285e-14
chr1:45501457-45501557	3.028e-08	5.17e-19
chr1:156664146-156664246	1.485e-09	1.629e-11
chr6:147543586-147543686	3.184e-05	5.426e-14
chr20:36024603-36024703	2.665e-09	3.875e-16
chr10:82263921-82264021	4.731e-09	1.046e-18
chr17:8302448-8302548	9.46e-08	4.964e-18
chr15:90319765-90319865	7.26e-09	3.049e-17
chr17:7746382-7746482	9.27e-07	3.229e-19
chr16:79434810-79434910	3.219e-08	7.799e-13
chr17:42467227-42467327	2.87e-08	6.207e-17
chr6:161800988-161801088	7.942e-09	9.766e-14
chr11:34460125-34460225	1.614e-09	4.537e-20
chr6:164767822-164767922	1.648e-08	8.28e-18
chr6:143485798-143485898	1.074e-08	1.923e-19
chr14:101237704-101237804	8.057e-09	9.516e-15
chr2:16594666-16594766	4.043e-08	1.399e-18
chr5:139597261-139597361	4.085e-08	2.314e-18
chr10:4864519-4864619	5.05e-08	1.254e-14
chr6:30658846-30658946	1.176e-07	3.586e-19
chr1:226197381-226197481	0.0001006	9.944e-17
chr2:67567366-67567466	5.04e-08	1.007e-16
chr1:2517324-2517424	1.797e-08	2.192e-16
chr20:3140577-3140677	3.115e-07	3.973e-19
chr10:27459747-27459847	1.084e-07	2.042e-17
chr19:1747893-1747993	4.541e-08	4.367e-13
chr12:9090647-9090747	1.361e-07	1.176e-17
chr16:50875122-50875222	5.795e-08	1.087e-17
chr12:14996389-14996489	8.598e-09	1.04e-20
chr4:154449968-154450068	2.26e-09	4.658e-15
chr8:2592067-2592167	4.459e-06	2.826e-18
chr9:100124847-100124947	5.715e-06	4.293e-21
chr6:131967599-131967699	5.722e-07	9.686e-20
chr11:75063499-75063599	7.428e-09	2.059e-18
chr2:11606364-11606464	0.000192	3.196e-21
chr5:89940142-89940242	4.06e-08	2.763e-19
chr5:159671209-159671309	1.712e-09	6.399e-18
chr17:75360188-75360288	2.4e-05	2.178e-18
chr3:152747293-152747393	6.656e-09	2.043e-17
chr19:48996317-48996417	2.695e-09	2.186e-18
chr6:56954640-56954740	8.972e-10	1.452e-15
chr9:98225069-98225169	9.853e-08	9.954e-17
chr21:36478658-36478758	2.921e-05	1.338e-16
chr10:26431241-26431341	7.493e-09	1.022e-15
chr16:47495618-47495718	1.917e-06	5.678e-19
chr19:47576991-47577091	1.132e-07	3.001e-15
chr20:50230166-50230266	2.099e-08	3.09e-11
chr9:126065320-126065420	1.159e-09	1.681e-16
chr2:22139957-22140057	9.416e-05	5.971e-16
chr4:96511953-96512053	6.292e-07	2.105e-20
chr9:108409883-108409983	1.55e-08	6.321e-20
